Date/Time,Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep),IndoorLivingWall:InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](TimeStep) 
 07/08  03:44:00,11064701.57672619,239372.52287278432,3203184.3953332775,47459254.73963453,47299234.97813453,65407512.63994479 
 07/08  03:45:00,11064701.57672619,239724.98402681024,3203184.3953332775,47458681.58987035,47298661.82837035,65407229.72006056 
 07/08  03:46:00,11064701.57672619,239868.7770700955,3203184.3953332775,47458238.647425234,47298218.88592523,65406868.32541379 
 07/08  03:47:00,11064701.57672619,240280.27074766377,3203184.3953332775,47458163.78733993,47298144.02583993,65407142.72313286 
 07/08  03:48:00,11064701.57672619,240405.83285532627,3203184.3953332775,47458506.44288716,47298486.681387156,65407548.75905079 
 07/08  03:49:00,11064701.57672619,240663.5938012661,3203184.3953332775,47458175.76552602,47298156.00402602,65407413.63065085 
 07/08  03:50:00,11064701.57672619,241102.35996301298,3203184.3953332775,47457948.29805499,47297928.53655499,65407562.74060594 
 07/08  03:51:00,11064701.57672619,241205.59533325766,3203184.3953332775,47458076.90613598,47298057.144635975,65407732.41033376 
 07/08  03:52:00,11064701.57672619,241600.35946687835,3203184.3953332775,47458506.342711166,47298486.581211165,65408494.46955414 
 07/08  03:53:00,11064701.57672619,241889.5167041714,3203184.3953332775,47459100.33981415,47299080.57831415,65409315.45326532 
 07/08  03:54:00,11064701.57672619,242122.41064757336,3203184.3953332775,47459604.52914324,47299584.767643236,65409990.40983646 
 07/08  03:55:00,11064701.57672619,242292.5547844423,3203184.3953332775,47460018.91785383,47299999.15635383,65410512.798793174 
 07/08  03:56:00,11064701.57672619,242665.84709595685,3203184.3953332775,47460347.99955458,47300328.23805458,65411153.07540872 
 07/08  03:57:00,11064701.57672619,242989.96361195677,3203184.3953332775,47460219.22332104,47300199.46182104,65411286.302490585 
 07/08  03:58:00,11064701.57672619,243072.23277846363,3203184.3953332775,47459839.048288316,47299819.286788315,65410926.33220777 
 07/08  03:59:00,11064701.57672619,243562.00555235462,3203184.3953332775,47459324.19737187,47299304.43587187,65410839.15894722 
 07/08  04:00:00,11064701.57672619,243787.78184887595,3203184.3953332775,47458810.8634061,47298791.101906106,65410489.60742305 
 07/08  04:01:00,11064701.57672619,243964.50989322754,3203184.3953332775,47458355.91773092,47298336.15623092,65410177.03668116 
 07/08  04:02:00,11064701.57672619,244116.88470044223,3203184.3953332775,47458056.62049826,47298036.85899826,65409995.762337975 
 07/08  04:03:00,11064701.57672619,244220.4867610714,3203184.3953332775,47457968.30820875,47297948.54670875,65409976.73866935 
 07/08  04:04:00,11064701.57672619,244490.27667552102,3203184.3953332775,47458358.855034016,47298339.09353402,65410602.742745265 
 07/08  04:05:00,11064701.57672619,244762.3446507216,3203184.3953332775,47458885.505250864,47298865.74375086,65411367.14814529 
 07/08  04:06:00,11064701.57672619,244891.14435893157,3203184.3953332775,47459413.62948582,47299393.86798582,65411989.728457175 
 07/08  04:07:00,11064701.57672619,245024.72813314328,3203184.3953332775,47459911.76890072,47299892.00740073,65412587.13431046 
 07/08  04:08:00,11064701.57672619,245171.99887937718,3203184.3953332775,47460333.61356706,47300313.85206706,65413121.92283578 
 07/08  04:09:00,11064701.57672619,245224.72833078823,3203184.3953332775,47460679.152751684,47300659.39125168,65413485.87935349 
 07/08  04:10:00,11064701.57672619,245481.89956421795,3203184.3953332775,47461485.555150226,47301465.79365023,65414515.08703568 
 07/08  04:11:00,11064701.57672619,245827.36545139345,3203184.3953332775,47462384.77418008,47302365.012680076,65415725.50238499 
 07/08  04:12:00,11064701.57672619,245776.38104358705,3203184.3953332775,47463117.8549103,47303098.0934103,65416373.22451279 
 07/08  04:13:00,11064701.57672619,245876.0879943685,3203184.3953332775,47463699.830894634,47303680.06939464,65417020.589493744 
 07/08  04:14:00,11064701.57672619,246331.14291556968,3203184.3953332775,47464204.00949057,47304184.24799057,65417945.484347336 
 07/08  04:15:00,11064701.57672619,246321.89482265295,3203184.3953332775,47465139.17738953,47305119.41588953,65418837.10210307 
 07/08  04:16:00,11064701.57672619,246354.5860220209,3203184.3953332775,47465665.87769436,47305646.11619437,65419362.12906647 
 07/08  04:17:00,11064701.57672619,246804.30895776054,3203184.3953332775,47465881.32404674,47305861.56254674,65419992.94315061 
 07/08  04:18:00,11064701.57672619,246830.92957820251,3203184.3953332775,47465900.74745541,47305880.98595541,65420004.70703555 
 07/08  04:19:00,11064701.57672619,246938.1455324644,3203184.3953332775,47465938.17034264,47305918.40884264,65420114.99240864 
 07/08  04:20:00,11064701.57672619,247184.0572305152,3203184.3953332775,47466568.13778101,47306548.376281016,65420956.55119558 
 07/08  04:21:00,11064701.57672619,247280.20060304058,3203184.3953332775,47467424.07362829,47307404.31212829,65421874.2724556 
 07/08  04:22:00,11064701.57672619,247534.74166326132,3203184.3953332775,47468713.950392544,47308694.18889254,65423384.38509461 
 07/08  04:23:00,11064701.57672619,247733.45875576162,3203184.3953332775,47470012.78933008,47309993.02783008,65424847.592111014 
 07/08  04:24:00,11064701.57672619,247719.54225311268,3203184.3953332775,47471720.13163887,47311700.37013887,65426506.713508114 
 07/08  04:25:00,11064701.57672619,247915.36431781654,3203184.3953332775,47473234.43481733,47313214.673317336,65428182.486617595 
 07/08  04:26:00,11064701.57672619,248199.8041972246,3203184.3953332775,47475077.94992533,47315058.18842533,65430276.14131432 
 07/08  04:27:00,11064701.57672619,248310.75145151396,3203184.3953332775,47476843.65655402,47316823.89505402,65432118.433605224 
 07/08  04:28:00,11064701.57672619,248478.98475732535,3203184.3953332775,47478251.72452751,47318231.96302751,65433660.41572304 
 07/08  04:29:00,11064701.57672619,248727.5806822729,3203184.3953332775,47479785.51265133,47319765.75115133,65435408.47704228 
 07/08  04:30:00,11064701.57672619,248848.30078429036,3203184.3953332775,47481691.92683159,47321672.16533159,65437401.28856944 
 07/08  04:31:00,11064701.57672619,248852.88332077453,3203184.3953332775,47483671.681284286,47323651.919784285,65439351.27442276 
 07/08  04:32:00,11064701.57672619,249195.8045585706,3203184.3953332775,47485480.8553478,47325461.0938478,65441468.99952863 
 07/08  04:33:00,11064701.57672619,249271.95613088005,3203184.3953332775,47487712.03793692,47327692.276436925,65443742.049819656 
 07/08  04:34:00,11064701.57672619,249412.68601819506,3203184.3953332775,47490332.305497445,47330312.54399745,65446468.685305364 
 07/08  04:35:00,11064701.57672619,249755.09936142396,3203184.3953332775,47493419.47437963,47333399.712879635,65449863.96615953 
 07/08  04:36:00,11064701.57672619,249840.0312509554,3203184.3953332775,47496838.85438889,47336819.09288889,65453333.93359029 
 07/08  04:37:00,11064701.57672619,249911.8942116406,3203184.3953332775,47500578.48665883,47340558.725158826,65457111.1175998 
 07/08  04:38:00,11064701.57672619,250066.8569863942,3203184.3953332775,47504418.40189114,47344398.64039114,65461071.638475314 
 07/08  04:39:00,11064701.57672619,250339.10344024745,3203184.3953332775,47508541.15401007,47348521.39251008,65465432.331350744 
 07/08  04:40:00,11064701.57672619,250537.38036162665,3203184.3953332775,47512686.40994935,47352666.64844935,65469741.53390829 
 07/08  04:41:00,11064701.57672619,250654.38044588763,3203184.3953332775,47517156.45361717,47357136.69211718,65474294.27472308 
 07/08  04:42:00,11064701.57672619,250746.79920886646,3203184.3953332775,47521433.51754473,47361413.75604473,65478629.39940498 
 07/08  04:43:00,11064701.57672619,250943.5104323075,3203184.3953332775,47525866.20916405,47365846.44766405,65483224.52033798 
 07/08  04:44:00,11064701.57672619,251127.03868161546,3203184.3953332775,47530616.18175266,47370596.420252666,65488123.65537853 
 07/08  04:45:00,11064701.57672619,251173.74741247424,3203184.3953332775,47535532.26867021,47375512.50717021,65493052.15226075 
 07/08  04:46:00,11064701.57672619,251323.09746270787,3203184.3953332775,47540425.951585636,47380406.190085635,65498060.83346376 
 07/08  04:47:00,11064701.57672619,251390.8165138237,3203184.3953332775,47544593.79506376,47384574.033563755,65502262.06577662 
 07/08  04:48:00,11064701.57672619,251618.2916516987,3203184.3953332775,47549309.33644949,47389289.57494949,65507170.77162685 
 07/08  04:49:00,11064701.57672619,251834.30875890056,3203184.3953332775,47555237.018032186,47395217.256532185,65513280.13807944 
 07/08  04:50:00,11064701.57672619,252031.09126487476,3203184.3953332775,47562599.8244074,47402580.0629074,65520805.43123418 
 07/08  04:51:00,11064701.57672619,252150.6492170702,3203184.3953332775,47569757.538334236,47409737.776834235,65528048.36717663 
 07/08  04:52:00,11064701.57672619,252244.99742082937,3203184.3953332775,47576077.16920605,47416057.40770605,65534428.022468016 
 07/08  04:53:00,11064701.57672619,252461.29238974833,3203184.3953332775,47581540.78552089,47421521.02402089,65540073.60044714 
 07/08  04:54:00,11064701.57672619,252677.65726381092,3203184.3953332775,47585810.1859853,47425790.4244853,65544525.075285144 
 07/08  04:55:00,11064701.57672619,252854.3949750592,3203184.3953332775,47589093.46117191,47429073.69967191,65547950.75390341 
 07/08  04:56:00,11064701.57672619,252849.98724668205,3203184.3953332775,47591881.42333759,47431861.66183759,65550700.0010267 
 07/08  04:57:00,11064701.57672619,253145.00307713725,3203184.3953332775,47595244.13092785,47435224.36942786,65554323.394047365 
 07/08  04:58:00,11064701.57672619,253194.2097390931,3203184.3953332775,47599349.19268274,47439329.43118274,65558443.39070599 
 07/08  04:59:00,11064701.57672619,253525.8058310746,3203184.3953332775,47604922.394373834,47444902.63287383,65564313.858217224 
 07/08  05:00:00,11064701.57672619,253657.81788445293,3203184.3953332775,47612481.627974406,47452461.866474405,65571970.790425524 
 07/08  05:01:00,11064701.57672619,250200.12795177803,3203184.3953332775,47781670.898428395,47461631.37542839,65737767.208890736 
 07/08  05:02:00,11064701.57672619,246066.17953851074,3203184.3953332775,47791261.07498083,47471221.55198084,65743288.291456945 
 07/08  05:03:00,11064701.57672619,244384.17525578663,3203184.3953332775,47800043.12825433,47480003.60525433,65750453.27911055 
 07/08  05:04:00,11064701.57672619,243606.99140552088,3203184.3953332775,47807196.824408464,47487157.30140846,65756894.77469618 
 07/08  05:05:00,11064701.57672619,243051.93059462446,3203184.3953332775,47811427.81811433,47491388.29511434,65760635.669156685 
 07/08  05:06:00,11064701.57672619,242583.48582919198,3203184.3953332775,47811697.53838633,47491658.01538633,65760501.95157142 
 07/08  05:07:00,11064701.57672619,242356.5079269388,3203184.3953332775,47807711.142245546,47487671.619245544,65756353.63371803 
 07/08  05:08:00,11064701.57672619,241913.45408603866,3203184.3953332775,47800704.77277145,47480665.249771446,65748969.34190009 
 07/08  05:09:00,11064701.57672619,241661.32688826413,3203184.3953332775,47792991.99442412,47472952.47142412,65741069.56548035 
 07/08  05:10:00,11064701.57672619,241506.36749241914,3203184.3953332775,47786181.56560628,47466142.04260628,65734169.335481845 
 07/08  05:11:00,11064701.57672619,240996.76750937186,3203184.3953332775,47780828.6652253,47460789.142225295,65728372.03957229 
 07/08  05:12:00,11064701.57672619,240865.40526771123,3203184.3953332775,47776584.57708661,47456545.05408661,65724061.849675864 
 07/08  05:13:00,11064701.57672619,240413.0234156379,3203184.3953332775,47774260.43332654,47454220.91032654,65721350.610296406 
 07/08  05:14:00,11064701.57672619,240043.82364946877,3203184.3953332775,47772563.26603604,47452523.74303604,65719349.53411919 
 07/08  05:15:00,11064701.57672619,239991.0876539645,3203184.3953332775,47771144.437730275,47451104.91473028,65717943.36685681 
 07/08  05:16:00,11064701.57672619,239515.32974045924,3203184.3953332775,47770137.13238628,47450097.60938628,65716525.68591129 
 07/08  05:17:00,11064701.57672619,239249.60829079407,3203184.3953332775,47770238.72872743,47450199.20572743,65716426.97134505 
 07/08  05:18:00,11064701.57672619,239083.88814233997,3203184.3953332775,47771015.22143792,47450975.69843793,65717103.18782639 
 07/08  05:19:00,11064701.57672619,238708.33692207918,3203184.3953332775,47773095.146870576,47453055.623870574,65718873.096304074 
 07/08  05:20:00,11064701.57672619,238308.47170281358,3203184.3953332775,47776179.16128242,47456139.63828242,65721622.77126737 
 07/08  05:21:00,11064701.57672619,237999.38687328517,3203184.3953332775,47779559.39967072,47459519.87667072,65724759.47501029 
 07/08  05:22:00,11064701.57672619,237943.03901056878,3203184.3953332775,47782502.61315267,47462463.090152666,65727711.94890734 
 07/08  05:23:00,11064701.57672619,237500.8090184138,3203184.3953332775,47785023.720795184,47464984.19779518,65729856.49338504 
 07/08  05:24:00,11064701.57672619,237083.7325697715,3203184.3953332775,47786352.07944997,47466312.55644997,65730833.442243025 
 07/08  05:25:00,11064701.57672619,236995.89800008803,3203184.3953332775,47785541.949073546,47465502.426073544,65730001.196771316 
 07/08  05:26:00,11064701.57672619,236556.72700349486,3203184.3953332775,47781698.46471386,47461658.941713855,65725784.28149914 
 07/08  05:27:00,11064701.57672619,236274.4805626132,3203184.3953332775,47775788.36043945,47455748.83743945,65719657.7519849 
 07/08  05:28:00,11064701.57672619,236072.4843816971,3203184.3953332775,47770351.16911935,47450311.64611935,65714084.38803283 
 07/08  05:29:00,11064701.57672619,235842.79515145422,3203184.3953332775,47767068.98871319,47447029.46571319,65710638.35957338 
 07/08  05:30:00,11064701.57672619,235466.137358323,3203184.3953332775,47766103.40309079,47446063.880090795,65709362.06014889 
 07/08  05:31:00,11064701.57672619,235201.59401589847,3203184.3953332775,47766933.64021925,47446894.11721925,65709993.65578916 
 07/08  05:32:00,11064701.57672619,234858.50649345384,3203184.3953332775,47768081.156170346,47448041.633170344,65710864.04576562 
 07/08  05:33:00,11064701.57672619,234508.55201343555,3203184.3953332775,47769756.86433297,47449717.341332965,65712255.78487933 
 07/08  05:34:00,11064701.57672619,234217.1027645677,3203184.3953332775,47774989.48555088,47454949.962550886,65717263.04644644 
 07/08  05:35:00,11064701.57672619,233829.05262682028,3203184.3953332775,47783026.24377897,47462986.720778964,65724977.79943736 
 07/08  05:36:00,11064701.57672619,233464.60245714677,3203184.3953332775,47789813.59634226,47469774.07334226,65731466.81749389 
 07/08  05:37:00,11064701.57672619,233283.6111807327,3203184.3953332775,47792560.66523825,47472521.142238244,65734099.03129962 
 07/08  05:38:00,11064701.57672619,232916.03735983907,3203184.3953332775,47791743.33292377,47471703.80992377,65732980.322459064 
 07/08  05:39:00,11064701.57672619,232401.87394993872,3203184.3953332775,47789214.13964788,47469174.616647884,65730003.193865485 
 07/08  05:40:00,11064701.57672619,232211.7409526944,3203184.3953332775,47786571.31102361,47466531.788023606,65727236.510500625 
 07/08  05:41:00,11064701.57672619,231859.24330104905,3203184.3953332775,47783961.36516765,47463921.842167646,65724340.33596667 
 07/08  05:42:00,11064701.57672619,231464.91356400494,3203184.3953332775,47781382.810173295,47461343.2871733,65721433.80993039 
 07/08  05:43:00,11064701.57672619,231290.63236312763,3203184.3953332775,47778467.70321161,47458428.18021161,65718410.772004366 
 07/08  05:44:00,11064701.57672619,230806.43157497642,3203184.3953332775,47775603.34969909,47455563.826699086,65715128.60212046 
 07/08  05:45:00,11064701.57672619,230588.0970546576,3203184.3953332775,47772526.55869156,47452487.03569156,65711899.94381848 
 07/08  05:46:00,11064701.57672619,230204.76823346814,3203184.3953332775,47769868.836044386,47449829.313044384,65708925.35900542 
 07/08  05:47:00,11064701.57672619,229751.22784561687,3203184.3953332775,47767916.00889748,47447876.48589748,65706585.483267136 
 07/08  05:48:00,11064701.57672619,229616.91412573395,3203184.3953332775,47766628.97283805,47446589.44983805,65705230.68784208 
 07/08  05:49:00,11064701.57672619,229192.34232499055,3203184.3953332775,47766619.93195506,47446580.40895506,65704863.668258995 
 07/08  05:50:00,11064701.57672619,228786.16183859506,3203184.3953332775,47767059.86554278,47447020.342542775,65704964.030543745 
 07/08  05:51:00,11064701.57672619,228486.9721650818,3203184.3953332775,47767589.46737357,47447549.94437357,65705261.065392114 
 07/08  05:52:00,11064701.57672619,228132.5390014426,3203184.3953332775,47768410.69581848,47448371.172818474,65705794.53492747 
 07/08  05:53:00,11064701.57672619,227832.1513968516,3203184.3953332775,47770589.09782577,47450549.57482578,65707739.33287792 
 07/08  05:54:00,11064701.57672619,227543.95229078078,3203184.3953332775,47774388.10762417,47454348.58462417,65711316.87827519 
 07/08  05:55:00,11064701.57672619,227056.23688410388,3203184.3953332775,47779004.33167248,47458964.80867248,65715512.16866519 
 07/08  05:56:00,11064701.57672619,226776.22132603725,3203184.3953332775,47783787.98199741,47463748.45899741,65720082.63003174 
 07/08  05:57:00,11064701.57672619,226509.34771515738,3203184.3953332775,47787350.447664656,47467310.924664654,65723445.115665436 
 07/08  05:58:00,11064701.57672619,226299.0343506308,3203184.3953332775,47790683.90028849,47470644.37728849,65726635.15961163 
 07/08  05:59:00,11064701.57672619,225819.20352351243,3203184.3953332775,47793445.93118394,47473406.40818394,65728984.2780469 
 07/08  06:00:00,11064701.57672619,225430.7654060764,3203184.3953332775,47795609.56438832,47475570.041388325,65730826.47678025 
 07/08  06:01:00,11064701.57672619,217988.87038487193,3203184.3953332775,47797144.63977361,47477105.116773605,65725013.52541938 
 07/08  06:02:00,11064701.57672619,209856.620023825,3203184.3953332775,47798706.50865815,47478666.985658154,65718537.18427649 
 07/08  06:03:00,11064701.57672619,206667.71587150393,3203184.3953332775,47802366.29887618,47482326.77587618,65719102.2685257 
 07/08  06:04:00,11064701.57672619,205292.3861032026,3203184.3953332775,47809512.18845863,47489472.66545863,65724967.18727865 
 07/08  06:05:00,11064701.57672619,204372.43894706247,3203184.3953332775,47819805.95822346,47499766.43522346,65734435.509721115 
 07/08  06:06:00,11064701.57672619,204006.0200283731,3203184.3953332775,47834061.75989753,47514022.23689753,65748419.51476932 
 07/08  06:07:00,11064701.57672619,203453.8145489551,3203184.3953332775,47853304.82317135,47533265.30017135,65767205.19430559 
 07/08  06:08:00,11064701.57672619,203248.40416114833,3203184.3953332775,47877858.54833607,47557819.025336064,65791648.42689488 
 07/08  06:09:00,11064701.57672619,202851.75212814435,3203184.3953332775,47906014.48041385,47585974.95741385,65819502.81003758 
 07/08  06:10:00,11064701.57672619,202276.94647624868,3203184.3953332775,47935760.00865879,47615720.48565879,65848768.75963928 
 07/08  06:11:00,11064701.57672619,202056.9367110467,3203184.3953332775,47964165.328860566,47644125.805860564,65877049.493485555 
 07/08  06:12:00,11064701.57672619,201813.36881203193,3203184.3953332775,47988219.08639859,47668179.56339859,65900955.21911678 
 07/08  06:13:00,11064701.57672619,201286.85481365432,3203184.3953332775,48006574.58325671,47686535.060256705,65918879.89265476 
 07/08  06:14:00,11064701.57672619,201018.93000393864,3203184.3953332775,48020846.763704926,47700807.240704924,65932980.03567045 
 07/08  06:15:00,11064701.57672619,200749.339100824,3203184.3953332775,48033119.75341201,47713080.23041201,65945079.44621941 
 07/08  06:16:00,11064701.57672619,200263.93414808213,3203184.3953332775,48042872.74456788,47722833.22156788,65954443.17263431 
 07/08  06:17:00,11064701.57672619,199905.07299859956,3203184.3953332775,48051051.14806631,47731011.62506631,65962358.99771329 
 07/08  06:18:00,11064701.57672619,199580.36474133507,3203184.3953332775,48061116.90296991,47741077.37996991,65972196.55678756 
 07/08  06:19:00,11064701.57672619,199216.4325390154,3203184.3953332775,48073601.33556752,47753561.81256752,65984413.65954006 
 07/08  06:20:00,11064701.57672619,198955.07380134318,3203184.3953332775,48087352.42198855,47767312.898988545,65998000.16188986 
 07/08  06:21:00,11064701.57672619,198586.5005501436,3203184.3953332775,48103964.35576252,47783924.83276252,66014340.4616699 
 07/08  06:22:00,11064701.57672619,198175.8835052621,3203184.3953332775,48123859.19979628,47803819.67679628,66033921.76993945 
 07/08  06:23:00,11064701.57672619,197862.45671082594,3203184.3953332775,48147893.63767934,47827854.11467934,66057739.989592284 
 07/08  06:24:00,11064701.57672619,197483.00959678533,3203184.3953332775,48177261.874528944,47857222.35152894,66086826.2099121 
 07/08  06:25:00,11064701.57672619,197213.89779668383,3203184.3953332775,48211860.62174529,47891821.098745294,66121253.38844328 
 07/08  06:26:00,11064701.57672619,196771.34454408888,3203184.3953332775,48248575.19317539,47928535.67017539,66157623.10746276 
 07/08  06:27:00,11064701.57672619,196428.0004384339,3203184.3953332775,48287597.390060574,47967557.86706057,66196399.79779278 
 07/08  06:28:00,11064701.57672619,196083.8218354262,3203184.3953332775,48334226.4148741,48014186.8918741,66242782.692587174 
 07/08  06:29:00,11064701.57672619,195799.6915408468,3203184.3953332775,48389983.54733657,48069944.02433657,66298353.879681826 
 07/08  06:30:00,11064701.57672619,195475.32011051377,3203184.3953332775,48454473.87938945,48134434.35638945,66362618.138645194 
 07/08  06:31:00,11064701.57672619,195013.69853795864,3203184.3953332775,48518905.78737461,48198866.264374614,66426686.951862976 
 07/08  06:32:00,11064701.57672619,194655.607481914,3203184.3953332775,48578991.38120228,48258951.85820228,66486513.11023828 
 07/08  06:33:00,11064701.57672619,194200.89071227825,3203184.3953332775,48643987.20844981,48323947.68544981,66551153.01469937 
 07/08  06:34:00,11064701.57672619,193837.51504504937,3203184.3953332775,48680779.0584998,48360739.535499796,66587680.448900625 
 07/08  06:35:00,11064701.57672619,193412.0013020044,3203184.3953332775,48702164.7716861,48382125.2486861,66608739.80044829 
 07/08  06:36:00,11064701.57672619,192932.94931572617,3203184.3953332775,48712423.29381374,48392383.77081374,66618618.539475836 
 07/08  06:37:00,11064701.57672619,192459.7359573009,3203184.3953332775,48715910.491536304,48395870.96853631,66621731.97597781 
 07/08  06:38:00,11064701.57672619,192079.38488593767,3203184.3953332775,48718094.04187389,48398054.518873885,66623634.80473838 
 07/08  06:39:00,11064701.57672619,191708.87652832057,3203184.3953332775,48724170.645797014,48404131.12279702,66629440.66480369 
 07/08  06:40:00,11064701.57672619,191236.12431299017,3203184.3953332775,48739966.03793127,48419926.51493127,66644863.2144656 
 07/08  06:41:00,11064701.57672619,190731.39102036948,3203184.3953332775,48766062.884759784,48446023.36175978,66670555.46067798 
 07/08  06:42:00,11064701.57672619,190401.02039769103,3203184.3953332775,48805690.108839855,48485650.58583985,66709952.53200185 
 07/08  06:43:00,11064701.57672619,189929.07097074197,3203184.3953332775,48867404.385358855,48547364.86235885,66771295.29539509 
 07/08  06:44:00,11064701.57672619,189273.31540024802,3203184.3953332775,48957237.70414779,48637198.18114779,66860573.397268176 
 07/08  06:45:00,11064701.57672619,188851.7330918983,3203184.3953332775,49070269.81418794,48750230.291187935,66973284.69906802 
 07/08  06:46:00,11064701.57672619,188447.8111413922,3203184.3953332775,49201189.778104424,48881150.25510443,67103901.647734925 
 07/08  06:47:00,11064701.57672619,187958.50461102443,3203184.3953332775,49348289.559512004,49028250.036512,67250613.1580053 
 07/08  06:48:00,11064701.57672619,187575.9541393629,3203184.3953332775,49513470.677562766,49193431.154562764,67415512.9737772 
 07/08  06:49:00,11064701.57672619,187051.7510758827,3203184.3953332775,49687279.02331869,49367239.5003187,67588898.53246239 
 07/08  06:50:00,11064701.57672619,186654.30414139794,3203184.3953332775,49847295.997595266,49527256.47459526,67748619.60300416 
 07/08  06:51:00,11064701.57672619,186264.64734348448,3203184.3953332775,50008277.451980636,49688237.92898063,67909313.11148009 
 07/08  06:52:00,11064701.57672619,185678.79740898623,3203184.3953332775,50192548.571549855,49872509.04854985,68093100.30775157 
 07/08  06:53:00,11064701.57672619,185315.81731462746,3203184.3953332775,50382192.093618445,50062152.57061844,68282482.88096827 
 07/08  06:54:00,11064701.57672619,184735.50068976684,3203184.3953332775,50563522.08193519,50243482.55893519,68463334.7523629 
 07/08  06:55:00,11064701.57672619,184367.7963857248,3203184.3953332775,50724062.6904158,50404023.1674158,68623610.09469791 
 07/08  06:56:00,11064701.57672619,184014.51164453846,3203184.3953332775,50871748.572911814,50551709.04991181,68771045.22695926 
 07/08  06:57:00,11064701.57672619,183444.99854699435,3203184.3953332775,51010493.032869376,50690453.509869374,68909322.8858777 
 07/08  06:58:00,11064701.57672619,182969.5565914691,3203184.3953332775,51133299.49301727,50813259.97001727,69031756.8217174 
 07/08  06:59:00,11064701.57672619,182526.0117004551,3203184.3953332775,51229923.527420536,50909884.004420534,69128040.33907391 
 07/08  07:00:00,11064701.57672619,182089.4520793087,3203184.3953332775,51281089.486987315,50961049.96398731,69178872.97055018 
 07/08  07:01:00,11064701.57672619,160786.49523025219,3203184.3953332775,51916686.37303365,50956567.804033644,69793336.65198682 
 07/08  07:02:00,11064701.57672619,136901.36528000992,3209026.1009560293,51858130.64543983,50898012.07643984,69716907.56136583 
 07/08  07:03:00,11064701.57672619,126765.76225900919,3207233.5026206947,51777944.05970442,50817825.49070442,69624963.2132626 
 07/08  07:04:00,11064701.57672619,122401.86246510384,3207357.478998854,51703277.88649173,50743159.31749174,69546227.87642586 
 07/08  07:05:00,11064701.57672619,120068.10134359072,3207345.2601913754,51641816.33968149,50681697.7706815,69482591.51414353 
 07/08  07:06:00,11064701.57672619,118324.71447557048,3207308.0985036343,51596155.05069637,50636036.48169638,69435321.12135735 
 07/08  07:07:00,11064701.57672619,117128.94843005092,3207325.3599982997,51578983.09736818,50618864.528368175,69417142.57400844 
 07/08  07:08:00,11064701.57672619,115827.44446086799,3207458.9380355976,51656317.17182404,50696198.60282403,69493480.88135204 
 07/08  07:09:00,11064701.57672619,114702.57592214058,3207736.2912649694,51810820.03035428,50850701.461354285,69647308.82037836 
 07/08  07:10:00,11064701.57672619,113693.91661886589,3213688.4317350774,52320432.4581376,51360313.889137596,70162037.6440977 
 07/08  07:11:00,11064701.57672619,112452.15336887406,3212700.163589916,52749925.9189779,51789807.34997791,70589474.34131937 
 07/08  07:12:00,11064701.57672619,111403.53785784429,3215192.84446122,53177702.07715398,52217583.508153975,71018868.20000874 
 07/08  07:13:00,11064701.57672619,110345.9736603129,3216209.0903877374,53539319.86573309,52579201.296733096,71380618.68725625 
 07/08  07:14:00,11064701.57672619,109261.51924054303,3213776.8995087906,53606342.61100437,52646224.04200438,71444299.14152232 
 07/08  07:15:00,11064701.57672619,108143.42730923617,3218532.017412537,53869997.9424163,52909879.3734163,71711766.20737447 
 07/08  07:16:00,11064701.57672619,107134.0144130116,3234235.1087439624,54402487.703858346,53442369.13485834,72259124.75836429 
 07/08  07:17:00,11064701.57672619,106052.643863359,3233674.6641370244,54815018.50763266,53854899.93863265,72670189.15814878 
 07/08  07:18:00,11064701.57672619,105050.8062558271,3220308.490291625,54521149.382471815,53561030.813471824,72362127.86483568 
 07/08  07:19:00,11064701.57672619,103975.54014303244,3217156.3991584387,54085526.22443437,53125407.65543436,71922453.51890466 
 07/08  07:20:00,11064701.57672619,102899.45222073092,3214354.7541708066,53683008.7262781,52722890.157278106,71516234.84679392 
 07/08  07:21:00,11064701.57672619,101791.05259369672,3218540.8076606914,53482547.986281775,52522429.41728177,71319028.68967752 
 07/08  07:22:00,11064701.57672619,100859.51362949681,3219922.7625850667,53507145.12700446,52547026.558004454,71344253.49519219 
 07/08  07:23:00,11064701.57672619,99819.02994624426,3220733.3641878045,53277236.22403034,52317117.65503033,71114292.38738279 
 07/08  07:24:00,11064701.57672619,98822.24160614282,3220277.3678518804,53135127.9974792,52175009.42847921,70970909.35997632 
 07/08  07:25:00,11064701.57672619,97807.65656088464,3212713.311992548,52856736.77812258,51896618.209122576,70684117.92658557 
 07/08  07:26:00,11064701.57672619,96746.09589264354,3213238.724716212,52608977.2294965,51648858.660496496,70436000.97376768 
 07/08  07:27:00,11064701.57672619,95811.16680406465,3215700.785255551,52436469.88361728,51476351.314617276,70265199.90732174 
 07/08  07:28:00,11064701.57672619,94764.3891100532,3215263.5797283137,52285438.12309711,51325319.554097116,70112863.61931345 
 07/08  07:29:00,11064701.57672619,93714.0093435172,3215931.2482548044,52153985.75957756,51193867.19057757,69981208.4725871 
 07/08  07:30:00,11064701.57672619,92764.6122691276,3215972.7067683954,52035189.91669346,51075071.34769345,69861684.9841578 
