V1 CEABaseline,V1 CEASmoothing
0.985747986586657,0.9856051861191608
0.9857496889981818,0.9856068875362203
0.9857496964822972,0.985606883023938
0.9857497005032524,0.9856068943246615
0.9857497289698532,0.9856069205265962
0.9857497630460714,0.985606944217555
0.9857497949089876,0.9856069780754505
0.9857498347822584,0.9856070188951604
0.9857498789185092,0.98560706210089
0.98574992343392,0.985607098475612
0.9857499666356904,0.9856071455418508
0.9857500126938274,0.9856071847429453
0.9857500588741348,0.98560722599123
0.985750107987175,0.9856072785041018
0.9857501591402104,0.9856073232950681
0.9857502158067998,0.9856073720392242
0.9857497720381916,0.9856074260729097
0.9857493214152928,0.9856074766586932
0.98574959528345,0.985607533595834
0.9857495842815333,0.9856075834684526
0.9857496757333416,0.9856076368163491
0.9857493184207302,0.9856076921632848
0.9857492971586144,0.9856077445283942
0.9857492883220914,0.9856078010143684
0.9857492963178464,0.9856078549132167
0.9857493522842132,0.9856079069910153
0.9857494004470008,0.9856079611539824
0.9857494339801788,0.9856080176159591
0.985749449700468,0.9856080739173398
0.9857494647952106,0.9856081346441007
0.9857494896263936,0.9856082028443359
0.9857495203215284,0.9856082711939042
0.9857495541745628,0.9856083165153696
0.9857495861427362,0.9856083699916517
0.9857496104314556,0.9856084186418058
0.9857496407288168,0.9856084635793873
0.9857496619390717,0.9856085072884413
0.98574969304185,0.9856085756927266
0.9857497269119844,0.9856086374290021
0.9857497542556364,0.9856087061497717
0.9857497792323696,0.985608776466584
0.9857498107107964,0.9856088407521606
0.9857498380211072,0.9856089195894654
0.9857498645145388,0.9856090019584224
0.985749893249004,0.9856090695081994
0.9857499219328508,0.9856091393014244
0.9857499572477564,0.9856092007281322
0.98574998146873,0.9856092565138947
0.985750013698348,0.9856093163573935
0.9857500438099204,0.9856093656730865
0.9857500746045134,0.985609412394551
0.9857501029096842,0.9856094567854597
0.985750133892317,0.9856095021191883
0.9857501657558272,0.9856095494253049
0.985750192027088,0.9856095971622035
0.9857502309232982,0.9856096426753621
0.9857502587061152,0.9856096827788406
0.9857502906778928,0.9856097304258776
0.9857503237025392,0.9856097767595932
0.9857503538871202,0.9856098179830863
0.9857503772536323,0.9856098570073695
0.9857503813254456,0.9856098699089535
0.985750387509576,0.985609871803823
0.9857503984708696,0.9856098738099022
0.9857504014760212,0.9856098741527076
0.9857504071632508,0.9856098698979683
0.985750403793374,0.9856098636991388
0.9857503996438616,0.985609861166375
0.9857503971703876,0.9856098603253969
0.9857503982389983,0.9856098488615282
0.9857504003470858,0.9856098419770545
0.9857503934698796,0.9856098389377641
0.9857503931189084,0.9856098331019142
0.985750384874562,0.9856098273242085
0.9857503799854972,0.9856098242420204
0.9857503820004396,0.9856098168804377
0.9857503762235073,0.985609810835481
0.9857503712273932,0.9856098063279132
0.985750364008443,0.9856097980548912
0.9857503611406176,0.9856097926609471
0.985750356867944,0.9856097885595354
0.9857503494978784,0.9856097784610444
0.9857503462852352,0.9856097692969896
0.9857503450794052,0.9856097668049442
0.9857503369346076,0.9856097581538397
0.9857503311916844,0.9856097493981483
0.985750323854864,0.9856097422498542
0.9857503245030343,0.985609731358987
0.985750316070899,0.9856097255582523
0.9857503109014946,0.9856097138026915
0.9857503068660368,0.9856097052898763
0.9857502944689414,0.985609699615081
0.9857502946838618,0.9856096868726854
0.9857502842675552,0.9856096782954319
0.9857502810315286,0.9856096693629864
0.985750277918255,0.9856096594306
0.9857502663628048,0.9856096529606734
0.9857502593096662,0.9856096391533037
0.985750254311318,0.9856096269577701
0.9857502508076842,0.9856096192511558
0.9857502426880234,0.985609609232056
0.9857502325203974,0.9856095983144882
0.985750231969638,0.9856095864993202
0.9857502215671956,0.9856095766642378
0.9857502159709596,0.9856095673857083
0.9857502066735406,0.9856095531140291
0.9857502005709318,0.9856095419981535
0.9857501956447782,0.985609535371746
0.9857501850423556,0.9856095273697125
0.9857501752687644,0.9856095160318182
0.9857501714185726,0.9856095120946735
0.9857501640178828,0.9856095059112707
0.9857501566112524,0.985609502856686
0.9857501483859518,0.9856094972755148
0.9857501414186856,0.9856094867756017
0.9857501332425952,0.9856094854822224
0.9857501238589064,0.9856094771329749
0.9857501148434143,0.9856094717523248
0.9857501067131804,0.9856094510790225
0.9857501028981508,0.9856094282039164
0.9857500947827196,0.9856094079249649
0.9857500809617684,0.9856093922631338
0.9857500646375404,0.9856093805276426
0.985750052735541,0.985609366373178
0.9857500359816076,0.9856093582443234
0.9857500249488674,0.9856093512810948
0.9857500144950574,0.9856093430663295
0.9857500045466452,0.9856093403082231
0.985749995553564,0.9856093358988391
0.985749981994308,0.9856093262512676
0.98574996348198,0.9856093248209369
0.9857499550906832,0.9856093216386637
