Time,NGA VAV:DesPer 1:Des Heat Mass Flow [kg/s],NGA VAV:DesPer 1:Des Heat Cap [W],NGA VAV:DesPer 1:Des Cool Mass Flow [kg/s],NGA VAV:DesPer 1:Des Sens Cool Cap [W],NGA VAV:DesPer 1:Des Tot Cool Cap [W],NGA VAV:DesPer 2:Des Heat Mass Flow [kg/s],NGA VAV:DesPer 2:Des Heat Cap [W],NGA VAV:DesPer 2:Des Cool Mass Flow [kg/s],NGA VAV:DesPer 2:Des Sens Cool Cap [W],NGA VAV:DesPer 2:Des Tot Cool Cap [W],GA1F VAV:DesPer 1:Des Heat Mass Flow [kg/s],GA1F VAV:DesPer 1:Des Heat Cap [W],GA1F VAV:DesPer 1:Des Cool Mass Flow [kg/s],GA1F VAV:DesPer 1:Des Sens Cool Cap [W],GA1F VAV:DesPer 1:Des Tot Cool Cap [W],GA1F VAV:DesPer 2:Des Heat Mass Flow [kg/s],GA1F VAV:DesPer 2:Des Heat Cap [W],GA1F VAV:DesPer 2:Des Cool Mass Flow [kg/s],GA1F VAV:DesPer 2:Des Sens Cool Cap [W],GA1F VAV:DesPer 2:Des Tot Cool Cap [W],GA2F VAV:DesPer 1:Des Heat Mass Flow [kg/s],GA2F VAV:DesPer 1:Des Heat Cap [W],GA2F VAV:DesPer 1:Des Cool Mass Flow [kg/s],GA2F VAV:DesPer 1:Des Sens Cool Cap [W],GA2F VAV:DesPer 1:Des Tot Cool Cap [W],GA2F VAV:DesPer 2:Des Heat Mass Flow [kg/s],GA2F VAV:DesPer 2:Des Heat Cap [W],GA2F VAV:DesPer 2:Des Cool Mass Flow [kg/s],GA2F VAV:DesPer 2:Des Sens Cool Cap [W],GA2F VAV:DesPer 2:Des Tot Cool Cap [W],GA3F VAV:DesPer 1:Des Heat Mass Flow [kg/s],GA3F VAV:DesPer 1:Des Heat Cap [W],GA3F VAV:DesPer 1:Des Cool Mass Flow [kg/s],GA3F VAV:DesPer 1:Des Sens Cool Cap [W],GA3F VAV:DesPer 1:Des Tot Cool Cap [W],GA3F VAV:DesPer 2:Des Heat Mass Flow [kg/s],GA3F VAV:DesPer 2:Des Heat Cap [W],GA3F VAV:DesPer 2:Des Cool Mass Flow [kg/s],GA3F VAV:DesPer 2:Des Sens Cool Cap [W],GA3F VAV:DesPer 2:Des Tot Cool Cap [W]
01:00:00,6.471775E-01,1.980894E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,3.217923E+03,5.270514E-01,5.952840E+02,6.134023E+03,1.200181E-02,4.510485E+02,3.239450E+01,2.338479E+05,2.448520E+05,1.200181E-02,7.327728E+01,3.109577E+01,2.248021E+05,2.379865E+05,1.199022E-02,4.506130E+02,4.230981E+01,3.055824E+05,3.167854E+05,1.199022E-02,7.320655E+01,4.087506E+01,2.955423E+05,3.098849E+05,1.199022E-02,4.506130E+02,4.533416E+01,3.275559E+05,3.308731E+05,1.199022E-02,7.320655E+01,4.496619E+01,3.250865E+05,3.430934E+05
02:00:00,6.469798E-01,1.980907E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,3.539927E+03,5.270514E-01,2.732799E+02,5.165169E+03,1.200181E-02,4.510485E+02,3.295366E+01,2.378878E+05,2.489961E+05,1.200181E-02,8.060984E+01,3.228647E+01,2.334039E+05,2.467839E+05,1.199022E-02,4.506130E+02,4.354258E+01,3.144946E+05,3.258820E+05,1.199022E-02,8.053202E+01,4.247539E+01,3.071057E+05,3.215824E+05,1.199022E-02,4.506130E+02,4.645310E+01,3.356526E+05,3.390803E+05,1.199022E-02,8.053202E+01,4.778626E+01,3.454682E+05,3.638801E+05
03:00:00,6.468371E-01,1.980917E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,3.781431E+03,5.270514E-01,3.177673E+01,4.453933E+03,1.200181E-02,4.510485E+02,3.343166E+01,2.413404E+05,2.525264E+05,1.200181E-02,8.610925E+01,3.739185E+01,2.703129E+05,2.854740E+05,1.199022E-02,4.506130E+02,4.465181E+01,3.225133E+05,3.340548E+05,1.199022E-02,8.602612E+01,4.800235E+01,3.470667E+05,3.629703E+05,1.199022E-02,4.506130E+02,4.743941E+01,3.427896E+05,3.463167E+05,1.199022E-02,8.602612E+01,5.353834E+01,3.870519E+05,4.068213E+05
04:00:00,6.467398E-01,1.980924E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,4.022934E+03,5.270514E-01,0.000000E+00,3.755540E+03,1.200181E-02,4.510485E+02,3.384741E+01,2.443432E+05,2.555953E+05,1.200181E-02,9.160866E+01,3.859237E+01,2.789849E+05,2.943627E+05,1.199022E-02,4.506130E+02,4.564682E+01,3.297064E+05,3.413859E+05,1.199022E-02,9.152023E+01,4.985964E+01,3.604887E+05,3.766191E+05,1.199022E-02,4.506130E+02,4.831644E+01,3.491359E+05,3.527515E+05,1.199022E-02,9.152023E+01,5.638801E+01,4.076479E+05,4.277374E+05
05:00:00,6.466538E-01,1.980929E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,4.183936E+03,5.270514E-01,0.000000E+00,3.296921E+03,1.200181E-02,4.510485E+02,3.421169E+01,2.469742E+05,2.582835E+05,1.200181E-02,9.527494E+01,3.947340E+01,2.853501E+05,3.008551E+05,1.199022E-02,4.506130E+02,4.653576E+01,3.361327E+05,3.479353E+05,1.199022E-02,9.518297E+01,5.139733E+01,3.716024E+05,3.878992E+05,1.199022E-02,4.506130E+02,4.909384E+01,3.547613E+05,3.584553E+05,1.199022E-02,9.518297E+01,5.812190E+01,4.201806E+05,4.402726E+05
06:00:00,6.465731E-01,1.980935E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,4.022934E+03,5.272278E-01,0.000000E+00,3.758822E+03,1.200181E-02,4.510485E+02,3.453238E+01,2.492901E+05,2.606493E+05,1.200181E-02,9.160866E+01,4.003976E+01,2.894478E+05,3.050601E+05,1.199022E-02,4.506130E+02,4.732749E+01,3.418562E+05,3.537682E+05,1.199022E-02,9.152023E+01,5.262934E+01,3.805137E+05,3.970017E+05,1.199022E-02,4.506130E+02,4.978188E+01,3.597400E+05,3.635035E+05,1.199022E-02,9.152023E+01,5.913577E+01,4.275161E+05,4.477447E+05
07:00:00,6.465345E-01,1.980940E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,3.459426E+03,5.319242E-01,4.055713E+02,5.500382E+03,1.200181E-02,4.510485E+02,3.481519E+01,2.513323E+05,2.627351E+05,1.200181E-02,7.877670E+01,4.053851E+01,2.930706E+05,3.090222E+05,1.199022E-02,4.506130E+02,4.803070E+01,3.469395E+05,3.589484E+05,1.199022E-02,7.870065E+01,5.375902E+01,3.886987E+05,4.056195E+05,1.199022E-02,4.506130E+02,5.038987E+01,3.641395E+05,3.679645E+05,1.199022E-02,7.870065E+01,6.013508E+01,4.347611E+05,4.561450E+05
08:00:00,6.464943E-01,1.980941E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,2.090909E+03,5.381840E-01,1.841423E+03,7.886350E+03,1.200181E-02,4.510485E+02,3.076686E+01,2.220528E+05,2.320643E+05,1.200181E-02,4.761335E+01,4.098181E+01,2.963126E+05,3.125541E+05,1.199022E-02,4.506130E+02,4.435647E+01,3.203631E+05,3.313700E+05,1.199022E-02,4.756739E+01,5.478449E+01,3.961507E+05,4.134762E+05,1.199022E-02,4.506130E+02,4.663093E+01,3.369425E+05,3.404760E+05,1.199022E-02,4.756739E+01,6.109195E+01,4.417194E+05,4.640460E+05
09:00:00,6.466123E-01,1.980928E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,5.613889E+02,5.461624E-01,3.458284E+03,9.631327E+03,1.200181E-02,4.510485E+02,3.022227E+01,2.181183E+05,2.315019E+05,1.200181E-02,1.278373E+01,4.138711E+01,2.992831E+05,3.156455E+05,1.199022E-02,4.506130E+02,4.396648E+01,3.175464E+05,3.301642E+05,1.199022E-02,1.277139E+01,5.572029E+01,4.029578E+05,4.204886E+05,1.199022E-02,4.506130E+02,4.500042E+01,3.251444E+05,3.280678E+05,1.199022E-02,1.277139E+01,6.203405E+01,4.485733E+05,4.712517E+05
10:00:00,6.466614E-01,1.980917E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,5.555434E-01,4.931552E+03,1.119982E+04,1.200181E-02,4.510485E+02,2.562373E+01,1.848672E+05,2.000302E+05,1.200181E-02,0.000000E+00,4.176400E+01,3.020442E+05,3.184552E+05,1.199022E-02,4.506130E+02,3.946496E+01,2.849936E+05,2.982817E+05,1.199022E-02,0.000000E+00,5.657730E+01,4.091912E+05,4.268393E+05,1.199022E-02,4.506130E+02,4.009497E+01,2.896506E+05,2.918592E+05,1.199022E-02,0.000000E+00,6.296574E+01,4.553469E+05,4.780921E+05
