Date/Time,Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep),IndoorLivingWall:InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](TimeStep) 
 04/26  21:00:00,0.0,0.0,362150041.7811111,57607114.13999998,0.0,499233605.27264875 
 04/26  22:00:00,0.0,22317307.93286651,395486637.008299,2896158154.14,2838551040.0,3393438548.432703 
 04/26  23:00:00,0.0,19793859.232957352,388084078.23775125,2857753411.38,2838551040.0,3330040337.459406 
 04/26  24:00:00,0.0,24036316.83487376,362150041.7811111,9601185.69,0.0,460196532.9146825 
 04/27  01:00:00,0.0,37735817.356962286,362150041.7811111,9601185.69,0.0,473896033.43677104 
 04/27  02:00:00,0.0,30348034.707249872,384121647.27889705,2848152225.69,2838551040.0,3327030896.2848444 
 04/27  03:00:00,0.0,14996477.427590694,381393967.77513355,2848152225.69,2838551040.0,3308951659.501422 
 04/27  04:00:00,0.0,28274460.55629713,362150041.7811111,9601185.69,0.0,464434676.6361059 
 04/27  05:00:00,0.0,22028895.546704363,362150041.7811111,9601185.69,0.0,458189111.6265131 
 04/27  06:00:00,122628516.33506957,15426612.406169696,362150041.78111124,19202371.38,0.0,610174600.653403 
 04/27  07:00:00,613142581.6753479,9918122.328529155,362150041.78111124,19202371.38,0.0,1200875800.244151 
 04/27  08:00:00,613142581.6753479,10146137.84726663,433924690.8901365,2896158154.14,2838551040.0,4150053303.887722 
 04/27  09:00:00,613466272.2044177,0.0,384206784.1526926,3011372382.42,2838551040.0,4276926161.102144 
 04/27  10:00:00,613671237.5175115,0.0,390018709.55156434,3011372382.42,2838551040.0,4282907987.4267097 
 04/27  11:00:00,674684491.6464891,0.0,394301050.3779545,3011372382.42,2838551040.0,4349891856.871016 
 04/27  12:00:00,690875128.5112507,0.0,398899307.9402084,3011372382.42,2838551040.0,4371131036.483653 
 04/27  13:00:00,793728538.6323892,0.0,402646981.3770421,3011372382.42,2838551040.0,4465507191.076019 
 04/27  14:00:00,903271609.4538107,0.0,407462395.2477141,3011372382.42,2838551040.0,4598209844.942002 
 04/27  15:00:00,971896411.8836683,0.0,411992684.79872,3011372382.42,2838551040.0,4673854254.798988 
 04/27  16:00:00,890847978.4687176,0.0,415214382.42386556,3011372382.42,2838551040.0,4593304632.129603 
 04/27  17:00:00,801098373.1895843,0.0,418064082.1783745,3011372382.42,2838551040.0,4504050149.495792 
 04/27  18:00:00,643983376.3998514,0.0,418705063.68166786,2972967639.66,2838551040.0,4289779930.8249626 
 04/27  19:00:00,613498483.6046414,0.0,362515344.29113764,96011856.90000002,0.0,1297605937.216669 
 04/27  20:00:00,613433979.880063,0.0,362449136.80375123,96011856.90000002,0.0,1299021354.174109 
 04/27  21:00:00,383287503.61786807,0.0,390079240.5447287,2896158154.14,2838551040.0,3831815053.3882327 
 04/27  22:00:00,0.0,3622329.6477666018,398754282.807527,2896158154.14,2838551040.0,3378011215.946831 
 04/27  23:00:00,0.0,17884166.95224136,404203318.4395267,2857753411.38,2838551040.0,3344249885.380466 
 04/27  24:00:00,0.0,19433938.506472643,405397420.4081733,2848152225.69,2838551040.0,3337392573.213343 
 04/28  01:00:00,0.0,24421773.477576748,406299074.27480584,2848152225.69,2838551040.0,3328214601.30824 
 04/28  02:00:00,0.0,23382968.414627023,407539144.9280633,2848152225.69,2838551040.0,3328415866.898548 
 04/28  03:00:00,0.0,29376728.76418557,409003844.1008208,2848152225.69,2838551040.0,3335874326.4208636 
 04/28  04:00:00,0.0,22914405.449705414,410537464.0845316,2848152225.69,2838551040.0,3330945623.090095 
 04/28  05:00:00,0.0,39911987.62723402,411618435.98318595,2848152225.69,2838551040.0,3348914293.599457 
 04/28  06:00:00,0.0,3113331.5964976624,412447587.41108,2848152225.69,2838551040.0,3312964883.047885 
 04/28  07:00:00,0.0,0.0,415083192.224193,2857753411.38,2838551040.0,3337245592.21289 
 04/28  08:00:00,306571290.83767396,0.0,417030333.5639088,2857753411.38,2838551040.0,3712037231.0366917 
 04/28  09:00:00,153285645.41883698,0.0,422176458.47025716,2934562896.9,2838551040.0,3622685505.7591796 
 04/28  10:00:00,613142581.6753479,0.0,423831996.58475107,2934562896.9,2838551040.0,4183902864.7250986 
 04/28  11:00:00,613213842.1644467,0.0,425178423.28507566,2934562896.9,2838551040.0,4185709005.183518 
 04/28  12:00:00,613279600.3045477,0.0,363010701.32140064,96011856.90000002,0.0,1285088436.8551707 
 04/28  13:00:00,613969866.9128737,0.0,404553228.31061536,2934562896.9,2838551040.0,4166519084.103215 
 04/28  14:00:00,613352336.346106,0.0,413856214.7824827,2934562896.9,2838551040.0,4175063507.437633 
 04/28  15:00:00,613142581.6753478,0.0,362150041.78111124,28803557.06999999,0.0,1194976117.133946 
 04/28  16:00:00,613142581.6753478,0.0,399623116.8285314,2867354597.0699997,2838551040.0,4070612940.042856 
 04/28  17:00:00,613142581.6753479,0.0,362150041.7811111,28803557.06999999,0.0,1194479005.0093546 
 04/28  18:00:00,0.0,7527766.012831096,362150041.7811111,9601185.69,0.0,428620521.34979993 
 04/28  19:00:00,0.0,23847126.78351034,362150041.7811111,9601185.69,0.0,444939882.12047917 
 04/28  20:00:00,0.0,21911581.54005181,362150041.78111124,9601185.69,0.0,443004336.87702066 
 04/28  21:00:00,0.0,31374293.732380707,362150041.78111124,9601185.69,0.0,452467049.0693495 
 04/28  22:00:00,0.0,21447980.350027226,362150041.78111124,9601185.69,0.0,442540735.68699604 
 04/28  23:00:00,0.0,24889188.405355692,429460654.02072096,2848152225.69,2838551040.0,3351843595.9819345 
 04/28  24:00:00,0.0,24025116.361522935,382697460.10857904,2848152225.69,2838551040.0,3304216330.02596 
 04/29  01:00:00,0.0,22943600.17705201,383220494.6303336,2848152225.69,2838551040.0,3303657848.363243 
 04/29  02:00:00,0.0,22488723.449553885,385737831.04013336,2848152225.69,2838551040.0,3305720308.045545 
 04/29  03:00:00,0.0,33686543.35264801,389059844.0238198,2848152225.69,2838551040.0,3320229600.63352 
 04/29  04:00:00,0.0,27390108.78028379,391846382.0566189,2848152225.69,2838551040.0,3316715457.168147 
 04/29  05:00:00,0.0,27435268.062004887,394938384.14197403,2848152225.69,2838551040.0,3319844510.0913334 
 04/29  06:00:00,0.0,29976076.190793674,397219434.23093563,2848152225.69,2838551040.0,3324646412.7564707 
 04/29  07:00:00,0.0,22355505.04212563,400181941.6555413,2848152225.69,2838551040.0,3320021353.2205214 
 04/29  08:00:00,0.0,9944338.423849892,402847195.0000005,2848152225.69,2838551040.0,3310285286.9797077 
 04/29  09:00:00,0.0,20849419.306758188,405251057.06200296,2848152225.69,2838551040.0,3323594229.9246187 
 04/29  10:00:00,0.0,17039369.736036677,407340269.6620008,2848152225.69,2838551040.0,3321873392.953895 
 04/29  11:00:00,0.0,22193063.424151793,409024594.5950663,2848152225.69,2838551040.0,3328711411.575076 
 04/29  12:00:00,0.0,0.0,410913322.6023025,2848152225.69,2838551040.0,3308407076.15816 
 04/29  13:00:00,0.0,0.0,412685713.8460977,2848152225.69,2838551040.0,3310179467.4019556 
 04/29  14:00:00,0.0,14184020.147589255,414084678.42177856,2848152225.69,2838551040.0,3325762452.125225 
 04/29  15:00:00,0.0,25225397.56387515,362150041.7811111,9601185.69,0.0,446318152.900844 
 04/29  16:00:00,102190430.27922465,18428403.9967854,362150041.7811111,9601185.69,0.0,563828566.4937742 
 04/29  17:00:00,0.0,21445526.769491702,362150041.7811111,9601185.69,0.0,442538282.1064605 
 04/29  18:00:00,0.0,27758158.308379117,362150041.7811111,9601185.69,0.0,448850913.64534795 
 04/29  19:00:00,0.0,28628755.60441307,362150041.78111124,9601185.69,0.0,449721510.94138193 
 04/29  20:00:00,0.0,30016585.7517712,362157497.270537,9601185.69,0.0,451109473.6005261 
 04/29  21:00:00,0.0,28927256.86075041,362170136.05669445,9601185.69,0.0,450020369.34775925 
 04/29  22:00:00,0.0,29154632.708505414,362179663.65894926,9601185.69,0.0,450247914.53645474 
 04/29  23:00:00,0.0,29311221.68369433,434096388.6907042,2848152225.69,2838551040.0,3360866403.9297156 
 04/29  24:00:00,0.0,25732872.398539018,379481629.1360714,2848152225.69,2838551040.0,3302688121.412095 
 04/30  01:00:00,0.0,26900830.724378236,380116114.6898859,2848152225.69,2838551040.0,3319578159.7129617 
 04/30  02:00:00,0.0,24862872.917895094,382777140.56195986,2848152225.69,2838551040.0,3320201227.7785525 
 04/30  03:00:00,0.0,24534727.207885865,386384064.63712,2848152225.69,2838551040.0,3323480006.143703 
 04/30  04:00:00,0.0,24331682.379564356,389951535.6645951,2848152225.69,2838551040.0,3326844432.342857 
 04/30  05:00:00,0.0,24195444.51029124,393123706.67542934,2848152225.69,2838551040.0,3329880365.484418 
 04/30  06:00:00,0.0,26433635.28928884,395944865.9046862,2857753411.38,2838551040.0,3344540901.182673 
 04/30  07:00:00,0.0,20007325.829316013,399285979.3406777,2857753411.38,2838551040.0,3341455705.158691 
 04/30  08:00:00,0.0,20399383.790794767,403018284.0409348,2896158154.14,2838551040.0,3383984810.5804276 
 04/30  09:00:00,288215.5078803131,0.0,413526358.80922675,3011372382.42,2838551040.0,3564645033.5521245 
 04/30  10:00:00,204787932.14970148,0.0,416956633.3506783,3011372382.42,2838551040.0,3816496880.3415284 
 04/30  11:00:00,307065010.8806193,0.0,420140309.83934015,3011372382.42,2838551040.0,3944004683.111966 
 04/30  12:00:00,524479.8076813105,0.0,422636872.5809693,3011372382.42,2838551040.0,3573755547.3238673 
 04/30  13:00:00,474091.97334005975,0.0,424070398.15665114,3011372382.42,2838551040.0,3560121612.1567087 
 04/30  14:00:00,529555.3251962983,0.0,363052541.2666088,172821342.42,0.0,675620176.0095063 
 04/30  15:00:00,475554.5404012335,0.0,362638157.3347635,172821342.42,0.0,675205792.077661 
 04/30  16:00:00,492054.3572270393,0.0,362655092.96788424,172821342.42,0.0,675222727.7107818 
 04/30  17:00:00,485559.49789856304,0.0,362648426.5572254,172821342.42,0.0,675216061.300123 
 04/30  18:00:00,153628073.85021532,0.0,362501514.9123057,134416599.66000003,0.0,807830962.4599509 
 04/30  19:00:00,107347.54478933202,0.0,362260224.7397554,96011856.90000002,0.0,552815991.7341332 
 04/30  20:00:00,34286.97485252295,0.0,362185234.3916141,96011856.90000002,0.0,552741001.3859917 
 04/30  21:00:00,0.0,19007073.881164264,362150041.78111124,57607114.13999998,0.0,518240679.1538131 
 04/30  22:00:00,0.0,26212705.877578124,430699625.8099748,2896158154.14,2838551040.0,3432546935.179091 
 04/30  23:00:00,0.0,33394960.757023826,383760130.69961286,2857753411.38,2838551040.0,3339317491.445334 
 04/30  24:00:00,0.0,35215140.815236844,381572782.72275674,2848152225.69,2838551040.0,3329349137.836691 
 05/01  01:00:00,0.0,37858167.305193454,383554949.6908541,2848152225.69,2838551040.0,3333900450.587382 
 05/01  02:00:00,0.0,39670539.621029384,386186753.21257687,2848152225.69,2838551040.0,3338234009.534198 
 05/01  03:00:00,0.0,41857447.177619025,389272561.99322265,2848152225.69,2838551040.0,3343441441.840152 
 05/01  04:00:00,0.0,43186471.03101351,392043134.8360717,2848152225.69,2838551040.0,3347478535.774794 
 05/01  05:00:00,0.0,35848372.59665686,394867471.8975589,2848152225.69,2838551040.0,3343020877.9186645 
 05/01  06:00:00,0.0,37881520.05925669,362367044.8746987,19202371.38,0.0,483646897.7536553 
 05/01  07:00:00,0.0,9972674.670993613,396245953.8881834,2857753411.38,2838551040.0,3328334725.375321 
 05/01  08:00:00,0.0,11535836.133043133,397323142.4617001,2896158154.14,2838551040.0,3369426121.343441 
 05/01  09:00:00,219050.43463123165,0.0,408461154.49883163,3011372382.42,2838551040.0,3559579829.2417283 
 05/01  10:00:00,347591.6406956465,0.0,410563000.06941223,3011372382.42,2838551040.0,3557542529.174972 
 05/01  11:00:00,613629131.4632328,0.0,414288428.71114993,3011372382.42,2838551040.0,4306517941.664334 
 05/01  12:00:00,613713477.1139971,0.0,418169553.73668116,3011372382.42,2838551040.0,4310730359.626388 
 05/01  13:00:00,640960951.5649599,0.0,420463743.5353926,3011372382.42,2838551040.0,4326109909.283097 
 05/01  14:00:00,913240994.656609,0.0,424549903.7812988,3011372382.42,2838551040.0,4624996574.198947 
 05/01  15:00:00,623482087.1448792,0.0,363502412.6736583,172821342.42,0.0,1427827038.4202714 
 05/01  16:00:00,626318344.8936474,0.0,362965806.100336,172821342.42,0.0,1430028681.2391264 
 05/01  17:00:00,614439058.8033718,0.0,362966482.801913,172821342.42,0.0,1417535553.6523833 
 05/01  18:00:00,613789931.5332308,0.0,362814469.1728373,134416599.66000003,0.0,1363541577.3873694 
 05/01  19:00:00,613552225.4409828,0.0,362570505.632207,96011856.90000002,0.0,1294763353.0286503 
 05/01  20:00:00,613437935.9015038,0.0,362453197.3171767,96011856.90000002,0.0,1297697345.8905969 
 05/01  21:00:00,613216157.923204,0.0,362225561.42798007,57607114.13999998,0.0,1244699034.4972305 
 05/01  22:00:00,0.0,0.0,406221749.7575829,2896158154.14,2838551040.0,3381856353.24912 
 05/01  23:00:00,0.0,0.0,381960170.76532817,2857753411.38,2838551040.0,3304122570.7540255 
 05/01  24:00:00,0.0,21629309.28488789,384417292.00807923,2848152225.69,2838551040.0,3318607815.5916643 
 05/02  01:00:00,0.0,24167053.416867275,386912339.58036524,2848152225.69,2838551040.0,3323640607.29593 
 05/02  02:00:00,0.0,25420012.16942828,389902405.3583045,2848152225.69,2838551040.0,3327883631.8264303 
 05/02  03:00:00,0.0,29954073.77054298,392364697.2202487,2848152225.69,2838551040.0,3334879985.2894893 
 05/02  04:00:00,0.0,35851370.972446054,395115150.4680894,2848152225.69,2838551040.0,3343527735.739233 
 05/02  05:00:00,0.0,34380932.53663476,397467131.73198533,2848152225.69,2838551040.0,3344368250.882657 
 05/02  06:00:00,0.0,31793927.05591925,400026036.35450006,2857753411.38,2838551040.0,3353964520.493043 
 05/02  07:00:00,0.0,24257490.0611705,362150041.7811112,19202371.38,0.0,470018891.83097935 
 05/02  08:00:00,0.0,16333394.886543762,394612309.8562957,2896158154.14,2838551040.0,3371512847.491537 
 05/02  09:00:00,87808499.07636155,0.0,401911723.85276186,3011372382.42,2838551040.0,3659375003.2894683 
 05/02  10:00:00,334456.085935822,0.0,411935967.76611674,3011372382.42,2838551040.0,3563054642.5090146 
 05/02  11:00:00,153725575.14802667,0.0,414403658.7701428,3011372382.42,2838551040.0,3747568190.621755 
 05/02  12:00:00,613650090.7686558,0.0,417822586.3658468,3011372382.42,2838551040.0,4309743901.270327 
 05/02  13:00:00,613640681.2792568,0.0,419638380.1768773,3011372382.42,2838551040.0,4296549649.294553 
 05/02  14:00:00,613730299.0045257,0.0,423180826.0697727,3011372382.42,2838551040.0,4315287775.122759 
 05/02  15:00:00,613759905.4823081,0.0,362996275.01791584,172821342.42,0.0,1416536883.078875 
 05/02  16:00:00,613779157.9210582,0.0,362803432.17110664,172821342.42,0.0,1416344040.2320664 
 05/02  17:00:00,613758618.7884773,0.0,362782350.5301602,172821342.42,0.0,1416123038.359394 
 05/02  18:00:00,613613719.1904901,0.0,362633623.64084077,134416599.66000003,0.0,1362456220.7066092 
 05/02  19:00:00,192342.55163786147,0.0,362347464.7538882,96011856.90000002,0.0,552903231.7482661 
 05/02  20:00:00,93866.87444430459,0.0,362246387.9990452,96011856.90000002,0.0,552802154.993423 
 05/02  21:00:00,0.0,20198991.07996697,362150041.78111124,57607114.13999998,0.0,519432596.35261583 
 05/02  22:00:00,0.0,19651965.501461968,429152364.43141985,2896158154.14,2838551040.0,3424438933.4244194 
 05/02  23:00:00,0.0,32710314.399151266,384806126.1836859,2857753411.38,2838551040.0,3339678840.5715346 
 05/02  24:00:00,0.0,33461561.97854457,383020056.45628357,2848152225.69,2838551040.0,3329042832.7335258 
 05/03  01:00:00,0.0,35316075.606115505,384855729.455611,2848152225.69,2838551040.0,3332698824.976098 
 05/03  02:00:00,0.0,37320906.19906404,388076340.71525556,2848152225.69,2838551040.0,3337831115.483291 
 05/03  03:00:00,0.0,38417178.65009709,391014255.43849796,2848152225.69,2838551040.0,3341801411.340613 
 05/03  04:00:00,0.0,42826244.59276502,393470018.22700274,2848152225.69,2838551040.0,3348578793.5537267 
 05/03  05:00:00,0.0,39852698.85362128,396144640.5974271,2848152225.69,2838551040.0,3348262948.0514503 
 05/03  06:00:00,0.0,38816460.60780298,398849199.6500667,2857753411.38,2838551040.0,3359583293.118901 
 05/03  07:00:00,0.0,12335735.29562358,401785845.69737065,2857753411.38,2838551040.0,3336196160.3618574 
 05/03  08:00:00,0.0,9310507.78067233,405348768.1316075,2896158154.14,2838551040.0,3375226418.6609774 
 05/03  09:00:00,207563.96473105502,0.0,416216923.0703753,3011372382.42,2838551040.0,3567335597.8132725 
 05/03  10:00:00,367966.1473282004,0.0,420015401.67492586,3011372382.42,2838551040.0,3566994930.780485 
 05/03  11:00:00,613658480.6114863,0.0,423257706.341035,3011372382.42,2838551040.0,4315629026.204707 
 05/03  12:00:00,613713776.943632,0.0,425887629.6900955,3011372382.42,2838551040.0,4318163814.268088 
 05/03  13:00:00,613716554.9742256,0.0,426648219.77794296,3011372382.42,2838551040.0,4304062870.477273 
 05/03  14:00:00,659152218.8171437,0.0,430045349.09482914,3011372382.42,2838551040.0,4369050213.421507 
 05/03  15:00:00,613816347.2515576,0.0,364148972.4249379,172821342.42,0.0,1418008099.0047534 
 05/03  16:00:00,613841698.1087993,0.0,362867624.2579681,172821342.42,0.0,1416808874.9422183 
 05/03  17:00:00,613839286.7824585,0.0,362865149.24029547,172821342.42,0.0,1416796220.682465 
 05/03  18:00:00,613675872.3027505,0.0,362697418.4282412,134416599.66000003,0.0,1362926896.7790663 
 05/03  19:00:00,613430079.8803177,0.0,362445133.7917448,96011856.90000002,0.0,1297303934.2833476 
 05/03  20:00:00,181500.44160831984,0.0,362336336.26684797,96011856.90000002,0.0,552892103.2612257 
 05/03  21:00:00,122628516.33506957,0.0,362150041.78111124,57607114.13999998,0.0,648228697.8507143 
 05/03  22:00:00,0.0,12022024.54774501,362150041.78111124,57607114.13999998,0.0,511255629.82039386 
 05/03  23:00:00,0.0,29940137.627707087,401258152.7846514,2857753411.38,2838551040.0,3353360690.401056 
 05/03  24:00:00,0.0,28133101.96767197,376112015.8736285,2848152225.69,2838551040.0,3316806332.139998 
 05/04  01:00:00,0.0,31566904.2928131,381784549.337263,2848152225.69,2838551040.0,3325912667.9287734 
 05/04  02:00:00,0.0,26842545.51487359,384034799.26373136,2848152225.69,2838551040.0,3323438559.0773025 
 05/04  03:00:00,0.0,31658074.63478285,387473013.2095879,2848152225.69,2838551040.0,3331692302.143068 
 05/04  04:00:00,0.0,29974287.94402507,390734963.39202654,2848152225.69,2838551040.0,3333268310.4671955 
 05/04  05:00:00,0.0,29974445.126268294,393835004.7929152,2848152225.69,2838551040.0,3336353068.842259 
 05/04  06:00:00,0.0,29179859.567586355,396941481.0736686,2857753411.38,2838551040.0,3348283740.629952 
 05/04  07:00:00,0.0,24475919.506650873,399734147.6263557,2857753411.38,2838551040.0,3346372467.121704 
 05/04  08:00:00,0.0,21529018.047318578,403374346.9925084,2896158154.14,2838551040.0,3385470507.7885246 
 05/04  09:00:00,217200.4563605712,0.0,414185262.45867157,3011372382.42,2838551040.0,3565303937.201569 
 05/04  10:00:00,341935.89835414063,0.0,362501009.36980873,172821342.42,0.0,675068644.1127062 
 05/04  11:00:00,443701.01209593064,0.0,402563020.9122255,3011372382.42,2838551040.0,3553681695.655123 
 05/04  12:00:00,466114.9168074448,0.0,362628468.3785971,172821342.42,0.0,675196103.1214947 
 05/04  13:00:00,395687.0878272306,0.0,362556180.3110576,172821342.42,0.0,660056354.3111154 
 05/04  14:00:00,426623.7845186212,0.0,362587934.1511555,172821342.42,0.0,675155568.894053 
 05/04  15:00:00,397833.9837451769,0.0,400670585.25688094,3011372382.42,2838551040.0,3551789259.9997787 
 05/04  16:00:00,421542.08769239683,0.0,362582718.229428,172821342.42,0.0,675150352.9723256 
 05/04  17:00:00,413589.958265035,0.0,362574556.0572094,172821342.42,0.0,675142190.800107 
 05/04  18:00:00,265546.72029635636,0.0,393609588.03398436,2972967639.66,2838551040.0,3491256059.2740417 
 05/04  19:00:00,21096.016132862023,3221121.0829476146,362171695.0147988,96011856.90000002,0.0,555948583.0921242 
 05/04  20:00:00,0.0,16520490.208596988,362150041.78111124,96011856.90000002,0.0,569226298.9840859 
 05/04  21:00:00,0.0,25362803.661311604,388057643.48336744,2896158154.14,2838551040.0,3389055050.6362166 
 05/04  22:00:00,0.0,29374595.55151954,382141487.0511473,2896158154.14,2838551040.0,3387150686.0942044 
 05/04  23:00:00,0.0,38386524.52860411,386760798.1648989,2857753411.38,2838551040.0,3347309722.6822004 
 05/04  24:00:00,0.0,36901858.39806115,387947683.5766409,2848152225.69,2838551040.0,3337330377.7303505 
 05/05  01:00:00,0.0,40053581.65801375,390463969.9636946,2848152225.69,2838551040.0,3327653485.9714403 
 05/05  02:00:00,0.0,37271656.02400626,393248227.5392352,2848152225.69,2838551040.0,3327646828.454784 
 05/05  03:00:00,0.0,36462644.272480756,395971391.36839277,2848152225.69,2838551040.0,3329573314.2123127 
 05/05  04:00:00,0.0,37920214.89093413,398133613.71890074,2848152225.69,2838551040.0,3333180431.0495324 
 05/05  05:00:00,0.0,34009586.33090891,400493680.30091596,2848152225.69,2838551040.0,3331657285.539906 
 05/05  06:00:00,0.0,36291267.69706888,402691291.63445145,2848152225.69,2838551040.0,3336135096.713326 
 05/05  07:00:00,0.0,32277728.73728214,405457268.19801086,2857753411.38,2838551040.0,3359772873.603176 
 05/05  08:00:00,0.0,21168497.23093455,407629455.83858275,2857753411.38,2838551040.0,3350937260.1285167 
 05/05  09:00:00,0.0,0.0,413184105.62964785,2934562896.9,2838551040.0,3427223451.8811855 
 05/05  10:00:00,0.0,0.0,415396553.42790735,2934562896.9,2838551040.0,3429435899.679445 
 05/05  11:00:00,0.0,0.0,362150041.7811111,96011856.90000002,0.0,537638348.0326489 
 05/05  12:00:00,613142581.6753478,0.0,400581946.33479655,2934562896.9,2838551040.0,4159762277.8124876 
 05/05  13:00:00,613153727.467913,0.0,407523709.8047625,2934562896.9,2838551040.0,4166858143.507843 
 05/05  14:00:00,613212416.6093873,0.0,415147245.3310259,2934562896.9,2838551040.0,4174692905.5235186 
 05/05  15:00:00,613142581.6753478,0.0,362150041.7811111,28803557.06999999,0.0,1193257388.9561405 
 05/05  16:00:00,613142581.6753479,0.0,362150041.7811111,28803557.06999999,0.0,1193253992.7634122 
 05/05  17:00:00,613142581.6753478,0.0,362150041.7811111,28803557.06999999,0.0,1193214348.078825 
 05/05  18:00:00,613142581.6753479,3882927.138805022,362150041.7811111,9601185.69,0.0,1170057933.6627855 
 05/05  19:00:00,613142581.6753478,16348651.093142677,362150041.78111124,9601185.69,0.0,1182584611.9023006 
 05/05  20:00:00,0.0,23690919.713709008,362150041.78111124,9601185.69,0.0,444783675.05067784 
 05/05  21:00:00,0.0,22887205.424232863,362150041.78111124,9601185.69,0.0,443979960.7612017 
 05/05  22:00:00,0.0,28983604.80713466,431924852.3806022,2848152225.69,2838551040.0,3358402210.743594 
 05/05  23:00:00,0.0,27662361.123045918,379717496.0583881,2848152225.69,2838551040.0,3304873610.7372913 
 05/05  24:00:00,0.0,28454655.340205982,380062559.4983458,2848152225.69,2838551040.0,3305987336.7519474 
 05/06  01:00:00,0.0,28899206.62728598,382598779.11605746,2848152225.69,2838551040.0,3308944941.781593 
 05/06  02:00:00,0.0,30337466.802332588,386118685.29161257,2848152225.69,2838551040.0,3313881581.9388165 
 05/06  03:00:00,0.0,31113109.21352554,389421002.8327913,2848152225.69,2838551040.0,3317940034.889195 
 05/06  04:00:00,0.0,29626378.04443848,392495213.6378675,2848152225.69,2838551040.0,3319524889.9996777 
 05/06  05:00:00,0.0,35841836.86090407,394842455.1001581,2848152225.69,2838551040.0,3327993166.730289 
 05/06  06:00:00,0.0,32121338.204663694,397419964.2448291,2848152225.69,2838551040.0,3326840129.1794977 
 05/06  07:00:00,0.0,4925.51469809885,400706989.9187418,2848152225.69,2838551040.0,3298200743.4745994 
 05/06  08:00:00,613142581.6753479,0.0,403827389.652459,2848152225.69,2838551040.0,4046583875.5263186 
 05/06  09:00:00,613142581.6753479,11196166.632658666,362150041.7811112,9601185.69,0.0,1177779672.6881437 
 05/06  10:00:00,613142581.6753478,10881470.06887933,395705421.0223067,2848152225.69,2838551040.0,4049437157.4517508 
 05/06  11:00:00,690353041.936943,9318188.830652494,399010922.68570846,2848152225.69,2838551040.0,4130643325.159234 
 05/06  12:00:00,614749163.0146446,7907735.38166007,362150041.7811111,9601185.69,0.0,1176287195.542113 
 05/06  13:00:00,830192439.9302511,6770297.123415419,398360211.2851994,2848152225.69,2838551040.0,4271409852.4153037 
 05/06  14:00:00,891344747.1276463,6260612.823444064,400140680.40320504,2848152225.69,2838551040.0,4335241264.477701 
 05/06  15:00:00,933011257.3145592,5973527.666704565,405243084.8276298,2848152225.69,2838551040.0,4382991219.586179 
 05/06  16:00:00,641970204.4565717,7287901.0176305985,362150041.7811111,9601185.69,0.0,1203959338.998424 
 05/06  17:00:00,613142581.6753479,9701437.117728591,362150041.7811111,9601185.69,0.0,1176596461.696459 
 05/06  18:00:00,613142581.6753478,12001932.638604568,362150041.7811111,9601185.69,0.0,1178882890.991579 
 05/06  19:00:00,613142581.6753479,13839834.115320183,362150041.7811111,9601185.69,0.0,1180684564.9345918 
 05/06  20:00:00,613142581.6753479,14975882.707751967,362150041.78111124,9601185.69,0.0,1181678424.0400367 
 05/06  21:00:00,613142581.6753479,15313305.747845553,362150041.78111124,9601185.69,0.0,1182015847.0801303 
 05/06  22:00:00,613142581.6753479,17496773.2610841,430008664.8418157,2848152225.69,2838551040.0,4090655841.205632 
 05/06  23:00:00,613142581.6753478,17561607.026779555,385159450.52089095,2848152225.69,2838551040.0,4045957909.2992544 
 05/06  24:00:00,0.0,17880383.593792178,383695373.22058105,2848152225.69,2838551040.0,3299069510.3702307 
 05/07  01:00:00,153285645.41883698,20071390.128717963,385788012.2497759,2848152225.69,2838551040.0,3504777878.4441304 
 05/07  02:00:00,0.0,23687355.063703254,389228693.53787637,2848152225.69,2838551040.0,3325477262.9002767 
 05/07  03:00:00,0.0,20386204.83448188,392434515.49371517,2848152225.69,2838551040.0,3325381934.6268945 
 05/07  04:00:00,0.0,25901189.333977323,394933027.7106638,2848152225.69,2838551040.0,3333395431.3433385 
 05/07  05:00:00,0.0,28412997.959739998,397604683.2285521,2848152225.69,2838551040.0,3338578895.4869895 
 05/07  06:00:00,0.0,0.0,401187689.6536504,2857753411.38,2838551040.0,3323350089.642348 
 05/07  07:00:00,0.0,0.0,404096896.8895096,2857753411.38,2838551040.0,3326259296.878207 
 05/07  08:00:00,613142581.6753478,6832119.279509574,362150041.7811111,57607114.13999998,0.0,1236670067.782013 
 05/07  09:00:00,613527096.173111,0.0,399000817.5911829,3011372382.42,2838551040.0,4291901970.075696 
 05/07  10:00:00,613735144.5323061,0.0,408154922.31714106,3011372382.42,2838551040.0,4301203314.473446 
 05/07  11:00:00,613829871.3948425,0.0,362855485.1602612,172821342.42,0.0,1417594155.0787354 
 05/07  12:00:00,613882265.323027,0.0,362909262.99033344,172821342.42,0.0,1417420036.073674 
 05/07  13:00:00,763629765.8613149,0.0,398062849.39334184,3011372382.42,2838551040.0,4429978223.758243 
 05/07  14:00:00,847996523.805466,0.0,403821473.93439883,3011372382.42,2838551040.0,4537437571.262746 
 05/07  15:00:00,960391515.3072747,0.0,411333648.4437678,3011372382.42,2838551040.0,4660946404.483715 
