Date/Time,Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep),IndoorLivingWall:InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](TimeStep) 
 01/01  21:00:00,0.0,50010688.71166116,362171179.8931675,57607114.13999998,0.0,549244694.0215898 
 01/01  22:00:00,0.0,50698246.323685735,362278551.5246314,57607114.13999998,0.0,549934283.6013186 
 01/01  23:00:00,0.0,57616448.680063784,401627665.7658083,2857753411.38,2838551040.0,3380742491.372719 
 01/01  24:00:00,0.0,52779398.03232215,375576677.10138834,2848152225.69,2838551040.0,3340193784.222395 
 01/02  01:00:00,0.0,56051660.79543586,380449350.8282044,2848152225.69,2838551040.0,3348292601.211432 
 01/02  02:00:00,0.0,59226453.29846094,382601883.5637657,2848152225.69,2838551040.0,3353548649.6389847 
 01/02  03:00:00,0.0,54348362.4710145,385754623.12217087,2848152225.69,2838551040.0,3351857893.6700263 
 01/02  04:00:00,0.0,65061382.00187557,388525476.04762894,2848152225.69,2838551040.0,3365192030.9832883 
 01/02  05:00:00,0.0,54595595.39176345,391333824.66258186,2848152225.69,2838551040.0,3357611432.068179 
 01/02  06:00:00,0.0,59346300.75315707,393725600.7224107,2857753411.38,2838551040.0,3374371988.05001 
 01/02  07:00:00,0.0,47363771.99628145,362885228.36421895,19202371.38,0.0,493139237.6260328 
 01/02  08:00:00,0.0,40129589.3908684,362550986.5613089,57607114.13999998,0.0,524303045.642096 
 01/02  09:00:00,0.0,9598911.146499883,362150041.7811111,172821342.42,0.0,684316587.6705085 
 01/02  10:00:00,38446.70479738701,0.0,425317245.4141825,3011372382.42,2838551040.0,3576435920.15708 
 01/02  11:00:00,222883.45880914305,0.0,393673833.6344918,3011372382.42,2838551040.0,3544792508.3773894 
 01/02  12:00:00,343651.50065174385,0.0,396899218.5992121,3011372382.42,2838551040.0,3543878747.7047725 
 01/02  13:00:00,338103.55599946145,0.0,399172407.2928785,3011372382.42,2838551040.0,3534395792.165468 
 01/02  14:00:00,412105.82075391646,0.0,403780534.36790264,3011372382.42,2838551040.0,3550760063.4734626 
 01/02  15:00:00,204838379.57983002,0.0,407515593.3933527,3011372382.42,2838551040.0,3802566664.2307043 
 01/02  16:00:00,445904.70612978877,0.0,410857697.2348535,3011372382.42,2838551040.0,3561976371.9777503 
 01/02  17:00:00,437205.549743121,0.0,362598795.4167987,172821342.42,0.0,675166430.1596962 
 01/02  18:00:00,264106.85062969243,0.0,362421124.5921589,134416599.66000003,0.0,621516555.8322167 
 01/02  19:00:00,0.0,0.0,362150041.7811111,96011856.90000002,0.0,552705808.775489 
 01/02  20:00:00,0.0,21411919.9026051,362150041.7811111,96011856.90000002,0.0,574117728.6780939 
 01/02  21:00:00,0.0,41654950.97232115,362150041.7811111,57607114.13999998,0.0,540888556.2449701 
 01/02  22:00:00,0.0,36058353.31067687,404752094.80847996,2896158154.14,2838551040.0,3416445051.610695 
 01/02  23:00:00,0.0,34567969.575693324,381031318.63494766,2857753411.38,2838551040.0,3337658455.8016434 
 01/02  24:00:00,0.0,43224302.8438306,383762209.5438105,2848152225.69,2838551040.0,3339283656.96318 
 01/03  01:00:00,0.0,45638864.74633337,385695011.689859,2848152225.69,2838551040.0,3343520360.452113 
 01/03  02:00:00,0.0,44145231.15478177,388684047.14819705,2848152225.69,2838551040.0,3344985882.4672103 
 01/03  03:00:00,0.0,46872469.20167646,391445648.9347956,2848152225.69,2838551040.0,3350428334.101778 
 01/03  04:00:00,0.0,48693288.67819225,393716672.90462327,2848152225.69,2838551040.0,3354470129.886886 
 01/03  05:00:00,0.0,47152367.44414294,396122169.4557481,2848152225.69,2838551040.0,3355321423.271516 
 01/03  06:00:00,0.0,42598291.364499085,398651771.55893314,2857753411.38,2838551040.0,3362979684.6932697 
 01/03  07:00:00,0.0,43390040.23814759,362584481.956309,19202371.38,0.0,489159259.20324427 
 01/03  08:00:00,0.0,37401935.15320209,362350243.69616616,57607114.13999998,0.0,521571667.62222975 
 01/03  09:00:00,80822.42281089147,0.0,362232998.9990668,172821342.42,0.0,674800633.7419643 
 01/03  10:00:00,153532.33046438906,0.0,423398051.1381819,3011372382.42,2838551040.0,3574516725.881079 
 01/03  11:00:00,274892.02063393564,0.0,362432194.6351942,172821342.42,0.0,674999829.3780917 
 01/03  12:00:00,330103.84727744304,0.0,416333583.3937114,3011372382.42,2838551040.0,3567452258.136609 
 01/03  13:00:00,278603.02240170963,0.0,399229030.34337544,3011372382.42,2838551040.0,3535280244.343433 
 01/03  14:00:00,322136.1976821269,0.0,402793207.1720183,3011372382.42,2838551040.0,3553911881.914916 
 01/03  15:00:00,295518.37115481286,0.0,403443520.4315788,3011372382.42,2838551040.0,3554562195.174476 
 01/03  16:00:00,253994.14548859576,0.0,405065370.1525033,3011372382.42,2838551040.0,3556184044.8954005 
 01/03  17:00:00,195768.68544647592,18593435.6232355,406988256.62454313,3011372382.42,2838551040.0,3576700366.990676 
 01/03  18:00:00,0.0,31067695.45898425,362150041.7811111,134416599.66000003,0.0,652313168.4801531 
 01/03  19:00:00,0.0,33712615.36170318,362150041.7811111,96011856.90000002,0.0,586418424.137192 
 01/03  20:00:00,0.0,44786703.09583681,362150041.7811112,96011856.90000002,0.0,597492511.8713257 
 01/03  21:00:00,0.0,55576000.88200131,362351852.8289456,57607114.13999998,0.0,554899639.6382005 
 01/03  22:00:00,0.0,60890067.37408515,391071715.4907177,2896158154.14,2838551040.0,3427241070.387904 
 01/03  23:00:00,0.0,72133471.3936748,380981217.31968784,2857753411.38,2838551040.0,3374110434.4641204 
 01/03  24:00:00,0.0,76707288.22606045,386297128.919025,2848152225.69,2838551040.0,3374123858.0853753 
 01/04  01:00:00,0.0,82397054.93287414,387315456.8098122,2848152225.69,2838551040.0,3380668120.9336815 
 01/04  02:00:00,0.0,93260971.00758363,389404538.5593793,2848152225.69,2838551040.0,3393350245.0834827 
 01/04  03:00:00,0.0,94294550.77567479,391664475.3490207,2848152225.69,2838551040.0,3396589497.567896 
 01/04  04:00:00,0.0,89033121.52345505,394035333.8808764,2848152225.69,2838551040.0,3393779089.5027018 
 01/04  05:00:00,0.0,87396411.68856315,396125867.68888044,2848152225.69,2838551040.0,3394237839.7017026 
 01/04  06:00:00,0.0,82786197.56012802,398347654.48303276,2857753411.38,2838551040.0,3401579502.993166 
 01/04  07:00:00,0.0,75204653.75609738,400313765.67721033,2857753411.38,2838551040.0,3396083575.697792 
 01/04  08:00:00,0.0,60638415.42149047,403111023.32114464,2896158154.14,2838551040.0,3423237165.4172325 
 01/04  09:00:00,0.0,21840819.011698984,412071999.06706685,3011372382.42,2838551040.0,3585031492.821664 
 01/04  10:00:00,0.0,0.0,415753303.8882724,3011372382.42,2838551040.0,3566871978.63117 
 01/04  11:00:00,101422.87946112189,0.0,362254143.58386004,172821342.42,0.0,674821778.3267576 
 01/04  12:00:00,197458.3645844798,0.0,362352715.6928588,172821342.42,0.0,674920350.4357563 
 01/04  13:00:00,264039.76471265,0.0,408493899.6078856,3011372382.42,2838551040.0,3544545113.6079435 
 01/04  14:00:00,373800.9767067201,0.0,404129712.17704207,3011372382.42,2838551040.0,3555248386.91994 
 01/04  15:00:00,613586272.5113416,0.0,411646456.5892401,3011372382.42,2838551040.0,4303189372.656995 
 01/04  16:00:00,458145.4037208099,0.0,413751735.4095355,3011372382.42,2838551040.0,3560731264.5150957 
 01/04  17:00:00,435034.3254458042,0.0,415928009.83085,3011372382.42,2838551040.0,3567046684.573747 
 01/04  18:00:00,304425.10728499305,0.0,362462507.79113543,134416599.66000003,0.0,621557939.0311931 
 01/04  19:00:00,58974.55968515796,0.0,362210574.0595494,96011856.90000002,0.0,552766341.0539272 
 01/04  20:00:00,30415.16015613033,0.0,362181260.3091195,96011856.90000002,0.0,552737027.3034972 
 01/04  21:00:00,0.0,0.0,362150041.7811111,57607114.13999998,0.0,499233605.2726489 
 01/04  22:00:00,0.0,0.0,362150041.78111124,57607114.13999998,0.0,499233605.2726489 
 01/04  23:00:00,0.0,4954165.196614617,362150041.78111124,19202371.38,0.0,450715566.96642345 
 01/04  24:00:00,0.0,0.0,431067680.5139775,2848152225.69,2838551040.0,3343628894.8126745 
 01/05  01:00:00,0.0,38754547.584950164,384814722.9415272,2848152225.69,2838551040.0,3336112163.4221106 
 01/05  02:00:00,76642822.70941849,0.0,382729663.21230876,2848152225.69,2838551040.0,3388329186.526605 
 01/05  03:00:00,613142581.6753479,14263209.126082921,385134735.6235173,2848152225.69,2838551040.0,4056338469.4390883 
 01/05  04:00:00,0.0,21353757.47131681,388371664.0554309,2848152225.69,2838551040.0,3322286635.825445 
 01/05  05:00:00,0.0,19583223.42095752,362150041.7811111,9601185.69,0.0,455743439.5007663 
 01/05  06:00:00,0.0,20072140.230935074,362150041.7811111,19202371.38,0.0,465833542.0007439 
 01/05  07:00:00,0.0,41961724.67224386,362151895.5948274,19202371.38,0.0,487723158.0634876 
 01/05  08:00:00,204380860.5584493,0.0,362150041.78111124,57607114.13999998,0.0,732311717.3734183 
 01/05  09:00:00,183138.66347014465,0.0,362338017.7597223,172821342.42,0.0,674905652.5026197 
 01/05  10:00:00,613538657.9036005,0.0,362556579.7300054,172821342.42,0.0,1415705043.757165 
 01/05  11:00:00,613626488.8250902,0.0,435380623.07005847,3011372382.42,2838551040.0,4326980940.046991 
 01/05  12:00:00,613701576.1565276,0.0,380608376.5949711,3011372382.42,2838551040.0,4272474564.0086946 
 01/05  13:00:00,613673447.9905049,0.0,385523703.11532986,3011372382.42,2838551040.0,4262223200.8543496 
 01/05  14:00:00,613716148.3276557,0.0,389867631.0677201,3011372382.42,2838551040.0,4281483031.1556864 
 01/05  15:00:00,307120914.8014243,0.0,393838357.1821298,3011372382.42,2838551040.0,3913083211.1470823 
 01/05  16:00:00,531647.9835341179,0.0,398178331.17330974,3011372382.42,2838551040.0,3545157860.2788696 
 01/05  17:00:00,480589.13251061796,986862.6830745925,362643324.9075783,172821342.42,0.0,676197822.3335505 
 01/05  18:00:00,323233.3353232025,0.0,362481812.80846184,134416599.66000003,0.0,621577244.0485195 
 01/05  19:00:00,43102.470519355564,12898409.153516527,379966330.5289293,2934562896.9,2838551040.0,3421971546.6768236 
 01/05  20:00:00,0.0,14850981.875246,386832655.07725114,2934562896.9,2838551040.0,3430790443.946875 
 01/05  21:00:00,0.0,30576224.645624407,392683658.45819557,2896158154.14,2838551040.0,3398894486.595358 
 01/05  22:00:00,0.0,36595241.23665517,394255100.0347331,2896158154.14,2838551040.0,3406484944.7629256 
 01/05  23:00:00,0.0,34947186.353767745,395132862.4318923,2857753411.38,2838551040.0,3352208960.651619 
 01/05  24:00:00,0.0,41795778.77143317,397076575.55267525,2848152225.69,2838551040.0,3351251439.964194 
 01/06  01:00:00,0.0,43465829.90689754,398673784.775266,2848152225.69,2838551040.0,3339236036.137288 
 01/06  02:00:00,0.0,36003844.7593183,400507305.67221045,2848152225.69,2838551040.0,3333618440.238433 
 01/06  03:00:00,0.0,44318689.260304175,402245765.6837225,2848152225.69,2838551040.0,3343610220.02796 
 01/06  04:00:00,0.0,46281761.02315331,403764616.0675529,2848152225.69,2838551040.0,3347041111.622048 
 01/06  05:00:00,0.0,47937059.96016005,405105731.5425399,2848152225.69,2838551040.0,3349984215.054769 
 01/06  06:00:00,0.0,42417643.134115845,406523043.3164192,2848152225.69,2838551040.0,3345909532.2603073 
 01/06  07:00:00,0.0,43923499.37862292,408461740.07049406,2857753411.38,2838551040.0,3374155786.6390023 
 01/06  08:00:00,0.0,41870013.68681558,409700473.3802625,2857753411.38,2838551040.0,3373348652.5072784 
 01/06  09:00:00,0.0,27671397.30747336,413823874.3499367,2934562896.9,2838551040.0,3455534617.908948 
 01/06  10:00:00,0.0,22161942.208077073,362150041.7811111,96011856.90000002,0.0,559800290.240726 
 01/06  11:00:00,0.0,23145074.093219094,362150041.7811111,96011856.90000002,0.0,560783422.125868 
 01/06  12:00:00,0.0,16789808.41938559,362150041.7811111,96011856.90000002,0.0,554428156.4520345 
 01/06  13:00:00,0.0,17886399.994210277,362150041.78111124,96011856.90000002,0.0,555524748.0268592 
 01/06  14:00:00,0.0,22528560.906808443,362150041.78111124,96011856.90000002,0.0,560166908.9394574 
 01/06  15:00:00,0.0,30510331.04127697,362224067.6936456,28803557.06999999,0.0,478340489.55486596 
 01/06  16:00:00,0.0,40069197.23603639,362333070.5813208,28803557.06999999,0.0,487901306.5455968 
 01/06  17:00:00,0.0,45400821.745251186,431732085.02139574,2867354597.0699997,2838551040.0,3401025267.4354916 
 01/06  18:00:00,0.0,52354773.08370859,362783462.2581485,9601185.69,0.0,473459188.8740652 
 01/06  19:00:00,0.0,59159128.92973351,419064435.9313673,2848152225.69,2838551040.0,3374930487.6249356 
 01/06  20:00:00,0.0,60509724.11099725,379638959.9633112,2848152225.69,2838551040.0,3336731624.350684 
 01/06  21:00:00,0.0,65961975.82063647,381965970.84250504,2848152225.69,2838551040.0,3344327084.8311615 
 01/06  22:00:00,0.0,67463193.87058409,383164287.8648228,2848152225.69,2838551040.0,3346842672.7316875 
 01/06  23:00:00,0.0,66107044.07681727,385772221.5510792,2848152225.69,2838551040.0,3348096852.9720135 
 01/06  24:00:00,0.0,69401919.38438103,388388194.66397935,2848152225.69,2838551040.0,3353866941.205202 
 01/07  01:00:00,0.0,69513470.66962561,390856468.901792,2848152225.69,2838551040.0,3356430536.247557 
 01/07  02:00:00,0.0,67799878.69955955,392979138.67907906,2848152225.69,2838551040.0,3356868606.482486 
 01/07  03:00:00,0.0,74924703.15098907,395329307.95156413,2848152225.69,2838551040.0,3366157482.1112037 
 01/07  04:00:00,0.0,80914214.35680589,397138712.8501773,2848152225.69,2838551040.0,3373809628.428767 
 01/07  05:00:00,0.0,87754771.11729343,398731041.9056271,2848152225.69,2838551040.0,3382076807.610725 
 01/07  06:00:00,0.0,84149957.65511835,400496245.1979003,2848152225.69,2838551040.0,3380300842.909683 
 01/07  07:00:00,0.0,84158836.27127041,401983110.13519186,2848152225.69,2838551040.0,3381777086.638033 
 01/07  08:00:00,0.0,39302734.32919571,404220488.70818436,2848152225.69,2838551040.0,3340120178.0985355 
 01/07  09:00:00,0.0,41265299.71201484,405824846.69986385,2848152225.69,2838551040.0,3343858815.911281 
 01/07  10:00:00,0.0,38325944.78988341,407225728.1813076,2848152225.69,2838551040.0,3342440616.6465435 
 01/07  11:00:00,0.0,33390970.698969997,362645852.0286159,9601185.69,0.0,454492358.5630473 
 01/07  12:00:00,0.0,26897482.133376867,362516546.51222944,9601185.69,0.0,447996489.12627584 
 01/07  13:00:00,0.0,32015056.28248171,391017424.6674034,2848152225.69,2838551040.0,3320253077.460567 
 01/07  14:00:00,0.0,36095809.52808002,392557067.5017162,2848152225.69,2838551040.0,3325814263.753188 
 01/07  15:00:00,0.0,33492076.10743768,398960178.6472742,2848152225.69,2838551040.0,3329629725.953434 
 01/07  16:00:00,0.0,36269035.17084366,399685500.9610038,2848152225.69,2838551040.0,3333120571.6930013 
 01/07  17:00:00,0.0,31344961.00029963,401768849.0923546,2848152225.69,2838551040.0,3330320474.992823 
 01/07  18:00:00,0.0,29840620.025692143,362368765.6790223,9601185.69,0.0,450937316.97586983 
 01/07  19:00:00,0.0,35917206.494806476,362427454.6293126,9601185.69,0.0,457014693.80255306 
 01/07  20:00:00,0.0,38252617.19160471,362457593.08059895,9601185.69,0.0,459350648.7830143 
 01/07  21:00:00,0.0,48496423.89648441,362572707.01416314,9601185.69,0.0,469596577.6102541 
 01/07  22:00:00,0.0,57183763.07536121,362742818.2919906,9601185.69,0.0,478287421.0645773 
 01/07  23:00:00,0.0,46465833.904342316,362720622.7460666,9601185.69,0.0,467568848.86124617 
 01/07  24:00:00,0.0,39517099.499137096,434304378.16143423,2848152225.69,2838551040.0,3370843291.4434156 
 01/08  01:00:00,0.0,41429431.60180827,379560348.30969393,2848152225.69,2838551040.0,3333196037.1065702 
 01/08  02:00:00,0.0,43316804.360355794,379437615.6912953,2848152225.69,2838551040.0,3334940071.425743 
 01/08  03:00:00,0.0,49922869.12144967,381930303.7534347,2848152225.69,2838551040.0,3343952105.3099775 
 01/08  04:00:00,0.0,50668056.194262184,385137076.8775144,2848152225.69,2838551040.0,3347839968.161334 
 01/08  05:00:00,0.0,55892782.37661076,387671429.42657954,2848152225.69,2838551040.0,3355490720.7797627 
 01/08  06:00:00,0.0,50601685.80768854,390698387.8277798,2857753411.38,2838551040.0,3362876649.8250165 
 01/08  07:00:00,0.0,54864195.476983204,362820259.3878258,19202371.38,0.0,500638228.8152382 
 01/08  08:00:00,0.0,39754896.82926473,362493811.9588852,57607114.13999998,0.0,523927310.4312653 
 01/08  09:00:00,54628.64615483067,0.0,362206113.35565794,172821342.42,0.0,674773748.0985554 
 01/08  10:00:00,130539.90743166843,0.0,425082675.6248638,3011372382.42,2838551040.0,3576201350.367761 
 01/08  11:00:00,287985.77242625604,0.0,362445634.23751634,172821342.42,0.0,675013268.9804139 
 01/08  12:00:00,348208.6692883513,0.0,362507447.8259633,172821342.42,0.0,675075082.5688609 
 01/08  13:00:00,613515220.7504423,0.0,362532523.52189904,172821342.42,0.0,1400150007.0489385 
 01/08  14:00:00,441748.18071729696,0.0,433525579.31828564,3011372382.42,2838551040.0,3580505108.423845 
 01/08  15:00:00,420139.0989234457,0.0,393012334.0557957,3011372382.42,2838551040.0,3544131008.7986927 
 01/08  16:00:00,419221.9175058347,0.0,391100042.1513716,3011372382.42,2838551040.0,3542218716.8942695 
 01/08  17:00:00,387045.8121748121,0.0,393277122.785787,3011372382.42,2838551040.0,3544395797.528684 
 01/08  18:00:00,170157.6374769886,0.0,362324693.86067116,134416599.66000003,0.0,621420125.1007289 
 01/08  19:00:00,0.0,14042749.348519335,362150041.7811111,96011856.90000002,0.0,566748558.1240082 
 01/08  20:00:00,0.0,29534245.05711167,377964859.81969094,2934562896.9,2838551040.0,3436605911.87118 
 01/08  21:00:00,0.0,32736600.639034852,381165512.1793515,2896158154.14,2838551040.0,3389536716.3099236 
 01/08  22:00:00,0.0,41035838.97664386,388834080.1243799,2896158154.14,2838551040.0,3405504522.5925612 
 01/08  23:00:00,0.0,41267318.22628508,389436466.17685604,2857753411.38,2838551040.0,3352667524.902931 
 01/08  24:00:00,0.0,50401913.039965026,391636300.1421638,2848152225.69,2838551040.0,3354115933.186563 
 01/09  01:00:00,0.0,51164915.28249682,394185514.2411866,2848152225.69,2838551040.0,3357373784.424981 
 01/09  02:00:00,0.0,50124570.669688195,396667474.3738747,2848152225.69,2838551040.0,3358766308.4914064 
 01/09  03:00:00,0.0,50288389.3431834,398919531.18701494,2848152225.69,2838551040.0,3361160557.4075384 
 01/09  04:00:00,0.0,50391098.36351495,400965306.42475784,2848152225.69,2838551040.0,3363295536.8496537 
 01/09  05:00:00,0.0,53609637.827677466,402761236.1139876,2848152225.69,2838551040.0,3368251420.7233405 
 01/09  06:00:00,0.0,47760747.96648224,404677275.41392213,2857753411.38,2838551040.0,3374022774.6387486 
 01/09  07:00:00,0.0,57233325.85761131,362884784.8757644,19202371.38,0.0,503008700.09868664 
 01/09  08:00:00,0.0,22632626.088883225,362374518.803021,57607114.13999998,0.0,506802811.19944555 
 01/09  09:00:00,41616.4014846824,0.0,362192757.4133383,172821342.42,0.0,674760392.1562358 
 01/09  10:00:00,93818.38730328856,0.0,423073410.1483077,3011372382.42,2838551040.0,3574192084.8912053 
 01/09  11:00:00,226839.6185434632,0.0,400277836.9238613,3011372382.42,2838551040.0,3551396511.666758 
 01/09  12:00:00,261867.51876492356,0.0,402767439.1687223,3011372382.42,2838551040.0,3553886113.91162 
 01/09  13:00:00,231313.6964388138,0.0,403973946.0067199,3011372382.42,2838551040.0,3540025160.0067773 
 01/09  14:00:00,307772.43367275153,0.0,362465943.53180075,172821342.42,0.0,675033578.2746983 
 01/09  15:00:00,337942.7756404331,0.0,398203493.76314855,3011372382.42,2838551040.0,3549322168.506047 
 01/09  16:00:00,343693.1111322753,0.0,404197326.28681165,3011372382.42,2838551040.0,3555316001.029709 
 01/09  17:00:00,332447.3509421047,0.0,411586604.78872156,3011372382.42,2838551040.0,3562705279.531619 
 01/09  18:00:00,160036.29441291635,717535.218390968,362314305.17850393,134416599.66000003,0.0,622127271.6369525 
 01/09  19:00:00,0.0,22197550.100942418,362150041.7811111,96011856.90000002,0.0,574903358.8764312 
 01/09  20:00:00,0.0,19341385.75196864,362150041.7811111,96011856.90000002,0.0,572047194.5274576 
 01/09  21:00:00,0.0,43212930.09420712,362150041.7811111,57607114.13999998,0.0,542446535.3668561 
 01/09  22:00:00,0.0,38796430.479772575,392563620.8063052,2896158154.14,2838551040.0,3406994654.7776155 
 01/09  23:00:00,0.0,50027954.6157721,382595177.123453,2857753411.38,2838551040.0,3354501251.4536185 
 01/09  24:00:00,0.0,56219710.00692796,387212092.1040585,2848152225.69,2838551040.0,3355412296.7321568 
 01/10  01:00:00,0.0,52723321.92650229,388772716.69594675,2848152225.69,2838551040.0,3353391017.1813083 
 01/10  02:00:00,0.0,56282869.58583332,391503518.99417394,2848152225.69,2838551040.0,3359610848.0987177 
 01/10  03:00:00,0.0,54755652.43646641,393913478.25322294,2848152225.69,2838551040.0,3360469560.7739882 
 01/10  04:00:00,0.0,58117129.25084658,395905659.13714206,2848152225.69,2838551040.0,3365764523.2422676 
 01/10  05:00:00,0.0,59179762.84628225,398045626.3370054,2848152225.69,2838551040.0,3368905359.634443 
 01/10  06:00:00,0.0,60297006.29011182,400191549.5414445,2857753411.38,2838551040.0,3381772558.5765123 
 01/10  07:00:00,0.0,49362611.14441396,402138167.90572536,2857753411.38,2838551040.0,3372891234.397947 
 01/10  08:00:00,0.0,45973791.907247014,362651808.0156681,57607114.13999998,0.0,530149338.17899215 
 01/10  09:00:00,1112.2747667623482,0.0,362151183.4348385,172821342.42,0.0,674718818.177736 
 01/10  10:00:00,53356.12623143155,0.0,407614587.35338646,3011372382.42,2838551040.0,3558733262.096284 
 01/10  11:00:00,222191.20479708505,0.0,402723070.33619255,3011372382.42,2838551040.0,3553841745.0790906 
 01/10  12:00:00,302749.96151227475,0.0,407478048.6206908,3011372382.42,2838551040.0,3558596723.3635883 
 01/10  13:00:00,298192.58944417717,0.0,408393086.6253589,3011372382.42,2838551040.0,3544444300.6254163 
 01/10  14:00:00,367798.9700591365,0.0,412037887.93776995,3011372382.42,2838551040.0,3563156562.680667 
 01/10  15:00:00,383536.9711189004,0.0,414672815.42282254,3011372382.42,2838551040.0,3565791490.16572 
 01/10  16:00:00,395214.7023903262,0.0,416940856.92055404,3011372382.42,2838551040.0,3568059531.663451 
 01/10  17:00:00,353223.17856494547,0.0,362512594.78548926,172821342.42,0.0,675080229.5283868 
 01/10  18:00:00,155764.5979060675,0.0,362309920.65195996,134416599.66000003,0.0,621405351.8920177 
 01/10  19:00:00,0.0,16920483.996017955,362150041.7811111,96011856.90000002,0.0,569626292.7715069 
 01/10  20:00:00,0.0,31348892.619960174,362150041.7811111,96011856.90000002,0.0,584054701.395449 
 01/10  21:00:00,0.0,32811843.569224328,362150041.78111124,57607114.13999998,0.0,532045448.8418732 
 01/10  22:00:00,0.0,49367455.86677425,362150041.78111124,57607114.13999998,0.0,548601061.1394231 
 01/10  23:00:00,0.0,55770204.25904515,400978859.7375008,2857753411.38,2838551040.0,3378473836.6868196 
 01/10  24:00:00,0.0,56973563.96946461,378655211.25303227,2848152225.69,2838551040.0,3347519492.8159328 
 01/11  01:00:00,0.0,58730090.974723674,381972759.96640146,2848152225.69,2838551040.0,3352476964.3881645 
 01/11  02:00:00,0.0,59782142.77626242,383934481.8932012,2848152225.69,2838551040.0,3355411732.78706 
 01/11  03:00:00,0.0,58411649.94465608,386964020.8292109,2848152225.69,2838551040.0,3357057134.6544247 
 01/11  04:00:00,0.0,55758415.246718206,389824313.3299511,2848152225.69,2838551040.0,3357294716.5977073 
 01/11  05:00:00,0.0,54117771.42250937,392529193.5714735,2848152225.69,2838551040.0,3358403739.4875035 
 01/11  06:00:00,0.0,49017799.540655494,395312552.47270155,2857753411.38,2838551040.0,3365826982.285236 
 01/11  07:00:00,0.0,50556316.45288116,362818193.6270279,19202371.38,0.0,496330007.70998466 
 01/11  08:00:00,0.0,43842142.13425835,362556253.4232257,57607114.13999998,0.0,528015723.3511278 
 01/11  09:00:00,0.0,5527459.104304444,362150041.7811111,172821342.42,0.0,680245135.6283131 
 01/11  10:00:00,27640.444413632926,0.0,362178412.3036947,172821342.42,0.0,674746047.0465924 
 01/11  11:00:00,253057.76705780934,0.0,362409783.6647009,172821342.42,0.0,674977418.4075985 
 01/11  12:00:00,319995.92878431216,0.0,429019666.99093086,3011372382.42,2838551040.0,3580138341.733828 
 01/11  13:00:00,348881.87881970004,0.0,385126816.62429166,3011372382.42,2838551040.0,3517038884.987012 
 01/11  14:00:00,613589725.8741148,0.0,390202027.3351483,3011372382.42,2838551040.0,4281252650.868125 
 01/11  15:00:00,613631593.6665003,0.0,393979137.89675725,3011372382.42,2838551040.0,4285117265.0681257 
 01/11  16:00:00,482199.60057184426,0.0,397959296.47986805,3011372382.42,2838551040.0,3544938825.585428 
 01/11  17:00:00,468050.1506261461,0.0,401549434.722618,3011372382.42,2838551040.0,3551288394.2530694 
