Date/Time,PLANTFACTORY_1F:CEA Evapotranspiration Rate [kg/m2-s](TimeStep),PLANTFACTORY_2F:CEA Evapotranspiration Rate [kg/m2-s](TimeStep),PLANTFACTORY_3F:CEA Evapotranspiration Rate [kg/m2-s](TimeStep),Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep),IndoorLivingWall:InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](TimeStep) 
 07/08  00:38:00,0.00002607046466310427,0.00002355817838654974,0.000022708074874901452,8381540.724755768,222433.83533099032,2040017.1088051698,47469203.7615,47309184.0,60980364.93777277 
 07/08  00:39:00,0.000026073835779793697,0.00002356371839254554,0.000022718853910382187,8381540.724755768,220409.22969737797,2040739.232251799,47469203.7615,47309184.0,60979299.9308245 
 07/08  00:40:00,0.00002607718153733084,0.000023569041235681767,0.000022729271419480934,8381540.724755768,218593.14390322813,2041459.7588777752,47469203.7615,47309184.0,60978440.91521255 
 07/08  00:41:00,0.000026080408758741045,0.000023574178079672958,0.000022739397676328157,8381540.724755768,216835.05096744953,2042197.181548317,47469203.7615,47309184.0,60977655.94562916 
 07/08  00:42:00,0.000026083551763751602,0.000023579310122362675,0.00002274945874148985,8381540.724755768,214877.25227834148,2042930.09938987,47469203.7615,47309184.0,60976665.80350478 
 07/08  00:43:00,0.00002608668902024703,0.000023584571581172245,0.00002275958944629427,8381540.724755768,213072.11175718825,2043643.3314014664,47469203.7615,47309184.0,60975807.626534514 
 07/08  00:44:00,0.000026089873344200985,0.00002358996393015767,0.0000227697726446265,8381540.724755768,211322.49843125005,2044327.3987170558,47469203.7615,47309184.0,60974974.83981575 
 07/08  00:45:00,0.00002609309054224847,0.00002359542104241473,0.000022779929942351785,8381540.724755768,209524.71096053274,2044989.956402369,47469203.7615,47309184.0,60974071.33213992 
 07/08  00:46:00,0.000026096304928696143,0.000023600875508622507,0.00002279001036126297,8381540.724755768,207741.565396015,2045640.7198062048,47469203.7615,47309184.0,60973169.61578932 
 07/08  00:47:00,0.000026099493697509295,0.000023606332097700672,0.000022800020353283605,8381540.724755768,205758.11326334922,2046283.8365854472,47469203.7615,47309184.0,60972058.85553455 
 07/08  00:48:00,0.00002610266821160631,0.000023611819384353453,0.00002281001666944741,8381540.724755768,204137.41164897903,2046915.5944803553,47469203.7615,47309184.0,60971298.405794516 
 07/08  00:49:00,0.00002610585693273734,0.000023617383841799716,0.000022820016520854666,8381540.724755768,202283.21081747452,2047528.6291316757,47469203.7615,47309184.0,60970284.52049374 
 07/08  00:50:00,0.000026109058561127048,0.000023623014426237813,0.000022830030127871304,8381540.724755768,200513.45660007762,2048125.8370272112,47469203.7615,47309184.0,60969338.10048509 
 07/08  00:51:00,0.000026112274462123174,0.000023628705454566452,0.00002284004923149261,8381540.724755768,198736.50561283357,2048709.716432733,47469203.7615,47309184.0,60968369.96732007 
 07/08  00:52:00,0.00002611550887978954,0.00002363444173604494,0.000022850088939097887,8381540.724755768,197056.92140005247,2049276.025917471,47469203.7615,47309184.0,60967480.370616995 
 07/08  00:53:00,0.000026118751884100265,0.000023640242265424248,0.00002286013947864856,8381540.724755768,195311.3012749912,2049825.0270285376,47469203.7615,47309184.0,60966506.15078396 
 07/08  00:54:00,0.000026121992097558632,0.00002364610322430964,0.00002287020126870248,8381540.724755768,193551.02738495145,2050362.4240840273,47469203.7615,47309184.0,60965504.394859225 
 07/08  00:55:00,0.000026125242231660875,0.000023652021869158573,0.000022880278334559584,8381540.724755768,191981.3699149403,2050886.9296580628,47469203.7615,47309184.0,60964679.01001611 
 07/08  00:56:00,0.000026128510920006902,0.000023658015141225638,0.00002289039794788486,8381540.724755768,190030.81633370268,2051395.1953599781,47469203.7615,47309184.0,60963455.14144466 
 07/08  00:57:00,0.000026131809535409327,0.000023664076786871003,0.00002290056259605368,8381540.724755768,188448.935474537,2051887.6192405294,47469203.7615,47309184.0,60962582.71829516 
 07/08  00:58:00,0.000026135135226861,0.000023670215431211938,0.000022910779527763028,8381540.724755768,186758.56038728054,2052357.0269166315,47469203.7615,47309184.0,60961577.27477778 
 07/08  00:59:00,0.000026138466646542387,0.00002367640959842548,0.000022921029165331042,8381540.724755768,185045.44984252052,2052817.7459069993,47469203.7615,47309184.0,60960539.00069077 
 07/08  01:00:00,0.000026141806431291586,0.000023682676210733822,0.0000229313193346102,8381540.724755768,183437.2109077883,2053264.7257685806,47469203.7615,47309184.0,60959590.352609366 
 07/08  01:01:00,0.000026142821354514074,0.00002368601082512916,0.000022938334928357302,8381540.724755768,182381.1010004344,2053795.8800012162,47469203.7615,47309184.0,60958856.392483935 
 07/08  01:02:00,0.000026145318956633543,0.000023691868483648534,0.000022948049569366225,8381540.724755768,182265.20436532795,2053993.8034049447,47469203.7615,47309184.0,60958730.089982055 
 07/08  01:03:00,0.000026149459587973357,0.000023700544358502936,0.000022960607182040138,8381540.724755768,182487.11817961594,2053785.1301339525,47469203.7615,47309184.0,60958535.50649893 
 07/08  01:04:00,0.00002615418354945053,0.000023710297748687978,0.000022974099422907153,8381540.724755768,182754.8256469431,2053379.6493515673,47469203.7615,47309184.0,60958190.500376426 
 07/08  01:05:00,0.00002615843537981362,0.000023719351758149384,0.00002298675101503163,8381540.724755768,183206.3120288964,2053040.9480943372,47469203.7615,47309184.0,60958096.72659362 
 07/08  01:06:00,0.00002616195745740536,0.000023727206266980054,0.000022998140957196516,8381540.724755768,183415.00188737235,2052859.2566545678,47469203.7615,47309184.0,60957917.70797568 
 07/08  01:07:00,0.000026165148595411266,0.00002373446408770784,0.000023008938096673273,8381540.724755768,183817.46703542638,2052768.9599554269,47469203.7615,47309184.0,60958024.44068852 
 07/08  01:08:00,0.000026168481702189002,0.00002374191638733288,0.00002301989668415364,8381540.724755768,184260.76850451878,2052660.953116356,47469203.7615,47309184.0,60958154.959912285 
 07/08  01:09:00,0.000026172120008413183,0.00002374987606163554,0.000023031293251858374,8381540.724755768,184721.03016029048,2052482.5243710773,47469203.7615,47309184.0,60958232.570183665 
 07/08  01:10:00,0.000026175902743173467,0.00002375812062631125,0.0000230429029437002,8381540.724755768,185115.6215404027,2052257.6796556422,47469203.7615,47309184.0,60958198.66434896 
 07/08  01:11:00,0.000026179605843643426,0.000023766301981139072,0.000023054398924116945,8381540.724755768,185480.5368480971,2052029.4949255663,47469203.7615,47309184.0,60958132.3002185 
 07/08  01:12:00,0.000026183136935501654,0.00002377425436631529,0.00002306561836092411,8381540.724755768,186095.69533498565,2051833.789394549,47469203.7615,47309184.0,60958349.285452954 
 07/08  01:13:00,0.000026186562648904365,0.00002378204982928133,0.000023076643218855796,8381540.724755768,186480.67543546477,2051661.2093837685,47469203.7615,47309184.0,60958359.74914433 
 07/08  01:14:00,0.000026189998182835903,0.00002378984708584998,0.000023087632496765792,8381540.724755768,187117.60688612622,2051485.4320736509,47469203.7615,47309184.0,60958619.61369454 
 07/08  01:15:00,0.000026193482365080894,0.00002379771621099251,0.0000230986617501518,8381540.724755768,187661.0021041107,2051296.1963577343,47469203.7615,47309184.0,60958773.017520845 
 07/08  01:16:00,0.000026196993943999417,0.000023805636775123936,0.00002310970416359656,8381540.724755768,187996.33938511784,2051097.059858227,47469203.7615,47309184.0,60958709.06567301 
 07/08  01:17:00,0.000026200481311394857,0.000023813559204196787,0.000023120694019303414,8381540.724755768,188580.44244702865,2050894.8473923488,47469203.7615,47309184.0,60958891.35440797 
 07/08  01:18:00,0.000026203917810976515,0.0000238214412783017,0.00002313159527393887,8381540.724755768,189134.61126668987,2050696.7031584103,47469203.7615,47309184.0,60959048.34987719 
 07/08  01:19:00,0.000026207318630909257,0.000023829277443343624,0.000023142411881946087,8381540.724755768,189757.6263857883,2050499.3380199815,47469203.7615,47309184.0,60959275.483625956 
 07/08  01:20:00,0.00002621069274854936,0.00002383707741577499,0.00002315317357249984,8381540.724755768,190237.3063326365,2050307.2641617681,47469203.7615,47309184.0,60959365.256205276 
 07/08  01:21:00,0.000026214059720212482,0.00002384488130645951,0.00002316390031858104,8381540.724755768,190762.56264590326,2050113.8054430387,47469203.7615,47309184.0,60959499.695513755 
 07/08  01:22:00,0.000026217431293806055,0.000023852696788214338,0.000023174598470646198,8381540.724755768,191388.42114008366,2049916.6770384181,47469203.7615,47309184.0,60959731.6578109 
 07/08  01:23:00,0.000026220794506836413,0.000023860524179438714,0.00002318526364432737,8381540.724755768,191887.3199822175,2049714.587557985,47469203.7615,47309184.0,60959832.287890464 
 07/08  01:24:00,0.000026224132103845754,0.000023868332703818328,0.000023195878892297943,8381540.724755768,192320.63570093378,2049514.6649983441,47469203.7615,47309184.0,60959870.01634192 
 07/08  01:25:00,0.000026227445843583655,0.000023876117510864656,0.000023206442279435268,8381540.724755768,192971.86568987358,2049315.165846603,47469203.7615,47309184.0,60960126.66964232 
 07/08  01:26:00,0.000026230739644840704,0.000023883885557803904,0.000023216960089708303,8381540.724755768,193548.30202043883,2049113.5959383366,47469203.7615,47309184.0,60960306.99924547 
 07/08  01:27:00,0.000026234015300950424,0.000023891638182572162,0.000023227428528881318,8381540.724755768,194173.31826371595,2048913.3510832689,47469203.7615,47309184.0,60960537.78221764 
 07/08  01:28:00,0.000026237275448881247,0.00002389937406015089,0.000023237856339300785,8381540.724755768,194543.530983451,2048715.509793491,47469203.7615,47309184.0,60960516.70423954 
 07/08  01:29:00,0.00002624052847605626,0.000023907111091126746,0.000023248248876110043,8381540.724755768,195201.47058893155,2048516.2679516599,47469203.7615,47309184.0,60960782.57593778 
 07/08  01:30:00,0.000026243777591917392,0.000023914854190815254,0.000023258611503616183,8381540.724755768,195758.85681324566,2048313.4638318107,47469203.7615,47309184.0,60960944.80149212 
 07/08  01:31:00,0.00002624700822666953,0.000023922588144649582,0.00002326893115024535,8381540.724755768,196279.40433309705,2048111.4655455612,47469203.7615,47309184.0,60961071.56070066 
 07/08  01:32:00,0.000026250220702424124,0.000023930307430504376,0.000023279216096211382,8381540.724755768,197063.72697080413,2047908.8052388015,47469203.7615,47309184.0,60961462.016976245 
 07/08  01:33:00,0.000026253412014426826,0.000023938005107154158,0.00002328947260993267,8381540.724755768,197447.8729533272,2047707.5047682056,47469203.7615,47309184.0,60961454.155342214 
 07/08  01:34:00,0.00002625658768342782,0.000023945698442328985,0.0000232996871771318,8381540.724755768,198171.56273348225,2047502.3924525015,47469203.7615,47309184.0,60961782.53643627 
 07/08  01:35:00,0.000026259748062047667,0.000023953372330602106,0.00002330984184202788,8381540.724755768,198664.2490728067,2047300.4050925006,47469203.7615,47309184.0,60961883.63940978 
 07/08  01:36:00,0.000026262892960374843,0.000023961035678707306,0.000023319959430247626,8381540.724755768,199151.92023619195,2047099.6682830183,47469203.7615,47309184.0,60961981.49542979 
 07/08  01:37:00,0.00002626602807831054,0.00002396868985952659,0.000023330053544038945,8381540.724755768,199905.41522001397,2046898.7361820173,47469203.7615,47309184.0,60962345.50108656 
 07/08  01:38:00,0.000026269157533006627,0.000023976339767987093,0.00002334011983312636,8381540.724755768,200516.80069483927,2046696.6579597928,47469203.7615,47309184.0,60962566.835191265 
 07/08  01:39:00,0.000026272280222387993,0.000023983986771450833,0.000023350158817916434,8381540.724755768,201065.65718617404,2046492.2292420734,47469203.7615,47309184.0,60962723.78257015 
 07/08  01:40:00,0.000026275378919400246,0.000023991635668239584,0.00002336016757198465,8381540.724755768,201565.82667675597,2046289.0207259378,47469203.7615,47309184.0,60962833.79204782 
 07/08  01:41:00,0.00002627845770064821,0.000023999269240118564,0.000023370133508399836,8381540.724755768,202215.29021791398,2046081.6548613065,47469203.7615,47309184.0,60963089.45112746 
 07/08  01:42:00,0.000026281515569994637,0.00002400686541064323,0.00002338005278921702,8381540.724755768,202921.13938997814,2045881.524793119,47469203.7615,47309184.0,60963409.26822759 
 07/08  01:43:00,0.000026284565049496394,0.00002401444453374629,0.000023389936571571087,8381540.724755768,203323.89531272315,2045680.5945643818,47469203.7615,47309184.0,60963425.73708265 
 07/08  01:44:00,0.000026287613261247466,0.00002402203106913632,0.000023399797934811474,8381540.724755768,204036.83331749548,2045480.356971371,47469203.7615,47309184.0,60963753.61531637 
 07/08  01:45:00,0.00002629065441167241,0.00002402962783226664,0.000023409638368337845,8381540.724755768,204601.13402258226,2045275.8840367007,47469203.7615,47309184.0,60963929.12351614 
 07/08  01:46:00,0.000026293681710594293,0.000024037213439280014,0.00002341946126788582,8381540.724755768,205282.2748809538,2045071.1242397483,47469203.7615,47309184.0,60964221.72501057 
 07/08  01:47:00,0.000026296687876468558,0.000024044780266689752,0.000023429244416271658,8381540.724755768,205860.81526357032,2044867.4147000439,47469203.7615,47309184.0,60964413.29039813 
 07/08  01:48:00,0.000026299677180418874,0.00002405231941324574,0.00002343898481488516,8381540.724755768,206402.25861192832,2044663.5528308293,47469203.7615,47309184.0,60964568.04632793 
 07/08  01:49:00,0.00002630265082244742,0.000024059848046873158,0.00002344868594643173,8381540.724755768,207118.69187654307,2044463.1556857903,47469203.7615,47309184.0,60964901.84815349 
 07/08  01:50:00,0.000026305613486684762,0.000024067369687511518,0.000023458361848528017,8381540.724755768,207808.14466305618,2044262.605757789,47469203.7615,47309184.0,60965209.02561052 
 07/08  01:51:00,0.000026308570649868203,0.000024074895320128904,0.000023468024132734622,8381540.724755768,208311.95112473748,2044060.5413765407,47469203.7615,47309184.0,60965329.540473245 
 07/08  01:52:00,0.00002631152232456485,0.00002408241429724975,0.000023477659322926813,8381540.724755768,208927.56210492097,2043858.5903536514,47469203.7615,47309184.0,60965562.50168305 
 07/08  01:53:00,0.000026314462815251356,0.000024089926255155213,0.000023487266371079335,8381540.724755768,209543.34382361587,2043655.8332404306,47469203.7615,47309184.0,60965795.342546836 
 07/08  01:54:00,0.000026317383426508936,0.00002409742569072442,0.000023496853593271993,8381540.724755768,210183.5660271785,2043453.9631607346,47469203.7615,47309184.0,60966053.98910603 
 07/08  01:55:00,0.0000263202902011144,0.000024104905728835555,0.00002350641563067187,8381540.724755768,210783.58001553308,2043252.0423848215,47469203.7615,47309184.0,60966272.90536692 
 07/08  01:56:00,0.0000263231843755691,0.00002411237326645171,0.00002351594528849794,8381540.724755768,211423.96707382545,2043047.5141895097,47469203.7615,47309184.0,60966530.03872113 
 07/08  01:57:00,0.000026326060309687035,0.00002411982585767082,0.00002352542507712124,8381540.724755768,212096.4460710941,2042848.3188422,47469203.7615,47309184.0,60966825.135986276 
 07/08  01:58:00,0.00002632892787807565,0.000024127271433755133,0.00002353487299466271,8381540.724755768,212755.7936400676,2042650.0441105587,47469203.7615,47309184.0,60967108.51956487 
 07/08  01:59:00,0.00002633179703542636,0.000024134714896316563,0.00002354430786825929,8381540.724755768,213387.54533856508,2042450.954631316,47469203.7615,47309184.0,60967364.02760954 
 07/08  02:00:00,0.000026334656308706843,0.000024142159600123882,0.00002355373408270093,8381540.724755768,213887.0255800535,2042247.7342570103,47469203.7615,47309184.0,60967483.57863806 
 07/08  02:01:00,0.00002633732277334277,0.000024149368883290164,0.000023562896734549743,8381540.724755768,214342.6252486236,2042105.7889099042,47469203.7615,47309184.0,60967739.07557082 
 07/08  02:02:00,0.000026339360360032894,0.00002415530004456006,0.000023570314480350713,8381540.724755768,214801.17117824077,2042140.3528449822,47469203.7615,47309184.0,60968174.06198474 
 07/08  02:03:00,0.000026340743599223932,0.000024159877666485624,0.00002357590347329519,8381540.724755768,215147.47412335375,2042365.535172788,47469203.7615,47309184.0,60968687.461618945 
 07/08  02:04:00,0.000026341942960109265,0.000024164026589469058,0.00002358092057056741,8381540.724755768,215274.0028766341,2042670.801174391,47469203.7615,47309184.0,60969061.23094939 
 07/08  02:05:00,0.000026343375399911757,0.000024168629254085937,0.000023586507241345803,8381540.724755768,215599.19056245766,2042930.6981195172,47469203.7615,47309184.0,60969588.340594545 
 07/08  02:06:00,0.00002634509958595018,0.000024173843715489754,0.000023592879746589634,8381540.724755768,215826.64964936394,2043107.5050967983,47469203.7615,47309184.0,60969934.67040154 
 07/08  02:07:00,0.000026346906936692343,0.000024179277738741795,0.00002359954753845216,8381540.724755768,216077.22575828852,2043243.3973482882,47469203.7615,47309184.0,60970263.24773248 
 07/08  02:08:00,0.000026348595236610367,0.000024184534286455797,0.00002360597368935974,8381540.724755768,216293.69921607306,2043397.4659007757,47469203.7615,47309184.0,60970575.946145825 
 07/08  02:09:00,0.000026350137273505043,0.00002418949771432505,0.000023612037259514542,8381540.724755768,216444.94124410738,2043586.6390739463,47469203.7615,47309184.0,60970858.57284302 
 07/08  02:10:00,0.00002635162382450021,0.000024194337194182738,0.00002361791949627313,8381540.724755768,216720.45598338207,2043795.5356183178,47469203.7615,47309184.0,60971285.22969169 
 07/08  02:11:00,0.000026353154776092726,0.000024199242350553888,0.000023623869159193403,8381540.724755768,217158.91422682564,2043997.1966079636,47469203.7615,47309184.0,60971867.63043225 
 07/08  02:12:00,0.000026354742656691175,0.00002420427385258761,0.000023629963141362854,8381540.724755768,217295.68310548208,2044180.98146263,47469203.7615,47309184.0,60972130.53544172 
 07/08  02:13:00,0.00002635634099246874,0.00002420936289005753,0.000023636134829241713,8381540.724755768,217329.7839263794,2044354.9056953546,47469203.7615,47309184.0,60972280.94482489 
 07/08  02:14:00,0.00002635791539051657,0.000024214419315545175,0.000023642270190240564,8381540.724755768,217850.8510543293,2044530.1659673692,47469203.7615,47309184.0,60972919.70213993 
 07/08  02:15:00,0.000026359451477407356,0.00002421940772500253,0.000023648320411782184,8381540.724755768,217949.82872466926,2044712.4298915777,47469203.7615,47309184.0,60973143.4293282 
 07/08  02:16:00,0.000026360976532352592,0.000024224362756464482,0.000023654320285939667,8381540.724755768,218063.14542078247,2044898.158864943,47469203.7615,47309184.0,60973384.98451022 
 07/08  02:17:00,0.000026362503250879404,0.00002422933262379332,0.00002366030558703319,8381540.724755768,218566.19266356144,2045082.723236569,47469203.7615,47309184.0,60974015.17814788 
 07/08  02:18:00,0.000026364034301088486,0.00002423432491357,0.000023666304730787472,8381540.724755768,218732.84517381087,2045263.9473931936,47469203.7615,47309184.0,60974305.68252739 
 07/08  02:19:00,0.000026365571425196365,0.000024239332018313924,0.00002367232356949815,8381540.724755768,218920.2444508783,2045441.1724056327,47469203.7615,47309184.0,60974612.981860034 
 07/08  02:20:00,0.00002636709602735327,0.00002424432476700458,0.000023678332697076732,8381540.724755768,219164.05558531437,2045616.992939421,47469203.7615,47309184.0,60974975.31736025 
 07/08  02:21:00,0.000026368603588368826,0.000024249292469230933,0.00002368431757417598,8381540.724755768,219435.65112098018,2045793.9543319808,47469203.7615,47309184.0,60975366.63556368 
 07/08  02:22:00,0.00002637010162245042,0.000024254244073296725,0.000023690272847928274,8381540.724755768,219720.50066991977,2045973.5590912509,47469203.7615,47309184.0,60975773.88925801 
 07/08  02:23:00,0.00002637159418793952,0.000024259203944886657,0.00002369622370423732,8381540.724755768,219868.13270091344,2046150.9373395937,47469203.7615,47309184.0,60976041.73770287 
 07/08  02:24:00,0.000026373086785189058,0.000024264165601258546,0.000023702164810458898,8381540.724755768,220194.3561521427,2046326.3522551954,47469203.7615,47309184.0,60976486.28035912 
 07/08  02:25:00,0.00002637457272624541,0.000024269133837348662,0.00002370809617879589,8381540.724755768,220393.13486872384,2046500.9112632405,47469203.7615,47309184.0,60976802.5432881 
 07/08  02:26:00,0.000026376050147741353,0.000024274089421097156,0.0000237140172656867,8381540.724755768,220571.37088144862,2046674.364743544,47469203.7615,47309184.0,60977097.22003003 
 07/08  02:27:00,0.00002637752086529173,0.00002427902894068797,0.000023719929151193595,8381540.724755768,220924.91547129198,2046849.6957236277,47469203.7615,47309184.0,60977569.14634515 
 07/08  02:28:00,0.00002637898615798695,0.000024283964337001336,0.000023725840905636018,8381540.724755768,221135.36008526542,2047022.6598648517,47469203.7615,47309184.0,60977895.63408542 
 07/08  02:29:00,0.000026380445788941685,0.000024288897421977017,0.000023731738106714932,8381540.724755768,221265.50823023627,2047195.399446329,47469203.7615,47309184.0,60978141.629793145 
 07/08  02:30:00,0.000026381900136851683,0.000024293839142308655,0.000023737620255247706,8381540.724755768,221659.05535213198,2047366.3421152094,47469203.7615,47309184.0,60978649.29975069 
 07/08  02:31:00,0.000026383347624335975,0.000024298782966864812,0.00002374348349468293,8381540.724755768,221798.28298072226,2047538.536124297,47469203.7615,47309184.0,60978903.94641673 
 07/08  02:32:00,0.00002638479671588751,0.00002430371414365686,0.000023749337006230115,8381540.724755768,222054.14443748855,2047708.037691886,47469203.7615,47309184.0,60979272.575163774 
 07/08  02:33:00,0.00002638623451771985,0.000024308637502655674,0.000023755183222061592,8381540.724755768,222353.50435913642,2047877.6392862145,47469203.7615,47309184.0,60979684.841120854 
