Date/Time,PV.Minute.PU,BAT.Minute.PU,baseline heating setpoint (C),baseline cooling setpoint (C),base LED intensity (-),smoothHtgSetC,smoothClgSetC,smoothLEDIntensity,clgMagnitude,htgMagnitude,ledMagnitude
 06/29  04:25:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:26:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:27:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:28:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:29:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:30:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:31:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:32:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:33:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:34:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:35:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:36:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:37:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:38:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:39:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:40:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:41:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:42:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:43:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:44:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:45:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:46:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:47:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:48:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:49:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:50:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:51:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:52:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:53:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:54:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:55:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:56:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:57:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:58:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  04:59:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:00:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:01:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:02:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:03:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:04:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:05:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:06:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:07:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:08:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:09:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:10:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:11:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:12:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:13:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:14:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:15:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:16:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:17:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:18:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:19:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:20:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:21:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:22:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:23:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:24:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:25:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:26:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:27:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:28:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:29:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:30:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:31:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:32:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:33:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:34:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:35:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:36:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:37:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:38:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:39:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:40:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:41:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:42:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:43:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:44:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:45:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:46:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:47:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:48:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:49:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:50:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:51:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:52:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:53:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:54:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:55:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:56:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:57:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:58:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  05:59:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:00:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:01:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:02:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:03:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:04:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:05:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:06:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:07:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:08:00,1e-05,0.0,18,20,0.5,18.0,20.0,0.5,0.0,0.0,0.0
 06/29  06:09:00,0.003597904,-0.003229114,18,20,0.5,18.0,20.0,0.5001614557,0.0,0.0,-0.0001614557
 06/29  06:10:00,0.005135577,-0.004254229,18,20,0.5,18.0,20.0,0.50037416715,0.0,0.0,-0.00021271145000000002
 06/29  06:11:00,0.006929528,-0.005356227,18,20,0.5,18.0,20.0,0.5006419785,0.0,0.0,-0.00026781135
 06/29  06:12:00,0.007442086,-0.005125576,18,20,0.5,18.0,20.0,0.5008982573,0.0,0.0,-0.0002562788
 06/29  06:13:00,0.007442086,-0.004382368,18,20,0.5,18.0,20.0,0.5011173757,0.0,0.0,-0.00021911840000000003
 06/29  06:14:00,0.008979759,-0.005023065,18,20,0.5,18.0,20.0,0.5013685289500001,0.0,0.0,-0.00025115325000000003
 06/29  06:15:00,0.010261153,-0.005279344,18,20,0.5,18.0,20.0,0.50163249615,0.0,0.0,-0.0002639672
 06/29  06:16:00,0.012311384,-0.006099436,18,20,0.5,18.0,20.0,0.50193746795,0.0,0.0,-0.0003049718
 06/29  06:17:00,0.013336499,-0.005791901,18,20,0.5,18.0,20.0,0.5022270630000001,0.0,0.0,-0.00028959505000000004
 06/29  06:18:00,0.01538673,-0.006304459,18,20,0.5,18.0,20.0,0.5025422859500001,0.0,0.0,-0.00031522295000000004
 06/29  06:19:00,0.016155566,-0.005817529,18,20,0.5,18.0,20.0,0.5028331624000001,0.0,0.0,-0.00029087645
 06/29  06:20:00,0.017949518,-0.006330087,18,20,0.5,18.0,20.0,0.5031496667500001,0.0,0.0,-0.00031650435
 06/29  06:21:00,0.018974634,-0.006150693,18,20,0.5,18.0,20.0,0.5034572014,0.0,0.0,-0.00030753465
 06/29  06:22:00,0.020768585,-0.006611994,18,20,0.5,18.0,20.0,0.5037878011000001,0.0,0.0,-0.0003305997
 06/29  06:23:00,0.021793701,-0.006201948,18,20,0.5,18.0,20.0,0.5040978985000001,0.0,0.0,-0.0003100974
 06/29  06:24:00,0.023843931,-0.006765761,18,20,0.5,18.0,20.0,0.5044361865500001,0.0,0.0,-0.00033828805000000003
 06/29  06:25:00,0.025125325,-0.006560738,18,20,0.5,18.0,20.0,0.5047642234500002,0.0,0.0,-0.0003280369
 06/29  06:26:00,0.026919277,-0.0068939,18,20,0.5,18.0,20.0,0.5051089184500002,0.0,0.0,-0.000344695
 06/29  06:27:00,0.028713229,-0.007150179,18,20,0.5,18.0,20.0,0.5054664274000001,0.0,0.0,-0.00035750895000000003
 06/29  06:28:00,0.030250902,-0.007201435,18,20,0.5,18.0,20.0,0.5058264991500001,0.0,0.0,-0.00036007175000000004
 06/29  06:29:00,0.031276017,-0.006714505,18,20,0.5,18.0,20.0,0.5061622244000001,0.0,0.0,-0.00033572525
 06/29  06:30:00,0.033838806,-0.007688365,18,20,0.5,18.0,20.0,0.5065466426500002,0.0,0.0,-0.00038441825
 06/29  06:31:00,0.035632758,-0.007816505,18,20,0.5,18.0,20.0,0.5069374679000002,0.0,0.0,-0.00039082525
 06/29  06:32:00,0.038708104,-0.009097899,18,20,0.5,18.0,20.0,0.5073923628500001,0.0,0.0,-0.00045489495
 06/29  06:33:00,0.040758334,-0.009251666,18,20,0.5,18.0,20.0,0.5078549461500002,0.0,0.0,-0.0004625833
 06/29  06:34:00,0.042808565,-0.009405433,18,20,0.5,18.0,20.0,0.5083252178000002,0.0,0.0,-0.00047027165
 06/29  06:35:00,0.045115074,-0.009712967,18,20,0.5,18.0,20.0,0.5088108661500002,0.0,0.0,-0.00048564835
 06/29  06:36:00,0.049471814,-0.011814454,18,20,0.5,18.0,20.0,0.5094015888500002,0.0,0.0,-0.0005907227
 06/29  06:37:00,0.051522045,-0.011583803,18,20,0.5,18.0,20.0,0.5099807790000002,0.0,0.0,-0.00057919015
 06/29  06:38:00,0.054084833,-0.011763198,18,20,0.5,18.0,20.0,0.5105689389000002,0.0,0.0,-0.0005881599000000001
 06/29  06:39:00,0.057672737,-0.01271143,18,20,0.5,18.0,20.0,0.5112045104000003,0.0,0.0,-0.0006355715
 06/29  06:40:00,0.05921041,-0.011711943,18,20,0.5,18.0,20.0,0.5117901075500002,0.0,0.0,-0.00058559715
 06/29  06:41:00,0.062542035,-0.01235264,18,20,0.5,18.0,20.0,0.5124077395500002,0.0,0.0,-0.000617632
 06/29  06:42:00,0.065617381,-0.012737058,18,20,0.5,18.0,20.0,0.5130445924500002,0.0,0.0,-0.0006368529000000001
 06/29  06:43:00,0.069205284,-0.013480266,18,20,0.5,18.0,20.0,0.5137186057500003,0.0,0.0,-0.0006740133
 06/29  06:44:00,0.071768073,-0.013147104,18,20,0.5,18.0,20.0,0.5143759609500003,0.0,0.0,-0.0006573552
 06/29  06:45:00,0.074843419,-0.013249616,18,20,0.5,18.0,20.0,0.5150384417500002,0.0,0.0,-0.0006624808000000001
 06/29  06:46:00,0.078175044,-0.013710918,18,20,0.5,18.0,20.0,0.5157239876500003,0.0,0.0,-0.0006855459000000001
 06/29  06:47:00,0.082275505,-0.014736033,18,20,0.5,18.0,20.0,0.5164607893000003,0.0,0.0,-0.00073680165
 06/29  06:48:00,0.086632245,-0.015838032,18,20,0.5,18.0,20.0,0.5172526909000003,0.0,0.0,-0.0007919016
 06/29  06:49:00,0.090476427,-0.016401845,18,20,0.5,18.0,20.0,0.5180727831500003,0.0,0.0,-0.0008200922500000001
 06/29  06:50:00,0.094576889,-0.016965659,18,20,0.5,18.0,20.0,0.5189210661000002,0.0,0.0,-0.0008482829500000001
 06/29  06:51:00,0.098164792,-0.016991286,18,20,0.5,18.0,20.0,0.5197706304000003,0.0,0.0,-0.0008495643000000001
 06/29  06:52:00,0.101752696,-0.016965659,18,20,0.5,18.0,20.0,0.5206189133500002,0.0,0.0,-0.0008482829500000001
 06/29  06:53:00,0.105084321,-0.01670938,18,20,0.5,18.0,20.0,0.5214543823500002,0.0,0.0,-0.000835469
 06/29  06:54:00,0.107647109,-0.015684264,18,20,0.5,18.0,20.0,0.5222385955500002,0.0,0.0,-0.0007842132
 06/29  06:55:00,0.10969734,-0.014249103,18,20,0.5,18.0,20.0,0.5229510507000001,0.0,0.0,-0.0007124551500000001
 06/29  06:56:00,0.110722455,-0.012019477,18,20,0.5,18.0,20.0,0.5235520245500002,0.0,0.0,-0.00060097385
 06/29  06:57:00,0.117129426,-0.014941056,18,20,0.5,18.0,20.0,0.5242990773500001,0.0,0.0,-0.0007470528000000001
 06/29  06:58:00,0.121742445,-0.016043055,18,20,0.5,18.0,20.0,0.5251012301000001,0.0,0.0,-0.00080215275
 06/29  06:59:00,0.1271243,-0.017760123,18,20,0.5,18.0,20.0,0.52598923625,0.0,0.0,-0.00088800615
 06/29  07:00:00,0.130712204,-0.017734495,18,20,0.5,18.0,20.0,0.526875961,0.0,0.0,-0.00088672475
 06/29  07:01:00,0.136094059,-0.019323423,18,20,0.5,18.0,20.0,0.52784213215,0.0,0.0,-0.00096617115
 06/29  07:02:00,0.139681963,-0.019118401,18,20,0.5,18.0,20.0,0.5287980522,0.0,0.0,-0.0009559200500000001
 06/29  07:03:00,0.144294982,-0.019810354,18,20,0.5,18.0,20.0,0.5297885699,0.0,0.0,-0.0009905177
 06/29  07:04:00,0.149420559,-0.020758586,18,20,0.5,18.0,20.0,0.5308264992,0.0,0.0,-0.0010379293
 06/29  07:05:00,0.151470789,-0.018631471,18,20,0.5,18.0,20.0,0.53175807275,0.0,0.0,-0.0009315735500000001
 06/29  07:06:00,0.157365202,-0.019861609,18,20,0.5,18.0,20.0,0.5327511532,0.0,0.0,-0.00099308045
 06/29  07:07:00,0.160953106,-0.019067145,18,20,0.5,18.0,20.0,0.53370451045,0.0,0.0,-0.00095335725
 06/29  07:08:00,0.156083808,-0.010763711,18,20,0.5,18.0,20.0,0.534242696,0.0,0.0,-0.00053818555
 06/29  07:09:00,0.1271243,0.018195797,18,20,0.5,18.0,20.0,0.53333290615,0.0,0.0,0.00090978985
 06/29  07:10:00,0.168128913,-0.019067145,18,20,0.5,18.0,20.0,0.5342862634,0.0,0.0,-0.00095335725
 06/29  07:11:00,0.171716817,-0.019092773,18,20,0.5,18.0,20.0,0.53524090205,0.0,0.0,-0.0009546386500000001
 06/29  07:12:00,0.180686576,-0.023962071,18,20,0.5,18.0,20.0,0.5364390056,0.0,0.0,-0.0011981035500000002
 06/29  07:13:00,0.186580989,-0.025627883,18,20,0.5,18.0,20.0,0.53772039975,0.0,0.0,-0.0012813941500000002
 06/29  07:14:00,0.190681451,-0.025602256,18,20,0.5,18.0,20.0,0.5390005125499999,0.0,0.0,-0.0012801128000000002
 06/29  07:15:00,0.194013075,-0.024679651,18,20,0.5,18.0,20.0,0.5402344950999999,0.0,0.0,-0.0012339825500000002
 06/29  07:16:00,0.196832142,-0.023552024,18,20,0.5,18.0,20.0,0.5414120962999999,0.0,0.0,-0.0011776012000000002
 06/29  07:17:00,0.200420046,-0.023193234,18,20,0.5,18.0,20.0,0.5425717579999999,0.0,0.0,-0.0011596617
 06/29  07:18:00,0.205545623,-0.02337263,18,20,0.5,18.0,20.0,0.5437403894999999,0.0,0.0,-0.0011686315
 06/29  07:19:00,0.212208872,-0.021527422,18,20,0.5,18.0,20.0,0.5448167606,0.0,0.0,-0.0010763711
 06/29  07:20:00,0.216821891,-0.021271143,18,20,0.5,18.0,20.0,0.5458803177499999,0.0,0.0,-0.00106355715
 06/29  07:21:00,0.222716304,-0.022065607,18,20,0.5,18.0,20.0,0.5469835980999999,0.0,0.0,-0.00110328035
 06/29  07:22:00,0.224766535,-0.019707842,18,20,0.5,18.0,20.0,0.5479689901999999,0.0,0.0,-0.0009853921000000001
 06/29  07:23:00,0.231686064,-0.022116864,18,20,0.5,18.0,20.0,0.5490748333999999,0.0,0.0,-0.0011058432
 06/29  07:24:00,0.238349313,-0.024013327,18,20,0.5,18.0,20.0,0.5502754997499999,0.0,0.0,-0.00120066635
 06/29  07:25:00,0.24116838,-0.022116863,18,20,0.5,18.0,20.0,0.5513813428999998,0.0,0.0,-0.00110584315
 06/29  07:26:00,0.245268842,-0.021373655,18,20,0.5,18.0,20.0,0.5524500256499999,0.0,0.0,-0.0010686827499999999
 06/29  07:27:00,0.250138139,-0.021271143,18,20,0.5,18.0,20.0,0.5535135827999998,0.0,0.0,-0.00106355715
 06/29  07:28:00,0.255263716,-0.02142491,18,20,0.5,18.0,20.0,0.5545848282999999,0.0,0.0,-0.0010712455
 06/29  07:29:00,0.258339062,-0.019887237,18,20,0.5,18.0,20.0,0.5555791901499999,0.0,0.0,-0.0009943618499999999
 06/29  07:30:00,0.262183244,-0.019195284,18,20,0.5,18.0,20.0,0.5565389543499999,0.0,0.0,-0.0009597642000000001
 06/29  07:31:00,0.267052542,-0.019630958,18,20,0.5,18.0,20.0,0.5575205022499999,0.0,0.0,-0.0009815479
 06/29  07:32:00,0.270384167,-0.01840082,18,20,0.5,18.0,20.0,0.5584405432499999,0.0,0.0,-0.0009200409999999999
 06/29  07:33:00,0.275509744,-0.019144029,18,20,0.5,18.0,20.0,0.5593977446999999,0.0,0.0,-0.00095720145
 06/29  07:34:00,0.279353926,-0.01888775,18,20,0.5,18.0,20.0,0.5603421322,0.0,0.0,-0.0009443874999999999
 06/29  07:35:00,0.28499206,-0.020143516,18,20,0.5,18.0,20.0,0.5613493079999999,0.0,0.0,-0.0010071758
 06/29  07:36:00,0.289348801,-0.020092261,18,20,0.5,18.0,20.0,0.5623539210499999,0.0,0.0,-0.0010046130500000001
 06/29  07:37:00,0.29396182,-0.020322912,18,20,0.5,18.0,20.0,0.5633700666499999,0.0,0.0,-0.0010161456
 06/29  07:38:00,0.298831117,-0.020835469,18,20,0.5,18.0,20.0,0.5644118400999999,0.0,0.0,-0.00104177345
 06/29  07:39:00,0.304212973,-0.021629934,18,20,0.5,18.0,20.0,0.5654933367999999,0.0,0.0,-0.0010814967
 06/29  07:40:00,0.310619944,-0.023193235,18,20,0.5,18.0,20.0,0.56665299855,0.0,0.0,-0.00115966175
 06/29  07:41:00,0.314720405,-0.022526909,18,20,0.5,18.0,20.0,0.567779344,0.0,0.0,-0.00112634545
 06/29  07:42:00,0.319077145,-0.022014352,18,20,0.5,18.0,20.0,0.5688800615999999,0.0,0.0,-0.0011007176000000002
 06/29  07:43:00,0.326509231,-0.024346489,18,20,0.5,18.0,20.0,0.5700973860499999,0.0,0.0,-0.00121732445
 06/29  07:44:00,0.329840856,-0.022629421,18,20,0.5,18.0,20.0,0.5712288570999999,0.0,0.0,-0.00113147105
 06/29  07:45:00,0.3377855,-0.025294721,18,20,0.5,18.0,20.0,0.5724935931499999,0.0,0.0,-0.00126473605
 06/29  07:46:00,0.341629682,-0.023910815,18,20,0.5,18.0,20.0,0.5736891338999999,0.0,0.0,-0.00119554075
 06/29  07:47:00,0.345730144,-0.022834444,18,20,0.5,18.0,20.0,0.5748308560999998,0.0,0.0,-0.0011417222
 06/29  07:48:00,0.350086884,-0.022065608,18,20,0.5,18.0,20.0,0.5759341364999998,0.0,0.0,-0.0011032804
 06/29  07:49:00,0.354187345,-0.021168631,18,20,0.5,18.0,20.0,0.5769925680499998,0.0,0.0,-0.00105843155
 06/29  07:50:00,0.360081758,-0.022116863,18,20,0.5,18.0,20.0,0.5780984111999997,0.0,0.0,-0.00110584315
 06/29  07:51:00,0.362131989,-0.019425936,18,20,0.5,18.0,20.0,0.5790697079999997,0.0,0.0,-0.0009712968000000001
 06/29  07:52:00,0.365719892,-0.018349564,18,20,0.5,18.0,20.0,0.5799871861999997,0.0,0.0,-0.0009174782
 06/29  07:53:00,0.365976171,-0.014659149,18,20,0.5,18.0,20.0,0.5807201436499997,0.0,0.0,-0.0007329574500000001
 06/29  07:54:00,0.371614305,-0.016119938,18,20,0.5,18.0,20.0,0.5815261405499997,0.0,0.0,-0.0008059969000000001
 06/29  07:55:00,0.375714767,-0.016427473,18,20,0.5,18.0,20.0,0.5823475141999997,0.0,0.0,-0.0008213736500000001
 06/29  07:56:00,0.37930267,-0.016248077,18,20,0.5,18.0,20.0,0.5831599180499998,0.0,0.0,-0.00081240385
 06/29  07:57:00,0.384940805,-0.017965146,18,20,0.5,18.0,20.0,0.5840581753499998,0.0,0.0,-0.0008982573000000001
 06/29  07:58:00,0.386991035,-0.016324961,18,20,0.5,18.0,20.0,0.5848744233999998,0.0,0.0,-0.00081624805
 06/29  07:59:00,0.391347775,-0.016965658,18,20,0.5,18.0,20.0,0.5857227062999999,0.0,0.0,-0.0008482829000000001
 06/29  08:00:00,0.395704516,-0.017760124,18,20,0.5,18.0,20.0,0.5866107124999999,0.0,0.0,-0.0008880062
 06/29  08:01:00,0.399804977,-0.018093286,18,20,0.5,18.0,20.0,0.5875153767999999,0.0,0.0,-0.0009046643
 06/29  08:02:00,0.402624044,-0.017221938,18,20,0.5,18.0,20.0,0.5883764736999999,0.0,0.0,-0.0008610969
 06/29  08:03:00,0.407493342,-0.017939518,18,20,0.5,18.0,20.0,0.5892734495999999,0.0,0.0,-0.0008969759000000001
 06/29  08:04:00,0.413387755,-0.019656586,18,20,0.5,18.0,20.0,0.5902562789,0.0,0.0,-0.0009828293
 06/29  08:05:00,0.417488216,-0.019579703,18,20,0.5,18.0,20.0,0.5912352640499999,0.0,0.0,-0.00097898515
 06/29  08:06:00,0.421332399,-0.019220913,18,20,0.5,18.0,20.0,0.5921963096999999,0.0,0.0,-0.00096104565
 06/29  08:07:00,0.426201697,-0.019964121,18,20,0.5,18.0,20.0,0.5931945157499999,0.0,0.0,-0.0009982060500000002
 06/29  08:08:00,0.429277043,-0.018810867,18,20,0.5,18.0,20.0,0.5941350591,0.0,0.0,-0.00094054335
 06/29  08:09:00,0.432864946,-0.018247052,18,20,0.5,18.0,20.0,0.5950474117,0.0,0.0,-0.0009123526
 06/29  08:10:00,0.436709129,-0.017990774,18,20,0.5,18.0,20.0,0.5959469504,0.0,0.0,-0.0008995387000000001
 06/29  08:11:00,0.441065869,-0.018221425,18,20,0.5,18.0,20.0,0.59685802165,0.0,0.0,-0.00091107125
 06/29  08:12:00,0.443884936,-0.016914403,18,20,0.5,18.0,20.0,0.5977037418,0.0,0.0,-0.0008457201500000002
 06/29  08:13:00,0.449266791,-0.018118913,18,20,0.5,18.0,20.0,0.59860968745,0.0,0.0,-0.00090594565
 06/29  08:14:00,0.452342137,-0.017298821,18,20,0.5,18.0,20.0,0.5994746285,0.0,0.0,-0.00086494105
 06/29  08:15:00,0.457980272,-0.01888775,18,20,0.5,18.0,20.0,0.600419016,0.0,0.0,-0.0009443874999999999
 06/29  08:16:00,0.460286781,-0.017298821,18,20,0.5,18.0,20.0,0.60128395705,0.0,0.0,-0.00086494105
 06/29  08:17:00,0.464387242,-0.017580727,18,20,0.5,18.0,20.0,0.6021629934,0.0,0.0,-0.00087903635
