Date/Time,PV.Minute.PU,BAT.Minute.PU,baseline heating setpoint (C),baseline cooling setpoint (C),base LED intensity (-)
 06/29  11:57:00,0.8580838368637179,-0.40980935167469545,18,20,0.5
 06/29  11:58:00,0.8495988142143036,-0.3436515847027596,18,20,0.5
 06/29  11:59:00,0.8492887554543873,-0.2855477830798665,18,20,0.5
 06/29  12:00:00,0.8554369937912625,-0.23306027996037315,18,20,0.5
 06/29  12:01:00,0.8596114434369636,-0.17886563868323346,18,20,0.5
 06/29  12:02:00,0.8651168770276709,-0.12755930819084493,18,20,0.5
 06/29  12:03:00,0.8744715766866062,-0.08293761768998664,18,20,0.5
 06/29  12:04:00,0.5016584362451127,0.3032829172748105,18,20,0.5
 06/29  12:05:00,0.6420643863483396,0.1606262430709431,18,20,0.5
 06/29  12:06:00,0.4817836697344838,0.281927809245801,18,20,0.5
 06/29  12:07:00,0.6098696996967474,0.12902036556684027,18,20,0.5
 06/29  12:08:00,0.9367177633419798,-0.18911580316562437,18,20,0.5
 06/29  12:09:00,0.8406902966732965,-0.0939481823750502,18,20,0.5
 06/29  12:10:00,0.6665620533452316,0.06129256690841167,18,20,0.5
 06/29  12:11:00,0.9711720977365712,-0.23216141205296725,18,20,0.5
 06/29  12:12:00,1.0,-0.24750100201916314,18,20,0.5
 06/29  12:13:00,0.4465148639144541,0.2631884627891676,18,20,0.5
 06/29  12:14:00,0.3625607828605567,0.3332327785046094,18,20,0.5
 06/29  12:15:00,0.3872255790914522,0.28308410154802516,18,20,0.5
 06/29  12:16:00,0.7304545763916723,-0.035277805086476155,18,20,0.5
 06/29  12:17:00,0.6904743899026718,0.012762850423116756,18,20,0.5
 06/29  12:18:00,0.5534306867423412,0.11147784592348353,18,20,0.5
 06/29  12:19:00,0.7084789727223916,-0.056791572451657335,18,20,0.5
 06/29  12:20:00,0.6705050932823123,-0.018423389017869995,18,20,0.5
 06/29  12:21:00,0.8521246587463039,-0.21194769838088823,18,20,0.5
 06/29  12:22:00,0.6249703175455447,-0.02229632542557447,18,20,0.5
 06/29  12:23:00,0.9440532998570704,-0.29162546414283874,18,20,0.5
 06/29  12:24:00,0.9209274538125884,-0.21266295100315358,18,20,0.5
 06/29  12:25:00,0.8293466835056303,-0.07687007025477766,18,20,0.5
 06/29  12:26:00,0.8844085818214819,-0.11653656802764822,18,20,0.5
 06/29  12:27:00,0.6805472158992083,0.08633208049427898,18,20,0.5
 06/29  12:28:00,0.8710155558748572,-0.07237777256811828,18,20,0.5
 06/29  12:29:00,0.8426489605469134,-0.030594178457722276,18,20,0.5
 06/29  12:30:00,0.5077756687059962,0.28800617092556324,18,20,0.5
 06/29  12:31:00,0.8986334727337352,-0.09820075170343256,18,20,0.5
 06/29  12:32:00,0.9089032238548622,-0.08007721219362784,18,20,0.5
 06/29  12:33:00,0.9254573366708764,-0.09849092132826154,18,20,0.5
 06/29  12:34:00,0.4641844320252887,0.31710768113859633,18,20,0.5
 06/29  12:35:00,0.2626757314739891,0.46194928648673167,18,20,0.5
 06/29  12:36:00,0.2475766261069475,0.41336519628231994,18,20,0.5
 06/29  12:37:00,0.2532658262309711,0.36494785719147255,18,20,0.5
 06/29  12:38:00,0.2600576255548917,0.29706026483555553,18,20,0.5
 06/29  12:39:00,0.2773747854166509,0.22321568746076997,18,20,0.5
 06/29  12:40:00,0.5952432448783587,-0.08590601438370149,18,20,0.5
 06/29  12:41:00,0.9194527841007918,-0.408033622469429,18,20,0.5
 06/29  12:42:00,0.9216156330114268,-0.40892523046440754,18,20,0.5
 06/29  12:43:00,0.8965689351372199,-0.3867673727435663,18,20,0.5
 06/29  12:44:00,0.7829664304674324,-0.24128666822956446,18,20,0.5
 06/29  12:45:00,0.8607004303010596,-0.2592181981804845,18,20,0.5
 06/29  12:46:00,0.8997753964592802,-0.23307328730347188,18,20,0.5
 06/29  12:47:00,0.8913659978976505,-0.16085387157517417,18,20,0.5
 06/29  12:48:00,0.8670452912661741,-0.07583439837256967,18,20,0.5
 06/29  12:49:00,0.8472544674929858,0.0009443936082521587,18,20,0.5
 06/29  12:50:00,0.8362284754940144,0.03606890866878931,18,20,0.5
 06/29  12:51:00,0.8337858174585769,0.029944870040005234,18,20,0.5
 06/29  12:52:00,0.8280610740132948,0.026314157585474174,18,20,0.5
 06/29  12:53:00,0.822684201371821,0.02430255685040794,18,20,0.5
 06/29  12:54:00,0.8190391203406109,0.03155490686893603,18,20,0.5
 06/29  12:55:00,0.8153335400391734,0.0307237981441848,18,20,0.5
 06/29  12:56:00,0.816793084933413,0.020966022097358428,18,20,0.5
 06/29  12:57:00,0.8197121747218925,0.010881549991303086,18,20,0.5
 06/29  12:58:00,0.820029795890587,0.005862379285049957,18,20,0.5
 06/29  12:59:00,0.8229866977229587,0.00047870047567555307,18,20,0.5
 06/29  13:00:00,0.8280383867869595,-0.00539199745903074,18,20,0.5
 06/29  13:01:00,0.8355932331566251,-0.012766102258891632,18,20,0.5
 06/29  13:02:00,0.8429514568980513,-0.018635287711842086,18,20,0.5
 06/29  13:03:00,0.8217918371359646,0.0024350956266590007,18,20,0.5
 06/29  13:04:00,0.8566999160572626,-0.028706903722973798,18,20,0.5
 06/29  13:05:00,0.8797501380139602,-0.04531546588219282,18,20,0.5
 06/29  13:06:00,0.6330106705587863,0.18304576013551843,18,20,0.5
 06/29  13:07:00,0.2793440366625577,0.4826755802258136,18,20,0.5
 06/29  13:08:00,0.2364969410056491,0.46716939039422833,18,20,0.5
 06/29  13:09:00,0.2356348264049065,0.4092963178631658,18,20,0.5
 06/29  13:10:00,0.2352650246156405,0.3503887834352999,18,20,0.5
 06/29  13:11:00,0.2341465443573087,0.2913625948137,18,20,0.5
 06/29  13:12:00,0.2335869261077038,0.23098575998427026,18,20,0.5
 06/29  13:13:00,0.2304371828514818,0.17500003781204393,18,20,0.5
 06/29  13:14:00,0.2243494437848343,0.1178527296514486,18,20,0.5
 06/29  13:15:00,0.2194679089183487,0.05670604160837303,18,20,0.5
 06/29  13:16:00,0.2289141137235032,0.006850181119690213,18,20,0.5
 06/29  13:17:00,0.2365634902028994,-0.005077250005671802,18,20,0.5
 06/29  13:18:00,0.2557243653248433,-0.022315382695696273,18,20,0.5
 06/29  13:19:00,0.3723790581776107,-0.12529565237119325,18,20,0.5
 06/29  13:20:00,0.8887796540954225,-0.5763447853410268,18,20,0.5
 06/29  13:21:00,0.8712651153645459,-0.49511838950942655,18,20,0.5
 06/29  13:22:00,0.822752263050827,-0.38768900350139535,18,20,0.5
 06/29  13:23:00,0.7956485899888832,-0.30406418972571136,18,20,0.5
 06/29  13:24:00,0.7880937436192176,-0.2401349133726075,18,20,0.5
 06/29  13:25:00,0.788592862598595,-0.1837215369839602,18,20,0.5
 06/29  13:26:00,0.7941134210068591,-0.13272216466388875,18,20,0.5
 06/29  13:27:00,0.8042092367260821,-0.08605340573079345,18,20,0.5
 06/29  13:28:00,0.8123766382068017,-0.038555579923317373,18,20,0.5
 06/29  13:29:00,0.8235690031988989,-0.004628950413285593,18,20,0.5
 06/29  13:30:00,0.8333925722020978,-0.019991227605816952,18,20,0.5
 06/29  13:31:00,0.8453109284369258,-0.03450500253340694,18,20,0.5
 06/29  13:32:00,0.8563217956183403,-0.04215891645807024,18,20,0.5
 06/29  13:33:00,0.8652983748383536,-0.04417051719313625,18,20,0.5
 06/29  13:34:00,0.8741690803354686,-0.04443368901862621,18,20,0.5
 06/29  13:35:00,0.8747967602640794,-0.03644097918068878,18,20,0.5
 06/29  13:36:00,0.8725204752217677,-0.026323988716886015,18,20,0.5
 06/29  13:37:00,0.8822759825459606,-0.028272821459091158,18,20,0.5
 06/29  13:38:00,0.8911088759991832,-0.029232491133075467,18,20,0.5
 06/29  13:39:00,0.8940279657876627,-0.025105684662678818,18,20,0.5
 06/29  13:40:00,0.8908517541007163,-0.016183554785870413,18,20,0.5
 06/29  13:41:00,0.762063932603813,0.10427956712772157,18,20,0.5
 06/29  13:42:00,0.3095868656084335,0.5020831411221104,18,20,0.5
 06/29  13:43:00,0.2352219188856034,0.5134404422496655,18,20,0.5
 06/29  13:44:00,0.2228823364818161,0.46065135026808746,18,20,0.5
 06/29  13:45:00,0.2258982251026597,0.39274560813110193,18,20,0.5
 06/29  13:46:00,0.2146128424825875,0.33824022747725613,18,20,0.5
 06/29  13:47:00,0.2180166826737652,0.2684104572988588,18,20,0.5
 06/29  13:48:00,0.2098356688572444,0.2084641504011858,18,20,0.5
 06/29  13:49:00,0.2016743173035475,0.14739013710647114,18,20,0.5
 06/29  13:50:00,0.1978379073302428,0.08192516240272851,18,20,0.5
 06/29  13:51:00,0.2096224089296923,0.014896508435866929,18,20,0.5
 06/29  13:52:00,0.2467924043166229,-0.02855293308024473,18,20,0.5
 06/29  13:53:00,0.2238949430172498,-0.0067881693677069865,18,20,0.5
 06/29  13:54:00,0.2154144578131026,0.0009455279695688712,18,20,0.5
 06/29  13:55:00,0.2230449282705527,-0.006970272171091918,18,20,0.5
 06/29  13:56:00,0.235729356514637,-0.01754304901197129,18,20,0.5
 06/29  13:57:00,0.2373741804239486,-0.017252123146264564,18,20,0.5
 06/29  13:58:00,0.476173874902634,-0.229417997020411,18,20,0.5
 06/29  13:59:00,0.58404785492275,-0.2990546232786067,18,20,0.5
 06/29  14:00:00,0.2937723563709513,0.0008143201772628506,18,20,0.5
 06/29  14:01:00,0.2745623255919476,0.026518342622492086,18,20,0.5
 06/29  14:02:00,0.4432448783586548,-0.12251896274001195,18,20,0.5
 06/29  14:03:00,0.494799331483064,-0.1469829770178397,18,20,0.5
 06/29  14:04:00,0.4758320540258483,-0.10197393993934945,18,20,0.5
 06/29  14:05:00,0.6042470487699743,-0.19226872263353334,18,20,0.5
 06/29  14:06:00,0.83148684518993,-0.3599327701859597,18,20,0.5
 06/29  14:07:00,0.8896947055576143,-0.3529085780402774,18,20,0.5
 06/29  14:08:00,0.7996188545975664,-0.2304882291107363,18,20,0.5
 06/29  14:09:00,0.829392057958301,-0.2357270121679158,18,20,0.5
 06/29  14:10:00,0.8120741418556638,-0.1665789175168073,18,20,0.5
 06/29  14:11:00,0.845076493764794,-0.14252985260865292,18,20,0.5
 06/29  14:12:00,0.8178820717975089,-0.0778717112974825,18,20,0.5
 06/29  14:13:00,0.5020910060272398,0.23864852192720432,18,20,0.5
 06/29  14:14:00,0.4779260850165995,0.2630228460369197,18,20,0.5
 06/29  14:15:00,0.3511566704226631,0.3644832227961249,18,20,0.5
 06/29  14:16:00,0.2558430951426649,0.4022324230713966,18,20,0.5
 06/29  14:17:00,0.2548448571839102,0.339745676192781,18,20,0.5
 06/29  14:18:00,0.2850460928815046,0.2580871643235805,18,20,0.5
 06/29  14:19:00,0.4138830700354677,0.08769928837733393,18,20,0.5
 06/29  14:20:00,0.4422360530276104,0.022362496502385865,18,20,0.5
 06/29  14:21:00,0.2551223975860791,0.15048074232604575,18,20,0.5
 06/29  14:22:00,0.3580112377394447,0.0016048187668736835,18,20,0.5
 06/29  14:23:00,0.3755061142074974,-0.028548546883153225,18,20,0.5
 06/29  14:24:00,0.4142059848903073,-0.07362042757859238,18,20,0.5
 06/29  14:25:00,0.717289178949279,-0.3400903707849025,18,20,0.5
 06/29  14:26:00,0.6439988505138656,-0.22798446681236906,18,20,0.5
 06/29  14:27:00,0.4191570939175546,0.013288513457306417,18,20,0.5
 06/29  14:28:00,0.3432093350373961,0.09505259655305409,18,20,0.5
 06/29  14:29:00,0.2742552917955427,0.15004386197091496,18,20,0.5
 06/29  14:30:00,0.2265160738998586,0.17621108195382398,18,20,0.5
 06/29  14:31:00,0.1956576648794173,0.20112301770359906,18,20,0.5
 06/29  14:32:00,0.1704151006178488,0.20760596825300792,18,20,0.5
 06/29  14:33:00,0.1484455468755908,0.20686946526207528,18,20,0.5
 06/29  14:34:00,0.1297263164263081,0.19714072886495804,18,20,0.5
 06/29  14:35:00,0.1147595532128893,0.1518545295047379,18,20,0.5
 06/29  14:36:00,0.1014103892371798,0.11094484735277885,18,20,0.5
 06/29  14:37:00,0.0889551019790823,0.0903799354170291,18,20,0.5
 06/29  14:38:00,0.0783919293973516,0.07446136743475534,18,20,0.5
 06/29  14:39:00,0.0693703538451067,0.06299444919195665,18,20,0.5
 06/29  14:40:00,0.0620924428849077,0.05382999705066055,18,20,0.5
 06/29  14:41:00,0.0563781355637397,0.04561635144026079,18,20,0.5
 06/29  14:42:00,0.052041094129302,0.038115992225843796,18,20,0.5
 06/29  14:43:00,0.0490212730558937,0.03119338591728238,18,20,0.5
 06/29  14:44:00,0.0479282781151452,0.024106577026914593,18,20,0.5
 06/29  14:45:00,0.0485063486421695,0.016903186042818305,18,20,0.5
 06/29  14:46:00,0.0493434316698554,0.010859407258399983,18,20,0.5
 06/29  14:47:00,0.0504426277858023,0.005908963723125091,18,20,0.5
 06/29  14:48:00,0.0530075699711872,0.0008055855951237464,18,20,0.5
 06/29  14:49:00,0.0570918757042493,-0.0045065679520240876,18,20,0.5
 06/29  14:50:00,0.0619848298079904,-0.009410283363456937,18,20,0.5
 06/29  14:51:00,0.0666692883017098,-0.013065626583379328,18,20,0.5
 06/29  14:52:00,0.0724530185354639,-0.016808164376517234,18,20,0.5
 06/29  14:53:00,0.0786286327921169,-0.020023042659547907,18,20,0.5
 06/29  14:54:00,0.0881587803347122,-0.02553013998018651,18,20,0.5
 06/29  14:55:00,0.1041479812149765,-0.0359551776031701,18,20,0.5
 06/29  14:56:00,0.131301566174858,-0.05491294911255136,18,20,0.5
 06/29  14:57:00,0.1638010179002215,-0.07607656182647293,18,20,0.5
 06/29  14:58:00,0.2020872248228505,-0.09945480326393559,18,20,0.5
 06/29  14:59:00,0.2405299736071934,-0.1195537422579841,18,20,0.5
 06/29  15:00:00,0.296884287583281,-0.15241811045654263,18,20,0.5
 06/29  15:01:00,0.3418012145228498,-0.16982184477399742,18,20,0.5
 06/29  15:02:00,0.3477112369832039,-0.14820604538957752,18,20,0.5
 06/29  15:03:00,0.2621849311442681,-0.04432410971542661,18,20,0.5
 06/29  15:04:00,0.2432743717528907,-0.009901991182231368,18,20,0.5
 06/29  15:05:00,0.2354926531198717,0.011014194641277175,18,20,0.5
 06/29  15:06:00,0.2240265289299948,0.031752815106667776,18,20,0.5
 06/29  15:07:00,0.2020191631438446,0.05758199541718023,18,20,0.5
 06/29  15:08:00,0.1727639847844335,0.08390484977274965,18,20,0.5
 06/29  15:09:00,0.1383943493681607,0.10806092276511917,18,20,0.5
 06/29  15:10:00,0.1090310285632179,0.11863891766805564,18,20,0.5
 06/29  15:11:00,0.0851398667503573,0.116863944703667,18,20,0.5
 06/29  15:12:00,0.0689122987453963,0.10521161888484727,18,20,0.5
 06/29  15:13:00,0.0600574743067161,0.09385369763977225,18,20,0.5
 06/29  15:14:00,0.0557550687044837,0.07940417293716397,18,20,0.5
 06/29  15:15:00,0.0542866001678854,0.06275203617856362,18,20,0.5
 06/29  15:16:00,0.0538891955865782,0.046135707425529186,18,20,0.5
 06/29  15:17:00,0.052366655827214,0.03269299645323031,18,20,0.5
 06/29  15:18:00,0.0488788728985956,0.023792268193264916,18,20,0.5
 06/29  15:19:00,0.0445031119312123,0.018778905416953387,18,20,0.5
 06/29  15:20:00,0.0415080955585973,0.015021628489106306,18,20,0.5
 06/29  15:21:00,0.0401685660916715,0.01186402789016354,18,20,0.5
 06/29  15:22:00,0.0385067267626084,0.010485310020947852,18,20,0.5
 06/29  15:23:00,0.0374610725008129,0.00927132410215302,18,20,0.5
 06/29  15:24:00,0.0405292173663155,0.004680594102833613,18,20,0.5
 06/29  15:25:00,0.0506594420454803,-0.005812346388571699,18,20,0.5
 06/29  15:26:00,0.0761209380411848,-0.029050668138815544,18,20,0.5
 06/29  15:27:00,0.2133733636838005,-0.15020242299577258,18,20,0.5
 06/29  15:28:00,0.607126057791928,-0.4881303986145668,18,20,0.5
 06/29  15:29:00,0.6594012084729228,-0.4789157396413906,18,20,0.5
 06/29  15:30:00,0.660940914900214,-0.41851216413452014,18,20,0.5
 06/29  15:31:00,0.6132493401798341,-0.31351251200532393,18,20,0.5
 06/29  15:32:00,0.5622325743195723,-0.21012316138936576,18,20,0.5
 06/29  15:33:00,0.539773732729349,-0.1374330537762889,18,20,0.5
 06/29  15:34:00,0.4779517972064462,-0.03186886026937302,18,20,0.5
 06/29  15:35:00,0.513132879084646,-0.02080259844365623,18,20,0.5
 06/29  15:36:00,0.416569237633571,0.10980587296665734,18,20,0.5
 06/29  15:37:00,0.3489136599789765,0.19101548025076953,18,20,0.5
 06/29  15:38:00,0.4510666777581995,0.07325652446817371,18,20,0.5
 06/29  15:39:00,0.444814078180182,0.05805041101691705,18,20,0.5
 06/29  15:40:00,0.4004061013514025,0.07640490649081544,18,20,0.5
 06/29  15:41:00,0.3789704536689026,0.0744126655222222,18,20,0.5
 06/29  15:42:00,0.4644634849092133,-0.02085727465912446,18,20,0.5
 06/29  15:43:00,0.4480356643197992,-0.013603260910665271,18,20,0.5
 06/29  15:44:00,0.4280164558015019,0.0014224134671375066,18,20,0.5
 06/29  15:45:00,0.3527357013756022,0.06066345012213287,18,20,0.5
 06/29  15:46:00,0.2444896508435867,0.1517015419751499,18,20,0.5
 06/29  15:47:00,0.2710284119697806,0.11737425604803642,18,20,0.5
 06/29  15:48:00,0.2763251230782028,0.09460338947161456,18,20,0.5
 06/29  15:49:00,0.3202816241029093,0.038193643039180825,18,20,0.5
 06/29  15:50:00,0.3110532166705739,0.03848676200343332,18,20,0.5
 06/29  15:51:00,0.3752444548637632,-0.026077076070269878,18,20,0.5
 06/29  15:52:00,0.5280489741592492,-0.17252304644075234,18,20,0.5
 06/29  15:53:00,0.5999788252554203,-0.2292585814433613,18,20,0.5
 06/29  15:54:00,0.581438067653309,-0.1953756626560692,18,20,0.5
 06/29  15:55:00,0.5495731020244569,-0.14382695696233172,18,20,0.5
 06/29  15:56:00,0.5141689290872928,-0.08145485620079707,18,20,0.5
 06/29  15:57:00,0.503125543548131,-0.04720175750380018,18,20,0.5
 06/29  15:58:00,0.489690924353225,-0.012430558181391882,18,20,0.5
 06/29  15:59:00,0.4857493968979,0.008057746553432166,18,20,0.5
 06/29  16:00:00,0.4939357044005656,0.018159687823765702,18,20,0.0
 06/29  16:01:00,0.4884022898973781,0.035008885830314695,18,20,0.0
 06/29  16:02:00,0.482453699152254,0.036397949074739255,18,20,0.0
 06/29  16:03:00,0.4697186027693542,0.036107023209032585,18,20,0.0
 06/29  16:04:00,0.4657105261167787,0.02854234570795494,18,20,0.0
 06/29  16:05:00,0.4668199314845764,0.019157623286169212,18,20,0.0
 06/29  16:06:00,0.4661930077968435,0.014986954844857125,18,20,0.0
 06/29  16:07:00,0.4591682862825467,0.017615950632595523,18,20,0.0
 06/29  16:08:00,0.4481347318747968,0.024493885792502557,18,20,0.0
 06/29  16:09:00,0.4485915013650148,0.02032132674899606,18,20,0.0
 06/29  16:10:00,0.447774004976065,0.01652265319549573,18,20,0.0
 06/29  16:11:00,0.4478193794287356,0.012418987695960892,18,20,0.0
 06/29  16:12:00,0.4485476393940998,0.008300121754781342,18,20,0.0
 06/29  16:13:00,0.4482360681524279,0.006463439534760584,18,20,0.0
 06/29  16:14:00,0.449713006586858,0.003386749147338497,18,20,0.0
 06/29  16:15:00,0.4515695779419661,5.142437969229974e-06,18,20,0.0
 06/29  16:16:00,0.4543775003214024,-0.003984330689010995,18,20,0.0
 06/29  16:17:00,0.4574281760226267,-0.007209017416227315,18,20,0.0
 06/29  16:18:00,0.457937126133416,-0.006737728101154694,18,20,0.0
 06/29  16:19:00,0.4601854302632475,-0.007826639341162955,18,20,0.0
 06/29  16:20:00,0.4636346449070958,-0.009689789991908226,18,20,0.0
 06/29  16:21:00,0.4724993004771879,-0.016086453457155148,18,20,0.0
 06/29  16:22:00,0.4814743672154455,-0.021768847413278114,18,20,0.0
 06/29  16:23:00,0.4851602852540592,-0.021762343741728696,18,20,0.0
 06/29  16:24:00,0.4813609310837689,-0.014798197121747236,18,20,0.0
 06/29  16:25:00,0.4721083239433424,-0.003491715381183147,18,20,0.0
 06/29  16:26:00,0.4614612086241709,0.007863770768265166,18,20,0.0
 06/29  16:27:00,0.4540266045540826,0.014958217691498965,18,20,0.0
 06/29  16:28:00,0.4488766041759621,0.019202165873874133,18,20,0.0
 06/29  16:29:00,0.4381924330537762,0.027687037275112958,18,20,0.0
 06/29  16:30:00,0.4287091724456074,0.03367775063713291,18,20,0.0
 06/29  16:31:00,0.4242972631642631,0.03326945618718474,18,20,0.0
 06/29  16:32:00,0.4241452587478164,0.027688549756868575,18,20,0.0
 06/29  16:33:00,0.4214235478284543,0.024036586933670168,18,20,0.0
 06/29  16:34:00,0.4182654859225761,0.020885104323429105,18,20,0.0
 06/29  16:35:00,0.4115477982046842,0.021546739467455167,18,20,0.0
 06/29  16:36:00,0.3895578259587244,0.03634637344687025,18,20,0.0
 06/29  16:37:00,0.3724872006231425,0.045263058389358124,18,20,0.0
 06/29  16:38:00,0.3939644415539238,0.018294601196373106,18,20,0.0
 06/29  16:39:00,0.3408589383890557,0.06166675489476914,18,20,0.0
 06/29  16:40:00,0.1358601861865041,0.23738060847141038,18,20,0.0
 06/29  16:41:00,0.1380313537467954,0.20658284996937223,18,20,0.0
 06/29  16:42:00,0.1545302609787269,0.1631224429605318,18,20,0.0
 06/29  16:43:00,0.1771804315110449,0.1160479607964729,18,20,0.0
 06/29  16:44:00,0.1995394493053927,0.07181633934040677,18,20,0.0
 06/29  16:45:00,0.1980284800314596,0.051975376797017386,18,20,0.0
 06/29  16:46:00,0.1869389637987492,0.04280300681373028,18,20,0.0
 06/29  16:47:00,0.1784070542149085,0.03192690175674759,18,20,0.0
 06/29  16:48:00,0.1824211807945066,0.006758449101207764,18,20,0.0
 06/29  16:49:00,0.1920443459650768,-0.017746175311760315,18,20,0.0
 06/29  16:50:00,0.1991189793773112,-0.01849492940491404,18,20,0.0
 06/29  16:51:00,0.2017650662088888,-0.01476764499028227,18,20,0.0
 06/29  16:52:00,0.2024608078165057,-0.010670331914121312,18,20,0.0
 06/29  16:53:00,0.2030204260661105,-0.00864595070821958,18,20,0.0
 06/29  16:54:00,0.2021159619762086,-0.0074838353512360345,18,20,0.0
 06/29  16:55:00,0.1977123713445206,-0.003111855588241952,18,20,0.0
 06/29  16:56:00,0.1923128114767115,0.002825089047363366,18,20,0.0
 06/29  16:57:00,0.2144192448178594,-0.01568012523348941,18,20,0.0
 06/29  16:58:00,0.2775804829354246,-0.0693254331369628,18,20,0.0
 06/29  16:59:00,0.2923150801993451,-0.07403295697745649,18,20,0.0
 06/29  17:00:00,0.2698108641564511,-0.04445955245664854,18,20,0.0
 06/29  17:01:00,0.2498090491783443,-0.01965333918159612,18,20,0.0
 06/29  17:02:00,0.1972162773286547,0.03241497961930834,18,20,0.0
 06/29  17:03:00,0.1557848645950708,0.0691228362057883,18,20,0.0
 06/29  17:04:00,0.1345133211830632,0.08363411553848132,18,20,0.0
 06/29  17:05:00,0.1151127177028427,0.09477475365453406,18,20,0.0
 06/29  17:06:00,0.1021552865018565,0.09871643235803475,18,20,0.0
 06/29  17:07:00,0.0862825467167802,0.10177550233300311,18,20,0.0
 06/29  17:08:00,0.0779238162939659,0.09016856609167155,18,20,0.0
 06/29  17:09:00,0.0745163461465746,0.07179616283378579,18,20,0.0
 06/29  17:10:00,0.0739599797327444,0.05276744080524534,18,20,0.0
 06/29  17:11:00,0.0758343227484818,0.0334956251465217,18,20,0.0
 06/29  17:12:00,0.0817337578365461,0.016047938109246526,18,20,0.0
 06/29  17:13:00,0.1179327399363245,-0.023936256456406513,18,20,0.0
 06/29  17:14:00,0.1434218387240704,-0.0485345034900517,18,20,0.0
 06/29  17:15:00,0.162895041328564,-0.06322947373197316,18,20,0.0
 06/29  17:16:00,0.170589036019753,-0.0640800934713725,18,20,0.0
 06/29  17:17:00,0.1781695945792654,-0.06247194724463638,18,20,0.0
 06/29  17:18:00,0.1841287726966793,-0.057810629721778944,18,20,0.0
 06/29  17:19:00,0.1914370845401677,-0.05342686772590802,18,20,0.0
 06/29  17:20:00,0.1928285677554014,-0.04293149213887601,18,20,0.0
 06/29  17:21:00,0.1894678332942609,-0.028207406623157655,18,20,0.0
 06/29  17:22:00,0.1820362541876838,-0.010745577881466767,18,20,0.0
 06/29  17:23:00,0.1695423986448163,0.00690924353224992,18,20,0.0
 06/29  17:24:00,0.152658564806062,0.024716749979203367,18,20,0.0
 06/29  17:25:00,0.1351773006738106,0.039426240045979444,18,20,0.0
 06/29  17:26:00,0.1201674317303547,0.04939394856049549,18,20,0.0
 06/29  17:27:00,0.1069059916964751,0.05552902830609607,18,20,0.0
 06/29  17:28:00,0.0956017030544569,0.05798060998389207,18,20,0.0
 06/29  17:29:00,0.0834436184613523,0.059339347969115094,18,20,0.0
 06/29  17:30:00,0.0713076917259685,0.05932318710155561,18,20,0.0
 06/29  17:31:00,0.0597819001308296,0.05788038538035139,18,20,0.0
 06/29  17:32:00,0.0494257106773649,0.054975520482784174,18,20,0.0
 06/29  17:33:00,0.0411464611708121,0.05041517624193657,18,20,0.0
 06/29  17:34:00,0.0348619482277495,0.044920027527167915,18,20,0.0
 06/29  17:35:00,0.0299652129196191,0.039295554059879174,18,20,0.0
 06/29  17:36:00,0.0260105268730195,0.03383454962074525,18,20,0.0
 06/29  17:37:00,0.0229252153395899,0.02852178351848633,18,20,0.0
 06/29  17:38:00,0.0206522577571408,0.023299796571203818,18,20,0.0
 06/29  17:39:00,0.0191222312130859,0.01839768439043208,18,20,0.0
 06/29  17:40:00,0.0185848464452897,0.013662784630160404,18,20,0.0
 06/29  17:41:00,0.0186575211936506,0.0094776719880816,18,20,0.0
 06/29  17:42:00,0.0186069286789228,0.0064463863029651895,18,20,0.0
 06/29  17:43:00,0.018227598254596,0.004533830435670377,18,20,0.0
 06/29  17:44:00,0.0177470828008137,0.003302859346759099,18,20,0.0
 06/29  17:45:00,0.0171875401752966,0.002584634697843948,18,20,0.0
 06/29  17:46:00,0.0168904131343915,0.001969750364886249,18,20,0.0
 06/29  17:47:00,0.0171338470729696,0.0011471795996461191,18,20,0.0
 06/29  17:48:00,0.0169726165178132,0.0009404460308697592,18,20,0.0
 06/29  17:49:00,0.0162802779941466,0.0013485892326424304,18,20,0.0
 06/29  17:50:00,0.0160811597710102,0.0012973387883508831,18,20,0.0
 06/29  17:51:00,0.0162423903261666,0.0008945951464460825,18,20,0.0
 06/29  17:52:00,0.0169252002147724,4.3612411425243e-05,18,20,0.0
 06/29  17:53:00,0.0175258067199564,-0.0006271732472227197,18,20,0.0
 06/29  17:54:00,0.0181137840024804,-0.0011784804095800495,18,20,0.0
 06/29  17:55:00,0.0202065293837393,-0.0029693268699946818,18,20,0.0
 06/29  17:56:00,0.0252708476703999,-0.0071956017030544404,18,20,0.0
 06/29  17:57:00,0.0325384737546603,-0.012922765119145765,18,20,0.0
 06/29  17:58:00,0.0421106682900637,-0.01998115447732412,18,20,0.0
 06/29  17:59:00,0.0528619936022021,-0.02707430822865697,18,20,0.0
 06/29  18:00:00,0.0653456398932187,-0.034631506507452725,18,20,0.0
 06/29  18:01:00,0.0749399166622552,-0.038356030642880366,18,20,0.0
 06/29  18:02:00,0.0820649913410419,-0.038967126209040116,18,20,0.0
 06/29  18:03:00,0.1142657279196569,-0.06149387066768506,18,20,0.0
 06/29  18:04:00,0.0924307850536553,-0.03222722769656597,18,20,0.0
 06/29  18:05:00,0.0811930456088873,-0.014890836629283158,18,20,0.0
 06/29  18:06:00,0.082147421596727,-0.010157555224490161,18,20,0.0
 06/29  18:07:00,0.0776651819137431,-0.001162644725597975,18,20,0.0
 06/29  18:08:00,0.0701633480296144,0.009144457132485795,18,20,0.0
