DATE (MM/DD/YYYY),HOUR-MST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Air Temperature [deg C],Avg Dew Point Temp [deg C],Avg Rel Humidity [%],Avg Avg Wind Speed @ 10m [m/s],Avg Station Pressure [mBar]
1/1/2024,1,-1.4360,-0.0338,0.0000,-7.5662,-9.2360,87.8333,2.3141,834.7512
1/1/2024,2,-1.3104,-0.2686,0.0000,-7.9071,-9.6422,87.3533,2.5312,834.6445
1/1/2024,3,-1.3879,0.0801,0.0000,-8.2097,-9.7693,88.5383,2.5354,834.8298
1/1/2024,4,-1.2029,-0.2571,0.0000,-8.4796,-10.2333,87.1667,2.6727,834.4899
1/1/2024,5,-1.2035,-0.0739,0.0000,-9.1450,-10.8788,87.2300,3.0208,834.3257
1/1/2024,6,-1.1620,-0.2280,0.0000,-9.6527,-11.4198,86.9417,2.2194,834.4957
1/1/2024,7,-1.2388,0.2159,0.0311,-8.6610,-10.8273,84.3317,1.4140,834.7080
1/1/2024,8,24.6242,231.4105,11.5136,-7.1749,-9.9425,80.7138,2.0491,834.7431
1/1/2024,9,161.5023,708.7272,34.9272,1.1533,-5.8547,60.0187,1.3738,834.9259
1/1/2024,10,317.8284,862.8915,49.6328,5.4225,-6.0722,43.5587,4.5293,835.3320
1/1/2024,11,277.4581,413.6006,114.9208,7.0980,-6.8959,36.2063,3.8497,835.3595
1/1/2024,12,464.8655,749.3088,127.2078,9.9183,-7.5372,28.5803,2.8900,834.6769
1/1/2024,13,467.8556,830.1802,91.0423,11.5480,-8.0524,24.5450,2.9175,833.9294
1/1/2024,14,433.5381,926.0331,52.3691,12.2642,-9.0365,21.6702,2.4013,833.2302
1/1/2024,15,233.9270,405.9238,93.1664,11.7833,-9.4112,21.7712,2.3382,833.2286
1/1/2024,16,75.6542,11.7116,75.9840,9.5463,-8.8978,26.2825,1.9562,833.5731
1/1/2024,17,14.0024,-1.5313,15.2193,6.2617,-8.1925,34.9433,2.5198,833.9203
1/1/2024,18,-1.3869,-2.0060,-0.2896,1.5547,-7.0836,52.8693,2.7037,834.1142
1/1/2024,19,-1.5479,-1.2597,-0.3784,-1.4881,-7.5169,63.5392,2.0813,834.2387
1/1/2024,20,-1.6186,-0.3289,-0.1922,-2.5083,-7.8090,66.9685,1.7412,834.6255
1/1/2024,21,-1.2866,-0.7709,-0.2328,-4.6265,-8.2236,75.9698,3.4316,834.8421
1/1/2024,22,-1.0194,0.9731,0.0026,-3.4502,-7.1434,75.5947,3.1360,834.8639
1/1/2024,23,-1.1136,1.3077,0.1467,-0.4146,-6.4363,64.3513,1.8529,835.4280
1/2/2024,0,-0.9038,-0.9141,-0.2536,-0.7598,-6.7569,63.9717,1.4983,835.7927
1/2/2024,1,-1.1038,-0.6669,-0.3293,-2.7108,-7.0113,72.3222,0.9469,835.9283
1/2/2024,2,-1.3812,-0.4880,-0.1837,-4.0932,-7.7317,75.8335,1.2027,836.0648
1/2/2024,3,-1.4926,-0.5238,-0.0863,-4.8663,-7.8343,79.7542,2.1856,836.8008
1/2/2024,4,-1.2134,-0.9366,-0.1004,-7.1781,-9.2678,85.0717,1.1721,836.8086
1/2/2024,5,-1.2482,-0.5790,-0.0001,-9.3525,-10.7313,89.7083,2.6815,836.7280
1/2/2024,6,-1.3185,-0.0622,0.0000,-9.2180,-10.6267,89.5067,2.5501,836.8605
1/2/2024,7,-1.3768,0.1302,0.0065,-8.4613,-9.8225,89.9033,2.3202,837.0843
1/2/2024,8,20.3765,145.4081,11.4102,-7.8963,-9.3850,89.0850,2.5283,837.1522
1/2/2024,9,154.2202,656.6218,38.6077,-2.5286,-5.9366,77.5650,1.2061,837.3142
1/2/2024,10,310.8519,831.0639,50.3589,2.5724,-4.8140,58.3448,3.0257,837.0210
1/2/2024,11,427.2505,904.6536,56.3037,5.2522,-5.1267,47.1417,1.8821,836.6205
1/2/2024,12,486.2730,930.2043,59.4659,6.9012,-5.4000,41.1607,2.2382,835.6256
1/2/2024,13,490.8843,938.8482,58.0270,8.1687,-6.6907,34.2082,3.4876,834.3616
1/2/2024,14,437.5520,916.4088,54.9934,8.9412,-6.6683,32.4955,4.0732,833.4505
1/2/2024,15,326.3027,850.8937,49.4221,9.2663,-6.1922,32.9762,3.8063,833.0899
1/2/2024,16,171.8465,691.3051,38.1616,8.7610,-5.7094,35.4238,3.0937,833.0973
1/2/2024,17,29.0341,227.3115,13.8315,5.8603,-5.5874,43.8252,2.5110,833.2836
1/2/2024,18,-1.2592,-2.6279,-0.1871,-0.8169,-6.6401,65.0410,3.2185,833.5372
1/2/2024,19,-1.5970,-0.7505,-0.2876,-3.5301,-6.7689,78.2617,2.9927,833.9058
1/2/2024,20,-1.5958,-0.3084,-0.0691,-3.7998,-6.6945,80.3720,2.5670,834.0292
1/2/2024,21,-1.5552,-0.4014,-0.0195,-4.8678,-6.8036,86.3183,2.4545,833.9395
1/2/2024,22,-1.8792,0.6706,-0.0246,-2.8743,-5.9079,79.6460,2.1481,833.8057
1/2/2024,23,-1.6925,-0.2874,-0.1072,-3.1237,-6.0562,80.2265,2.6379,833.7145
1/3/2024,0,-1.6524,-0.4175,-0.0435,-4.3587,-6.7601,83.3317,2.8552,833.4700
1/3/2024,1,-1.4276,-0.7412,-0.0685,-6.0791,-8.0249,86.1133,2.4910,833.1349
1/3/2024,2,-1.4866,-0.2664,-0.0319,-7.5546,-9.0962,88.7200,2.3913,832.8886
1/3/2024,3,-1.4540,-0.1749,0.0000,-7.3306,-9.0648,87.4167,2.5610,832.8533
1/3/2024,4,-1.3603,-0.4630,-0.0081,-8.4102,-9.9812,88.4283,2.2612,832.8606
1/3/2024,5,-1.4872,0.1519,-0.0005,-8.1508,-10.1145,85.7733,2.9925,832.8746
1/3/2024,6,-1.3235,-0.3612,0.0000,-8.9418,-10.9288,85.5217,2.8865,832.9528
1/3/2024,7,-1.2999,-0.2646,0.0278,-9.7925,-11.6650,86.2067,2.8437,833.2393
1/3/2024,8,23.3984,214.2030,12.2274,-8.3775,-10.6748,83.5408,2.3872,833.3836
1/3/2024,9,160.3708,692.5867,37.8999,-3.0161,-7.3533,72.3372,2.2989,833.6619
1/3/2024,10,318.8301,857.9350,50.2008,2.9075,-7.2714,47.3757,2.1833,833.7471
1/3/2024,11,437.6170,926.3075,56.3069,5.3842,-7.8611,37.9468,4.5268,833.4793
1/3/2024,12,499.5232,959.3373,57.6759,6.0368,-9.5307,31.7803,5.3181,832.6223
1/3/2024,13,503.6168,963.9044,57.0558,6.8466,-10.1020,28.6970,5.9885,831.6262
1/3/2024,14,450.7497,942.4386,55.5843,6.8928,-10.4448,27.8268,6.9643,830.7653
1/3/2024,15,307.8615,698.0697,74.4108,6.9084,-9.9035,29.0127,6.2424,830.4294
1/3/2024,16,144.3851,335.7819,74.2312,6.5191,-9.8538,29.9332,4.6470,830.3555
1/3/2024,17,17.1327,8.1618,18.7443,2.8762,-9.5008,39.9822,3.3660,830.3996
1/3/2024,18,-1.5927,-1.1667,-0.3070,-1.3270,-9.4362,54.0828,2.7442,830.7743
1/3/2024,19,-1.4420,-0.8092,-0.2267,-3.3844,-9.3375,63.5007,2.1623,830.8438
1/3/2024,20,-1.4992,-0.3174,-0.0420,-3.9196,-9.0547,67.4815,2.4625,830.9708
1/3/2024,21,-1.7696,0.1660,-0.0312,-4.1218,-8.7447,70.2403,3.5360,830.7660
1/3/2024,22,-1.3901,-0.8979,-0.2026,-5.1080,-8.9845,74.3258,3.6814,830.3042
1/3/2024,23,-1.6742,1.0727,-0.0083,-4.1801,-8.0979,74.2202,4.5496,830.0073
1/4/2024,0,-1.5715,0.3322,-0.0722,-2.3117,-7.0687,69.8432,4.2942,829.6825
1/4/2024,1,-1.2414,-0.0331,-0.0612,-2.3922,-6.9533,70.8897,3.0857,828.9779
1/4/2024,2,-1.1555,-0.2572,-0.1268,-2.9413,-7.2724,72.1060,0.8930,828.6754
1/4/2024,3,-1.0300,-0.5298,-0.2344,-4.9174,-7.9164,79.5113,0.2210,828.7094
1/4/2024,4,-1.0009,-0.0171,-0.0112,-5.3992,-8.1528,80.9893,0.1202,828.0150
1/4/2024,5,-0.9681,0.2773,0.0000,-4.8767,-8.1632,77.7502,0.4229,827.5898
1/4/2024,6,-1.0113,-0.0894,-0.0003,-4.6108,-7.6034,79.5832,1.7475,827.5947
1/4/2024,7,-1.2048,-0.4858,-0.0691,-5.5426,-7.9675,83.0233,2.0155,827.7771
1/4/2024,8,6.2275,0.5235,7.2705,-5.9328,-7.7193,87.1967,2.4107,827.6665
1/4/2024,9,47.1994,0.6558,48.8625,-4.5147,-6.6199,85.2283,2.7100,828.1246
1/4/2024,10,115.9532,3.3308,118.2897,-3.7992,-6.1704,83.6067,2.4278,828.3326
1/4/2024,11,326.7362,164.5441,265.8643,-2.0223,-5.7936,75.3995,2.2209,828.1354
1/4/2024,12,334.5351,226.3130,234.8029,-0.8175,-5.8888,68.5957,2.2334,827.6354
1/4/2024,13,415.1356,497.3593,185.0613,0.0686,-5.7429,64.9633,2.6828,826.7733
1/4/2024,14,265.1198,81.8520,236.9202,-0.1720,-5.9631,64.9808,2.3534,826.4586
1/4/2024,15,210.0478,133.6252,168.9932,-0.1048,-6.1097,63.9438,3.0379,826.5390
1/4/2024,16,90.7758,16.1861,89.5191,-0.7113,-6.1117,66.8180,2.6585,826.8359
1/4/2024,17,13.1877,-0.4523,14.1234,-1.7619,-5.7112,74.4770,2.9679,827.3677
1/4/2024,18,-0.6742,-0.4400,-0.0556,-2.9986,-5.8226,80.8698,2.5862,827.9643
1/4/2024,19,-1.0344,-0.3266,-0.3637,-4.1284,-6.2500,85.1600,0.5185,828.3216
1/4/2024,20,-0.9725,-0.2874,-0.2483,-4.9937,-6.7835,87.2650,0.0000,828.4808
1/4/2024,21,-0.8579,0.5158,-0.0642,-5.5615,-6.9905,89.6750,0.4884,828.5821
1/4/2024,22,-0.7547,0.4014,0.0000,-4.3541,-5.7504,89.9850,1.5338,828.6219
1/4/2024,23,-0.8014,0.2683,-0.0001,-3.9242,-5.4614,89.0600,0.6487,828.6439
1/5/2024,0,-0.9890,-0.2382,-0.0127,-4.4621,-5.8177,90.2667,0.5052,828.4826
1/5/2024,1,-0.9311,-0.0217,-0.0065,-5.1926,-6.4502,90.8883,0.7843,828.1390
1/5/2024,2,-0.9863,0.2709,-0.0036,-3.6636,-5.6303,86.2267,1.1380,828.0382
1/5/2024,3,-1.0932,-0.4032,-0.0956,-4.5055,-6.0651,88.8633,0.5034,827.9025
1/5/2024,4,-1.3976,-0.2599,-0.0805,-5.4839,-7.0509,88.7333,2.5498,827.6460
1/5/2024,5,-1.4474,-0.5404,-0.0527,-6.1788,-8.0310,86.7250,2.0827,827.5627
1/5/2024,6,-1.4209,0.3828,0.0000,-5.3983,-7.7082,83.8317,1.5071,827.5564
1/5/2024,7,-1.4007,-0.8848,-0.0421,-6.8624,-9.0787,84.2537,0.2975,827.5847
1/5/2024,8,14.5106,75.7757,10.5993,-9.4056,-11.1975,86.8183,0.7453,827.4027
1/5/2024,9,158.1158,645.6289,45.0644,-4.4334,-7.6464,78.4215,0.1006,827.5035
1/5/2024,10,249.6567,316.3160,155.9399,0.3065,-5.7389,63.8860,0.7783,827.5877
1/5/2024,11,425.1765,709.2058,135.7747,1.9354,-6.1046,55.2570,0.5189,827.2737
1/5/2024,12,492.7039,909.4711,72.0223,2.8618,-6.6650,49.5610,1.2178,826.4272
1/5/2024,13,500.6437,924.6036,69.6997,3.4798,-7.6393,44.0068,3.0812,825.3946
1/5/2024,14,370.2989,505.7692,155.1647,3.6857,-8.4847,40.5870,3.7237,824.9290
1/5/2024,15,289.7059,573.5372,100.7284,3.6404,-9.1770,38.5738,4.1911,824.8993
1/5/2024,16,93.6120,102.1829,70.5771,2.7874,-9.7265,39.2793,4.1386,825.2545
1/5/2024,17,11.8977,-0.3586,13.0317,2.0739,-9.1857,43.0862,2.4745,825.7586
1/5/2024,18,-0.8926,-0.1191,-0.1882,1.6208,-8.7979,45.9488,3.9398,826.2963
1/5/2024,19,-1.0052,-0.9681,-0.3784,0.1032,-8.8258,51.1362,1.4125,826.6700
1/5/2024,20,-1.1625,0.0814,-0.2007,-1.2676,-9.3175,54.5580,0.7769,826.7106
1/5/2024,21,-0.8628,-0.2304,-0.3184,-1.4764,-9.6063,53.9060,2.2724,827.1165
1/5/2024,22,-0.9968,-0.2512,-0.2463,-1.5229,-8.8237,57.5113,1.1786,827.4357
1/5/2024,23,-0.8516,-0.1994,-0.3218,-2.6575,-7.7415,68.1110,1.1098,827.4922
1/6/2024,0,-0.8977,-0.0075,-0.0566,-2.7149,-6.7404,73.7982,1.5768,827.6013
1/6/2024,1,-1.1955,-0.5966,-0.3518,-3.3472,-7.2670,74.2857,0.0000,827.7472
1/6/2024,2,-1.4292,-0.2762,-0.1024,-4.4891,-7.8531,77.3397,2.9141,827.9091
1/6/2024,3,-1.2569,-0.7143,-0.2098,-5.5261,-8.4581,79.8565,1.8584,828.0146
1/6/2024,4,-1.1874,-0.0300,-0.0224,-5.5901,-8.5503,79.6363,0.3163,828.1050
1/6/2024,5,-1.3774,-0.3703,-0.0460,-6.0212,-8.6842,81.4570,0.3272,828.1332
1/6/2024,6,-1.3196,-1.3752,-0.0288,-8.4489,-11.0098,81.8142,1.5468,827.9100
1/6/2024,7,-1.2862,-0.6587,-0.0062,-11.7340,-13.3892,87.5267,1.6096,828.1019
1/6/2024,8,12.3569,37.5383,11.4844,-11.5652,-13.4443,85.9617,2.4827,828.1594
1/6/2024,9,158.5423,690.0627,37.6883,-5.6573,-9.7631,73.3157,2.3140,828.1851
1/6/2024,10,321.4902,863.8838,49.5139,-1.5804,-8.9080,57.4062,4.0535,828.0632
1/6/2024,11,444.2638,940.5226,55.4073,0.1458,-9.4610,48.5360,3.6857,827.5105
1/6/2024,12,509.5254,975.0494,57.5822,1.6429,-12.0797,35.4083,3.8686,826.3560
1/6/2024,13,512.5795,971.4276,58.7521,2.6890,-13.9155,28.3553,3.6869,825.0103
1/6/2024,14,458.4312,946.5200,56.9096,3.5253,-17.5428,19.7080,2.4811,824.1137
1/6/2024,15,347.0647,890.4984,51.2108,3.8419,-18.7350,17.4138,1.4067,823.8431
1/6/2024,16,186.2860,731.9061,41.0590,3.7828,-18.8338,17.3360,2.4887,823.9211
1/6/2024,17,13.2291,29.2552,11.7140,-0.4046,-18.6512,23.9415,3.5433,823.9414
1/6/2024,18,-1.7701,-1.3347,-0.2501,-5.1681,-17.5053,37.5212,2.4515,823.9771
1/6/2024,19,-1.9092,-0.7323,-0.1183,-4.8565,-17.1890,38.3225,2.2306,823.8609
1/6/2024,20,-1.6334,0.3578,0.0087,-5.4392,-16.1058,43.1992,2.0531,823.7205
1/6/2024,21,-1.2532,-0.4048,-0.0291,-6.9958,-14.3035,56.0122,2.6681,823.9167
1/6/2024,22,-1.3229,-0.1345,-0.0001,-7.0150,-12.3120,65.9517,2.9579,823.7812
1/6/2024,23,-1.6086,-0.3899,-0.0006,-7.0878,-11.1587,72.7000,2.6450,823.6516
1/7/2024,0,-1.4552,-0.5149,0.0000,-8.7388,-12.2995,75.4408,2.3171,823.3944
1/7/2024,1,-1.3031,0.2545,0.0000,-8.9914,-12.7235,74.4465,2.0597,822.8171
1/7/2024,2,-1.3559,0.1275,0.0000,-7.5922,-13.0030,65.2145,2.9158,822.0162
1/7/2024,3,-1.4597,-0.2331,0.0000,-8.2967,-13.8307,64.3857,3.3881,821.4704
1/7/2024,4,-1.4682,0.5446,0.0000,-8.2560,-13.9883,63.5168,3.4475,820.9069
1/7/2024,5,-1.2339,0.1355,0.0000,-6.9984,-14.1753,56.5885,2.6614,820.2932
1/7/2024,6,-1.4077,-0.0075,0.0099,-8.1835,-14.5762,60.2928,2.3349,820.0173
1/7/2024,7,-1.4306,0.8791,0.0013,-5.1487,-13.8805,50.5803,2.1294,819.5826
1/7/2024,8,7.8527,0.4485,9.2687,-3.8858,-13.6723,46.5743,0.9293,819.1597
1/7/2024,9,53.2893,1.3569,55.7627,-1.8718,-13.2603,41.5057,3.8634,819.1434
1/7/2024,10,163.2895,45.8459,151.6620,-2.4187,-13.6513,41.9263,2.6267,819.2941
1/7/2024,11,291.0157,97.0136,259.3943,-1.9455,-13.4807,40.9267,1.4576,818.9538
1/7/2024,12,273.1043,20.4800,271.9617,-0.9513,-13.7552,37.2315,2.8255,817.8542
1/7/2024,13,319.3320,72.8928,293.6915,-0.0547,-14.4310,32.9848,2.5878,816.5042
1/7/2024,14,371.3371,429.2719,197.0791,0.7221,-14.8487,30.1067,2.6588,815.8196
1/7/2024,15,210.3211,234.0488,126.6592,0.6747,-14.6303,30.7722,2.0668,815.8693
1/7/2024,16,89.9696,3.4671,92.5054,0.0735,-14.4450,32.6275,1.9473,816.3396
1/7/2024,17,14.0082,-0.7358,15.4584,-1.6269,-13.9995,38.3618,2.2666,816.5691
1/7/2024,18,-1.1558,-0.4262,-0.2002,-3.2466,-14.1337,42.7338,0.0551,817.1714
1/7/2024,19,-1.0076,0.1992,-0.0415,-3.3923,-13.7715,44.4875,0.9535,817.7963
1/7/2024,20,-1.0184,0.0086,-0.1029,-3.4525,-13.3778,46.1883,0.2496,818.3453
1/7/2024,21,-0.8124,-0.2634,-0.0707,-3.9170,-13.5230,47.2387,2.0337,818.6286
1/7/2024,22,-0.8339,-0.2094,-0.0237,-4.5483,-11.9980,56.0440,2.5245,819.2650
1/7/2024,23,-0.7547,-0.4780,-0.0216,-5.6338,-11.4217,63.7435,2.9596,819.8433
1/8/2024,0,-0.7547,0.3678,0.0000,-5.4865,-10.9253,65.5635,3.4031,820.2806
1/8/2024,1,-0.7089,0.1428,0.0000,-4.9450,-8.4681,76.3860,4.2090,820.3450
1/8/2024,2,-0.5033,-0.3029,0.0000,-5.3895,-7.0703,87.9700,5.8184,820.4786
1/8/2024,3,-0.4526,-0.3698,0.0000,-6.1373,-7.2153,92.0867,6.4574,821.0348
1/8/2024,4,-0.3328,-0.3389,-0.0001,-6.9330,-7.9354,92.5617,7.6826,821.6250
1/8/2024,5,-0.4940,0.0192,0.0000,-7.3099,-8.1678,93.6067,6.6784,822.1148
1/8/2024,6,-0.5008,0.0018,0.0000,-7.1634,-8.0624,93.3067,7.3678,822.6341
1/8/2024,7,-0.4116,-0.2958,0.0000,-7.5836,-8.9207,90.1983,8.2760,823.8827
1/8/2024,8,6.7726,-0.2861,7.3368,-8.6337,-11.1483,82.0217,7.8831,825.1094
1/8/2024,9,70.7726,0.6300,73.1149,-9.0907,-11.7735,80.8735,8.4626,826.1207
1/8/2024,10,168.5808,16.9687,168.4316,-8.6372,-12.0850,76.1428,10.6058,826.9147
1/8/2024,11,257.4013,62.0184,238.3905,-7.1850,-11.7483,69.9132,9.9710,826.9655
1/8/2024,12,399.0655,200.7304,314.3903,-5.5465,-11.4225,63.2965,10.1289,826.4836
1/8/2024,13,390.3599,349.9803,233.6282,-4.4695,-11.7040,57.0533,9.4900,826.0806
1/8/2024,14,440.8852,752.2883,121.3883,-3.3537,-12.1203,50.7250,9.4861,825.7816
1/8/2024,15,351.6187,808.0096,79.4603,-2.9314,-12.5772,47.3683,9.7606,825.9211
1/8/2024,16,193.9833,706.4376,48.8171,-3.4448,-12.8522,48.1318,8.6143,826.6112
1/8/2024,17,38.1947,261.0238,17.1917,-4.7546,-13.5133,50.3447,8.6266,827.1020
1/8/2024,18,-1.8129,-0.3838,0.2058,-5.7450,-13.9302,52.4447,8.5438,827.5386
1/8/2024,19,-1.9170,-0.7331,0.0000,-6.7191,-14.1128,55.6762,6.5221,827.9714
1/8/2024,20,-1.6928,-1.3293,-0.1679,-9.5592,-15.2083,63.5207,2.6705,828.2587
1/8/2024,21,-2.1778,0.3524,-0.0031,-8.1806,-14.8360,58.7545,2.7884,828.4506
1/8/2024,22,-0.6790,-3.2907,-0.0707,-15.7695,-19.1277,75.6942,0.6046,828.6242
1/8/2024,23,-1.0924,-0.9948,0.0000,-20.1747,-22.3545,82.7467,2.3952,828.3162
1/9/2024,0,-1.3070,0.2403,0.0000,-19.2390,-21.3917,83.0667,3.3418,828.0348
1/9/2024,1,-1.3347,0.3031,0.0000,-18.3738,-20.5620,82.9233,3.5714,827.1499
1/9/2024,2,-1.0480,-0.9296,0.0000,-19.5618,-21.9227,81.5233,2.8003,826.7603
1/9/2024,3,-1.0100,-0.5375,0.0000,-21.6675,-24.0338,81.1648,3.0171,826.3648
1/9/2024,4,-1.3075,0.2811,0.0000,-20.6942,-23.4495,78.5695,2.2112,825.7782
1/9/2024,5,-1.1841,0.0743,0.0000,-20.2170,-23.3527,76.0270,2.4147,825.2979
1/9/2024,6,-1.3136,0.6136,0.0000,-19.2455,-22.4870,75.4972,2.5361,824.7938
1/9/2024,7,-1.2135,0.3953,0.0172,-17.5368,-21.1948,73.1328,2.7235,824.4529
1/9/2024,8,26.5886,2.0801,41.6396,-15.1927,-19.6532,68.8372,2.3568,824.1307
1/9/2024,9,170.8647,526.6803,71.6778,-7.7663,-15.4735,54.6487,2.6373,823.6718
1/9/2024,10,322.6337,764.3160,81.1670,-2.0242,-14.2593,38.6580,4.5647,823.3038
1/9/2024,11,445.9418,887.8504,75.5309,1.4166,-12.9820,33.4332,3.8525,822.3701
1/9/2024,12,447.8935,579.1572,179.8643,3.1341,-12.6255,30.3830,4.0240,821.2895
1/9/2024,13,429.4786,455.6025,215.1275,4.7294,-11.2078,30.4400,5.0852,820.0631
1/9/2024,14,187.3625,6.6461,190.7348,4.0165,-10.8732,32.8822,3.2160,819.2247
1/9/2024,15,138.8047,1.1526,143.3818,4.3538,-10.1263,34.0922,0.3424,818.4888
1/9/2024,16,133.8474,169.7485,109.9561,4.5840,-8.7301,37.4942,0.9733,817.8526
1/9/2024,17,58.1083,236.4450,37.7421,4.7160,-9.0905,36.0848,1.5596,817.5368
1/9/2024,18,-1.6693,-0.7972,-0.2181,2.3610,-8.5561,44.5718,2.3792,817.6164
1/9/2024,19,-2.0030,-0.4162,-0.3710,2.4123,-9.4353,41.2558,4.2731,817.5953
1/9/2024,20,-2.0299,-0.0036,-0.2813,2.2013,-10.3083,39.0970,5.7328,817.1793
1/9/2024,21,-1.9461,-1.2589,-0.3785,0.9150,-10.4092,42.7257,4.1648,817.2442
1/9/2024,22,-1.8197,-1.2506,-0.2457,-2.5811,-10.0717,56.5350,3.2109,817.3457
1/9/2024,23,-2.3659,0.6468,0.1784,-1.6322,-10.4092,51.4225,4.9462,816.9641
1/10/2024,0,-2.1899,-0.1390,-0.0742,-1.1319,-11.2555,46.1947,5.5536,816.1314
1/10/2024,1,-1.9153,-0.9341,-0.1297,-2.6504,-11.1817,52.1250,4.0449,815.2941
1/10/2024,2,-1.4600,1.3627,0.2382,-0.0565,-8.3783,53.6117,8.5995,816.4390
1/10/2024,3,-1.9745,-1.2227,-0.3228,-1.4975,-9.5067,54.4012,5.7552,816.7810
1/10/2024,4,-2.0922,0.2346,-0.2361,-1.9405,-10.7743,51.1440,7.0933,816.8919
1/10/2024,5,-1.7722,-0.2896,-0.0257,-1.0221,-12.7503,40.5795,8.9285,816.8460
1/10/2024,6,-2.4135,-0.5309,-0.0098,-2.1056,-12.7610,43.9263,8.9542,816.5175
1/10/2024,7,-2.4827,-0.3516,0.0494,-2.3133,-14.7662,37.8458,9.2291,816.7018
1/10/2024,8,23.8869,234.4130,12.1331,-2.3103,-15.7887,34.7682,5.3423,817.3178
1/10/2024,9,168.1538,712.8928,39.5194,-1.1839,-15.3818,33.1575,5.4971,817.6707
1/10/2024,10,328.5859,845.5475,58.0418,0.1772,-15.9857,28.5062,10.5441,817.7292
1/10/2024,11,452.4862,923.4729,65.9160,0.5615,-16.5105,26.5492,12.3808,817.6654
1/10/2024,12,521.8788,980.9506,61.9413,1.3118,-17.4380,23.2785,12.0582,816.9701
1/10/2024,13,531.0896,998.6225,58.4070,2.4856,-19.1237,18.6062,9.5844,816.0480
1/10/2024,14,358.4322,497.2288,140.5306,2.8016,-21.0355,15.3803,5.7716,815.4959
1/10/2024,15,219.5322,91.5410,191.0787,2.8559,-22.8615,13.0497,5.9440,815.7544
1/10/2024,16,232.6870,639.7558,105.4772,2.9890,-20.6400,15.7360,6.4972,816.2021
1/10/2024,17,47.4593,124.3990,34.4752,0.9133,-17.7553,23.4637,6.0463,816.9359
1/10/2024,18,-1.6132,-1.2476,-0.1343,-1.7795,-15.9850,33.1555,2.9817,817.2999
1/10/2024,19,-1.5785,-1.4835,-0.3093,-5.0289,-15.4197,44.5488,0.5402,817.3486
1/10/2024,20,-1.4835,-1.0764,-0.2145,-7.6482,-14.8590,56.5427,2.6044,816.9706
1/10/2024,21,-1.7681,-0.0616,-0.0441,-8.1480,-14.0438,62.7025,3.6968,816.2277
1/10/2024,22,-2.0973,1.6595,0.1264,-6.4490,-13.7515,56.9708,4.0593,815.3620
1/10/2024,23,-1.1666,-0.5748,-0.0345,-5.2037,-13.3780,52.9247,3.7756,814.7926
1/11/2024,0,-2.0351,1.5203,0.0226,-2.9836,-13.5103,45.0238,5.0896,814.2597
1/11/2024,1,-1.0882,-1.2193,-0.2603,-4.0852,-13.1337,49.7808,3.8379,813.5022
1/11/2024,2,-1.2961,-0.0173,-0.0379,-4.7901,-12.2343,55.9957,3.7752,812.1620
1/11/2024,3,-1.4270,1.0446,0.0795,-4.6404,-11.8665,57.7162,3.7801,811.6338
1/11/2024,4,-1.5868,0.2395,0.1010,-1.1347,-11.7128,44.4607,4.9885,811.3669
1/11/2024,5,-1.1743,-2.3470,-0.3547,-5.3080,-12.6150,56.8245,2.3560,811.5811
1/11/2024,6,-1.5175,-0.9563,-0.2060,-8.8410,-13.5485,68.7023,2.1607,812.5711
1/11/2024,7,-1.8019,0.3449,-0.0167,-9.1664,-14.1428,67.2942,2.1006,813.6851
1/11/2024,8,20.3899,8.9193,21.3859,-8.2201,-14.3343,61.3835,2.0999,815.1364
1/11/2024,9,135.4226,56.3756,128.8829,-5.9355,-11.2195,66.3277,4.5957,816.5632
1/11/2024,10,113.3099,1.0491,116.9080,-4.4059,-9.0902,69.8142,8.0134,817.5800
1/11/2024,11,203.7084,28.9203,196.9482,-4.2445,-9.7702,65.3792,8.7549,817.9328
1/11/2024,12,262.3529,18.1270,261.0712,-4.8998,-9.9903,67.5605,8.3988,818.2697
1/11/2024,13,180.6261,-0.1672,185.9772,-7.3569,-9.8338,82.5253,7.2000,818.7724
1/11/2024,14,213.8904,6.8818,217.6082,-8.1455,-11.0022,80.0010,5.8450,819.2546
1/11/2024,15,216.0247,42.7561,206.9977,-8.4467,-13.0872,69.2023,5.4764,819.8916
1/11/2024,16,133.9785,53.9050,124.5534,-9.0490,-15.0563,61.7497,5.9468,820.6858
1/11/2024,17,24.7944,3.1801,26.5515,-10.3968,-16.4053,61.3668,5.3466,821.4333
1/11/2024,18,-1.1169,-1.0265,0.2255,-12.0302,-16.9062,67.0738,3.3794,822.0521
1/11/2024,19,-1.5732,-0.8524,-0.0004,-14.0162,-17.8847,72.5255,1.4791,822.9125
1/11/2024,20,-1.5967,-0.4009,0.0000,-14.8905,-18.3897,74.6527,0.2590,823.4181
1/11/2024,21,-0.9940,-1.4730,0.0000,-19.0918,-21.7657,79.4502,0.1646,823.6363
1/11/2024,22,-1.4346,-0.0831,0.0000,-19.6495,-22.0188,81.4400,1.2551,823.7743
1/11/2024,23,-1.4844,0.2227,0.0000,-19.4165,-21.6390,82.5333,2.2874,823.4372
1/12/2024,0,-1.6699,0.7328,0.0000,-16.1683,-18.7785,80.3257,2.8820,822.8306
1/12/2024,1,-1.6069,0.2440,0.0000,-16.1165,-18.9668,78.7365,2.1054,822.1227
