DATE (MM/DD/YYYY),HOUR-MST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Air Temperature [deg C],Avg Dew Point Temp [deg C],Avg Rel Humidity [%],Avg Avg Wind Speed @ 10m [m/s],Avg Station Pressure [mBar]
2/18/2024,18,11.3947,20.4593,11.5931,5.1824,-5.8056,45.3323,0.4504,825.6849
2/18/2024,19,-1.3232,-0.6926,-0.2982,2.6715,-5.2055,56.6252,0.9878,826.1287
2/18/2024,20,-1.5719,-0.1717,-0.1537,3.9848,-4.7166,53.3537,2.0483,826.7288
2/18/2024,21,-1.5287,-1.1232,-0.3590,1.3222,-4.1691,67.0067,1.9531,827.2062
2/18/2024,22,-2.3519,0.6780,0.0283,2.1494,-4.9963,59.9398,4.1105,827.2621
2/18/2024,23,-1.7408,-0.5719,-0.1635,1.0038,-4.8491,65.0617,4.1270,827.5520
2/19/2024,0,-1.8753,0.5312,0.3396,3.7108,-4.8195,53.7337,7.0682,827.7064
2/19/2024,1,-1.7591,-0.1625,-0.0866,3.6546,-5.3550,51.7788,6.2939,827.7486
2/19/2024,2,-1.9088,-0.2278,-0.2434,3.5736,-6.7491,46.8575,4.5572,828.1789
2/19/2024,3,-2.2228,-0.8868,-0.2747,3.2235,-7.7006,44.7268,5.9934,828.3172
2/19/2024,4,-2.2301,-0.1081,-0.1295,1.7446,-7.2260,51.3968,4.8285,828.5521
2/19/2024,5,-2.4838,-0.0080,-0.2339,2.9570,-8.0886,44.1232,4.9500,828.9421
2/19/2024,6,-2.2261,-0.8551,-0.1949,2.3692,-8.3254,45.2072,5.0769,829.2800
2/19/2024,7,0.6717,40.0211,2.6383,3.0207,-9.3803,39.7482,4.5847,829.6943
2/19/2024,8,110.8068,603.5441,28.0529,4.0701,-9.5530,36.5775,1.8778,830.5287
2/19/2024,9,309.4828,859.7547,45.6835,7.1002,-10.4512,27.5247,1.5008,831.1187
2/19/2024,10,482.5422,946.5088,54.1120,8.9910,-10.6080,23.8540,2.2051,831.0993
2/19/2024,11,610.4191,981.3876,58.8628,8.5985,-7.9678,30.1508,3.8460,831.3461
2/19/2024,12,684.8798,996.5780,61.7126,9.5682,-7.9198,28.3308,4.3307,831.4256
2/19/2024,13,701.0860,996.1760,65.8355,10.9550,-7.6621,26.3357,4.1538,831.0790
2/19/2024,14,594.5328,762.4263,138.3972,11.8567,-8.1375,23.9123,3.6707,830.7108
2/19/2024,15,248.2242,50.8440,226.8855,11.6990,-7.6107,25.1847,3.4166,830.6676
2/19/2024,16,484.7825,774.3808,197.8500,12.7947,-6.9425,24.6445,4.2307,830.8716
2/19/2024,17,168.9945,489.8046,57.1747,11.5653,-5.2260,30.7682,4.0456,830.9493
2/19/2024,18,25.7028,81.5863,20.9670,7.7423,-3.6361,44.6183,3.3212,831.2484
2/19/2024,19,-1.8580,-1.6978,-0.3553,3.4119,-3.6513,60.0885,2.7677,831.5685
2/19/2024,20,-1.6982,-0.9873,-0.3777,0.5170,-4.1092,71.1418,3.9887,831.8114
2/19/2024,21,-2.1325,0.9036,-0.1156,2.1433,-4.6004,61.2705,4.2635,831.7000
2/19/2024,22,-1.9463,0.1147,-0.1879,2.4628,-5.1642,57.2432,3.4456,831.6761
2/19/2024,23,-2.1655,0.3569,-0.1748,3.1992,-5.7362,52.1110,4.7472,831.6542
2/20/2024,0,-2.1208,-0.0461,-0.2820,4.5331,-7.5529,41.1543,6.0663,831.6208
2/20/2024,1,-1.8349,-0.5980,-0.3782,2.9905,-7.4330,46.2535,4.0984,831.5909
2/20/2024,2,-2.2225,0.9028,-0.2092,4.0356,-8.0483,41.2208,4.8942,831.7487
2/20/2024,3,-1.5647,-1.2549,-0.3783,2.6481,-7.3790,48.1198,4.4276,831.5475
2/20/2024,4,-1.6830,-0.2592,-0.3760,1.0191,-6.2081,58.5712,2.4846,831.5224
2/20/2024,5,-1.6409,-0.5102,-0.3586,0.2941,-5.5870,64.7208,1.5493,831.6738
2/20/2024,6,-1.6106,-0.3589,-0.3321,-1.3402,-5.3733,74.0728,2.2052,832.1176
2/20/2024,7,1.5829,38.8979,3.1644,1.3741,-5.2776,61.9675,3.4200,832.2737
2/20/2024,8,110.6013,569.6438,30.6818,6.6145,-6.1901,39.5887,5.8106,832.5871
2/20/2024,9,303.9775,818.4478,48.2733,10.2592,-5.5151,32.6175,5.3540,833.1306
2/20/2024,10,476.3344,914.7304,57.1806,13.3653,-5.2434,27.0407,4.9863,833.2389
2/20/2024,11,607.5580,960.1733,62.4618,15.2342,-5.3221,23.8082,5.7842,832.9487
2/20/2024,12,680.1044,973.6327,65.3335,16.7012,-6.1884,20.3017,4.8945,832.5441
2/20/2024,13,693.3808,969.6698,69.4186,17.3162,-6.2492,19.4207,3.8116,831.8583
2/20/2024,14,598.5186,849.8954,84.9040,17.3505,-6.0405,19.7268,2.7588,831.3057
2/20/2024,15,490.8893,649.6747,154.4439,17.3928,-5.1747,21.0278,3.5433,831.0663
2/20/2024,16,271.6014,381.6937,122.3710,16.7075,-3.9800,24.0138,4.2234,831.1658
2/20/2024,17,39.7237,1.0202,41.3259,13.7132,-2.3824,32.8598,2.8817,831.5711
2/20/2024,18,10.8213,2.5156,12.2092,12.1790,-2.3694,36.3050,2.6790,832.1661
2/20/2024,19,-1.3777,-1.4232,-0.3291,9.1790,-1.4661,47.9712,1.2005,832.5782
2/20/2024,20,-1.4973,-1.2969,-0.3209,6.1994,-1.2747,59.1413,1.6415,832.6070
2/20/2024,21,-1.4649,-0.3862,-0.2059,5.0864,-1.1439,64.4422,2.0251,832.8210
2/20/2024,22,-1.3048,-1.0658,-0.3733,2.7471,-1.1088,75.7505,3.0068,832.8257
2/20/2024,23,-1.3676,0.0003,-0.2742,2.3353,-1.6310,75.0603,3.2049,832.5897
2/21/2024,0,-1.5116,-0.3621,-0.2110,2.7552,-1.7545,72.2128,3.1090,832.2622
2/21/2024,1,-1.6455,-0.1096,-0.3414,1.8770,-1.6682,77.3362,3.6835,831.7846
2/21/2024,2,-1.6823,-0.4540,-0.3762,1.3317,-2.0889,77.9532,3.0476,831.2084
2/21/2024,3,-1.4570,-0.6344,-0.3678,-0.2854,-3.3540,79.7637,2.1620,830.6698
2/21/2024,4,-1.6953,0.1449,-0.0988,0.5944,-3.4536,74.2908,1.8280,830.3291
2/21/2024,5,-1.3534,-0.5933,-0.3126,-1.6090,-4.0078,83.6992,2.7495,829.8294
2/21/2024,6,-1.6051,0.1937,-0.1038,-0.8497,-4.0247,79.0590,3.4191,829.5759
2/21/2024,7,1.2813,13.5300,2.8163,-0.8859,-4.4818,76.5892,2.7664,829.0678
2/21/2024,8,104.7255,449.4465,30.1857,1.9895,-3.8995,66.4090,2.6043,828.6252
2/21/2024,9,314.1846,841.8526,46.9185,9.6523,-4.9267,35.5722,4.8729,828.5523
2/21/2024,10,491.8510,945.9044,53.9718,13.3838,-8.4435,21.4270,5.4801,828.0052
2/21/2024,11,623.6794,982.1622,61.5347,15.5043,-11.1503,14.9122,4.5118,827.3129
2/21/2024,12,678.9820,909.6046,99.9967,16.9275,-12.4885,12.2027,6.8952,826.0042
2/21/2024,13,719.1246,992.6028,75.8836,17.6902,-12.5650,11.5828,7.0598,824.6119
2/21/2024,14,623.9307,854.3215,105.6940,16.7943,-11.4100,13.4130,4.3293,823.7540
2/21/2024,15,408.6783,433.2421,178.2953,16.0577,-9.5800,16.3028,5.4410,823.7859
2/21/2024,16,153.2353,45.4496,137.4741,14.2320,-6.7596,22.7768,4.3730,824.5068
2/21/2024,17,89.5125,177.5754,63.0253,12.6722,-6.7858,25.1462,4.0860,825.2263
2/21/2024,18,43.7649,162.1229,31.7815,10.1899,-3.4169,40.4368,6.1446,826.2234
2/21/2024,19,-2.0827,-1.1254,-0.3511,5.7693,-0.8951,62.2617,3.1970,826.9801
2/21/2024,20,-2.1869,-0.5195,-0.3780,4.3749,-1.5509,65.3962,1.9792,827.7697
2/21/2024,21,-2.2196,-0.4248,-0.3752,4.1453,-2.1340,63.6412,1.3098,828.6867
2/21/2024,22,-2.0981,-0.4366,-0.3767,3.0884,-1.3007,73.0402,3.1699,829.7683
2/21/2024,23,-1.8252,-0.7175,-0.3783,1.7508,-1.1516,81.0748,2.7875,830.1372
2/22/2024,0,-1.6311,-0.8563,-0.3307,-0.6732,-2.5004,87.4433,2.6281,830.0458
2/22/2024,1,-1.7421,-0.2937,-0.1588,-1.3661,-2.6962,90.6700,2.7148,830.6645
2/22/2024,2,-1.5211,-0.5839,-0.2120,-2.4615,-3.5703,92.1150,2.2261,830.7046
2/22/2024,3,-1.6364,-0.1275,-0.0174,-3.0116,-3.9105,93.5217,2.1455,830.9002
2/22/2024,4,-0.9435,0.8734,0.0258,-2.8977,-3.8276,93.3133,1.9002,831.5490
2/22/2024,5,-0.7604,0.8043,0.0309,-0.1302,-1.5345,90.2683,1.3115,831.9776
2/22/2024,6,-0.7486,0.3256,-0.0367,0.6778,-0.8092,89.7650,1.7013,832.4111
2/22/2024,7,2.1979,5.5743,3.0322,1.2703,-0.6797,86.8450,2.4956,832.8478
2/22/2024,8,64.0344,20.7460,60.7322,1.3705,0.0333,90.8117,2.6891,833.5229
2/22/2024,9,74.5245,2.5520,74.9408,1.6615,0.2985,90.6717,3.8637,834.2882
2/22/2024,10,89.3768,0.2153,90.4376,1.1962,0.4445,94.7217,3.3843,835.0113
2/22/2024,11,295.0759,11.2894,289.1839,1.6692,0.7884,93.8800,4.0732,835.5987
2/22/2024,12,527.7435,151.1853,428.3774,2.6735,1.1105,89.4800,3.6249,835.7692
2/22/2024,13,575.0184,333.8524,359.2965,3.8101,0.5632,79.3530,3.6050,835.4526
2/22/2024,14,466.9479,203.5289,344.3751,4.3614,0.2322,74.5327,3.2521,835.2726
2/22/2024,15,551.4226,702.6465,194.3045,4.3517,0.4422,75.7813,4.0261,835.1584
2/22/2024,16,368.0531,784.7275,68.4196,5.1670,-0.8790,64.9992,3.1302,835.0318
2/22/2024,17,196.8541,695.3196,41.4761,5.7202,-1.7437,58.6882,2.0129,834.9995
2/22/2024,18,28.9356,203.1294,13.4923,4.0665,-2.3047,63.3167,1.9242,835.1923
2/22/2024,19,-1.6917,-1.2057,-0.3145,0.7960,-3.1597,74.8500,2.7144,835.5177
2/22/2024,20,-1.8733,-0.3024,-0.0452,-0.2781,-3.2035,80.6297,3.7889,835.8545
2/22/2024,21,-1.9024,-0.0554,0.0412,-0.2343,-2.6677,83.6433,4.4700,835.9228
2/22/2024,22,-1.8311,-0.3627,0.0009,-0.5205,-3.2346,81.8682,3.9795,836.0845
2/22/2024,23,-1.9919,-0.1209,0.0991,-1.0363,-4.5107,77.3113,3.9272,836.0236
2/23/2024,0,-1.8519,-0.4576,0.0017,-1.7492,-5.1508,77.5738,4.1108,835.9080
2/23/2024,1,-1.9218,-0.2429,0.0025,-2.0258,-6.1293,73.5032,4.0030,835.8316
2/23/2024,2,-1.9878,-0.2064,0.0079,-1.7341,-6.7881,68.4030,3.3980,835.9761
2/23/2024,3,-1.8342,-0.5682,-0.1362,-2.6630,-7.8606,67.6447,1.4581,835.9506
2/23/2024,4,-1.9929,-0.0998,-0.0108,-2.9777,-7.7216,69.7785,3.4421,835.5976
2/23/2024,5,-2.1952,0.3239,-0.0144,-2.2169,-8.2613,63.4000,4.1536,835.7317
2/23/2024,6,-2.0685,-0.4719,-0.0606,-1.4344,-9.0005,56.4142,4.2867,835.9318
2/23/2024,7,4.5513,56.6441,4.9734,-2.9386,-8.9312,63.5365,3.5608,836.1409
2/23/2024,8,124.3827,571.4510,36.3685,0.6132,-7.8361,53.3078,2.7654,836.8507
2/23/2024,9,321.7481,823.8061,53.4839,4.3735,-8.7576,37.9600,3.3871,837.3500
2/23/2024,10,496.8831,932.0077,58.3918,5.3432,-8.7933,35.3182,3.3378,837.0924
2/23/2024,11,629.1679,974.4712,64.2349,6.0844,-8.5500,34.1765,4.1988,836.9995
2/23/2024,12,709.5327,1004.5222,63.9731,6.9034,-9.4715,30.0700,2.3415,836.7997
2/23/2024,13,724.0456,1011.3935,62.7336,8.1940,-10.6548,25.1070,2.4085,836.0504
2/23/2024,14,671.2871,994.9662,62.5635,9.0040,-12.4192,20.5995,2.9815,835.3788
2/23/2024,15,556.8724,956.7270,59.6151,9.7648,-12.7605,19.0542,2.5898,834.9197
2/23/2024,16,399.8844,888.1645,54.2414,10.1118,-13.3010,17.8107,2.5569,834.7061
2/23/2024,17,202.4568,698.0291,44.5842,9.7087,-12.5292,19.4828,2.7008,834.5739
2/23/2024,18,28.5154,169.7543,15.1847,6.3121,-10.3828,29.6318,2.0460,834.5640
2/23/2024,19,-1.6247,-2.4881,-0.3144,0.5575,-8.5260,51.0202,2.3359,834.8185
2/23/2024,20,-2.0178,-0.5752,-0.3477,-1.5417,-8.8458,57.5672,1.7433,835.0982
2/23/2024,21,-1.8756,-0.3605,-0.1897,-2.5012,-8.7082,62.4837,3.0649,835.4215
2/23/2024,22,-1.7890,-0.5652,-0.1059,-3.8227,-8.7997,68.3725,3.1140,835.2751
2/23/2024,23,-1.8094,-0.2097,-0.0773,-4.4932,-8.9532,71.0127,3.7991,834.8141
2/24/2024,0,-1.7739,-0.2367,-0.0494,-4.9354,-9.3162,71.3722,3.8445,834.3802
2/24/2024,1,-1.9267,0.0752,-0.0344,-4.5695,-9.6095,67.8687,3.3400,833.8202
2/24/2024,2,-1.8036,-0.2443,-0.0120,-4.9849,-10.1323,67.1837,2.6924,833.3123
2/24/2024,3,-1.9774,0.2689,-0.0105,-4.4275,-10.3265,63.4258,3.5265,832.9014
2/24/2024,4,-1.9258,-0.0366,-0.0456,-4.2124,-10.1532,63.3597,2.8497,832.4156
2/24/2024,5,-1.9008,-0.1624,-0.0761,-4.5707,-10.1865,64.8967,2.3312,832.1783
2/24/2024,6,-1.7530,-0.2169,-0.0164,-5.7089,-10.2193,70.5190,2.3077,832.3235
2/24/2024,7,5.8550,30.6027,6.3997,-6.8350,-10.7668,73.5723,3.4206,832.3407
2/24/2024,8,125.5207,441.7854,55.9578,-2.0178,-9.7100,57.6680,3.3964,832.3189
2/24/2024,9,326.6459,724.9287,89.0295,6.2957,-11.8158,26.5015,1.8954,832.2977
2/24/2024,10,505.5132,853.3824,102.2493,10.7697,-14.9065,15.2098,4.8237,831.6916
2/24/2024,11,641.1399,917.6633,106.2710,13.1282,-16.9085,10.8283,6.5054,831.2001
2/24/2024,12,718.8158,945.3840,107.3358,14.6052,-16.9887,9.7685,6.1588,830.6508
2/24/2024,13,736.9604,944.4240,114.9572,15.1548,-17.3610,9.1330,7.5068,829.9088
2/24/2024,14,670.1372,847.4993,146.1420,15.6012,-17.1765,9.0130,6.6081,829.4257
2/24/2024,15,488.4071,573.9238,190.3933,15.2412,-16.2913,9.9595,5.2962,829.3197
2/24/2024,16,351.6762,563.0825,129.6345,15.0397,-15.2642,10.9647,5.2589,829.3214
2/24/2024,17,179.3228,423.2598,79.7411,14.7317,-15.1992,11.2693,3.1085,829.1923
2/24/2024,18,38.5343,115.2218,29.7062,11.3860,-14.9277,14.4015,1.3637,829.2357
2/24/2024,19,-2.2401,-1.6958,-0.2995,7.3790,-14.8215,19.1648,2.1478,829.4799
2/24/2024,20,-2.6154,0.0989,0.1510,6.2194,-14.0435,21.8527,6.6589,829.3433
2/24/2024,21,-2.8301,0.2474,0.3116,6.7785,-15.0987,19.4762,7.0448,829.2061
2/24/2024,22,-2.7056,-0.7329,0.1698,6.6321,-15.4315,18.9467,8.1132,829.1669
2/24/2024,23,-2.5248,-0.8099,0.1570,5.5975,-14.8828,21.3545,7.5319,828.9914
2/25/2024,0,-2.8101,0.5321,0.2903,4.9480,-15.1900,21.8262,7.6532,828.4931
2/25/2024,1,-2.6429,-0.5794,-0.1159,5.6643,-15.7883,19.7015,9.7522,828.0435
2/25/2024,2,-2.7712,-0.0151,-0.0686,5.3239,-16.0130,19.7357,9.3103,828.0053
2/25/2024,3,-2.7348,-0.0651,-0.3188,5.2271,-16.3368,19.3737,8.5436,827.8179
2/25/2024,4,-2.7244,-0.4126,-0.3782,5.3117,-16.8853,18.3638,6.5709,827.5725
2/25/2024,5,-2.4159,-0.9362,-0.3778,4.3271,-16.7295,20.1745,6.2148,827.5452
2/25/2024,6,-2.7010,0.2100,0.0478,3.5585,-16.5080,21.5647,5.3253,827.5798
2/25/2024,7,5.2894,27.2801,6.6898,4.1662,-17.8195,18.4075,3.1648,828.0241
2/25/2024,8,129.2441,449.7335,54.1585,6.4216,-16.6557,17.4645,3.0232,828.6435
2/25/2024,9,329.0163,735.2229,84.9843,9.7327,-15.1532,16.1415,2.0476,829.0694
2/25/2024,10,503.6823,857.4209,95.2831,13.5727,-17.2328,10.2333,3.7075,829.2801
2/25/2024,11,637.7641,923.7260,95.9491,15.2023,-17.1367,9.2783,6.3927,829.2359
2/25/2024,12,717.2545,960.8270,90.8658,16.0115,-16.1000,9.6067,7.4227,829.1126
2/25/2024,13,729.8780,970.7521,85.7386,16.2347,-15.3565,10.0735,6.5718,828.5780
2/25/2024,14,677.7256,964.4988,79.3045,16.5402,-14.9277,10.2347,5.9353,827.9158
2/25/2024,15,562.5608,927.4469,73.3334,17.1825,-14.6053,10.0907,5.9411,827.4087
2/25/2024,16,408.6168,870.0203,63.2361,17.1767,-14.4147,10.2557,6.7186,827.2072
2/25/2024,17,209.5180,684.7656,49.8508,16.4387,-14.2503,10.8910,9.0870,827.3550
2/25/2024,18,33.3351,202.9887,16.4893,14.4422,-14.1315,12.5043,8.1062,827.7685
2/25/2024,19,-2.8669,-1.7567,-0.1002,12.3682,-13.6035,15.0795,6.7624,827.8475
2/25/2024,20,-2.7745,-0.8186,-0.0930,10.2050,-12.6110,18.8002,5.1728,827.8018
2/25/2024,21,-2.5912,-0.3304,0.0129,9.4968,-12.0383,20.5573,5.3578,827.8266
2/25/2024,22,-2.3935,-0.2812,-0.1543,9.0722,-11.8920,21.3868,4.8366,827.8086
2/25/2024,23,-2.1989,-0.6681,-0.3773,8.3880,-11.7233,22.7505,4.3870,827.3312
2/26/2024,0,-2.3116,-0.4026,-0.3006,6.1986,-10.9885,28.0037,5.1747,826.8033
2/26/2024,1,-2.4049,-0.1394,-0.0766,6.2632,-10.1947,29.6497,5.4640,826.4112
2/26/2024,2,-2.7954,0.6169,0.1963,7.3469,-9.8423,28.3108,6.2465,825.5783
2/26/2024,3,-2.6532,-0.1863,0.1013,7.8019,-9.2537,28.7303,7.0917,824.7340
2/26/2024,4,-2.2932,-0.8875,-0.2143,6.7991,-8.5658,32.5510,7.1808,824.1926
2/26/2024,5,-2.4312,0.3641,-0.1627,6.3653,-7.2108,37.1692,6.3275,823.7036
2/26/2024,6,-2.5467,0.1243,0.0671,7.3809,-4.4017,42.9495,8.3140,823.4421
2/26/2024,7,6.5035,66.5055,6.1669,6.8604,-3.3139,48.2995,6.5436,823.7164
2/26/2024,8,135.2723,577.0848,37.6469,8.1839,-1.7208,49.6563,6.4565,823.9799
2/26/2024,9,332.5093,812.3218,56.0945,11.8015,-1.8995,38.6967,8.0810,823.8307
2/26/2024,10,506.6179,909.2006,67.1221,13.9082,-4.5033,27.6735,10.1000,823.3606
2/26/2024,11,639.4681,950.0881,75.9254,15.4688,-7.2663,20.3933,10.2341,822.7120
2/26/2024,12,717.7433,975.0679,76.1750,16.5893,-10.1858,14.9882,10.8676,822.2561
2/26/2024,13,733.1974,983.7188,74.4332,17.3165,-9.7557,14.8253,9.8057,821.2984
2/26/2024,14,609.9902,785.3531,117.2438,16.8612,-10.7795,14.0342,8.5280,820.5121
2/26/2024,15,553.3225,900.4324,75.5446,17.1327,-12.1902,12.3240,8.3985,819.4451
2/26/2024,16,407.7716,870.4662,58.4773,16.9470,-12.0185,12.6390,8.4576,818.8975
2/26/2024,17,216.2144,720.4609,45.0355,16.0353,-11.8523,13.5760,8.8057,818.2995
2/26/2024,18,30.3037,165.1724,15.2744,13.6150,-12.2227,15.4145,7.3356,818.0661
2/26/2024,19,-2.9742,-0.8437,0.0549,11.9173,-12.6595,16.6625,7.4904,818.3831
2/26/2024,20,-2.8798,-0.1831,0.0000,10.7337,-10.2192,21.8557,9.8869,818.1312
2/26/2024,21,-2.7597,-0.3292,-0.0027,10.4385,-9.0003,24.5370,11.0107,817.7950
2/26/2024,22,-2.7085,-0.7354,-0.0015,9.5273,-8.4313,27.2660,7.0157,818.0043
2/26/2024,23,-2.5828,-0.4314,-0.0560,8.4524,-8.2368,29.7595,8.4907,817.4760
2/27/2024,0,-2.2696,-0.7372,-0.3773,6.7834,-7.5284,35.2742,7.5424,817.2596
2/27/2024,1,-2.2690,-0.2648,-0.3117,6.0212,-6.0962,41.4687,5.8163,816.7065
2/27/2024,2,-2.2858,-0.1188,-0.3662,6.6491,-5.5048,41.5368,5.7702,815.7691
2/27/2024,3,-1.9998,-0.8279,-0.3780,4.5236,-5.0507,49.8525,5.7830,815.0638
2/27/2024,4,-1.9641,-0.0863,-0.3520,3.8214,-4.8363,53.2090,4.8331,814.6227
2/27/2024,5,-1.6921,0.1144,-0.1405,3.2866,-4.6948,55.9382,4.7363,814.2223
2/27/2024,6,-1.9930,0.5434,-0.0054,5.0793,-4.1645,51.2645,5.6430,813.9842
2/27/2024,7,5.2456,10.7330,6.8686,5.1875,-3.7762,52.3517,5.4858,814.0212
2/27/2024,8,51.6050,-1.0130,52.6494,-0.9480,-3.1976,85.1433,11.4647,816.3747
2/27/2024,9,111.5059,-0.0836,113.9834,-2.4585,-4.0819,88.6200,9.7424,818.3430
2/27/2024,10,49.6471,-0.4366,51.1419,-4.5937,-5.4779,93.5583,6.5785,820.0147
2/27/2024,11,223.7371,4.6134,228.2228,-4.5663,-5.4740,93.4100,4.0231,820.7878
2/27/2024,12,414.6143,22.3536,417.1162,-3.2194,-5.8763,81.9233,3.4331,821.5478
2/27/2024,13,489.2015,68.5592,452.4044,-3.1684,-7.2352,73.5160,3.0047,821.9408
2/27/2024,14,684.2664,537.0828,348.7618,-3.2394,-6.8191,76.3065,4.4236,821.6880
2/27/2024,15,293.5215,33.5793,280.6223,-3.8907,-6.9516,79.2780,4.1290,822.2420
2/27/2024,16,232.0394,62.3672,213.2778,-3.5425,-7.0384,76.7252,2.8459,823.4214
2/27/2024,17,107.8245,13.4763,106.9372,-3.5945,-6.8203,78.3342,2.1549,824.4990
2/27/2024,18,20.8203,50.6202,19.6853,-3.6727,-6.7853,79.0013,0.4645,825.7033
2/27/2024,19,-1.4773,-1.1003,-0.1834,-4.8288,-6.9935,84.8483,1.4010,826.8364
2/27/2024,20,-1.5151,-0.1343,-0.1943,-6.1353,-7.8871,87.4500,2.8200,827.9642
2/27/2024,21,-1.4126,-0.4395,-0.1194,-6.5238,-8.2511,87.5250,2.2671,828.8929
2/27/2024,22,-1.5319,-0.6263,-0.1365,-7.4815,-8.9278,89.4033,1.5981,829.8812
2/27/2024,23,-1.6097,-0.3205,-0.0138,-8.3490,-9.7023,89.9717,1.6699,830.5964
2/28/2024,0,-1.8872,-0.2904,-0.0002,-8.3047,-11.1578,80.3283,1.4025,830.9518
2/28/2024,1,-2.0385,-0.2901,-0.0006,-7.9988,-13.4468,65.0445,0.8911,831.0745
2/28/2024,2,-2.2066,0.4256,0.0009,-7.2912,-15.9205,50.1753,3.2413,831.1778
2/28/2024,3,-2.2593,-0.0954,0.0160,-6.3093,-16.2307,45.3188,5.7943,831.0747
2/28/2024,4,-1.9461,-1.0665,-0.0367,-7.4243,-16.5508,48.3627,4.4641,831.1027
2/28/2024,5,-1.7185,-0.6449,-0.1675,-9.1215,-15.8110,58.5573,4.4682,831.1311
2/28/2024,6,-1.7856,-0.0968,-0.0484,-10.2110,-15.5573,64.8902,3.9806,831.5538
2/28/2024,7,10.0552,99.4418,7.5671,-9.2615,-15.1727,62.2427,4.1626,831.5612
2/28/2024,8,155.9173,638.1638,42.3366,-6.2571,-14.0845,54.2717,2.3730,832.3586
2/28/2024,9,364.6660,854.0236,63.0292,-1.0800,-13.3102,39.1805,2.4814,833.0079
2/28/2024,10,538.5099,933.5323,74.5480,3.1834,-15.6765,23.6962,2.1610,833.0859
2/28/2024,11,666.8109,972.9045,78.9360,5.5346,-16.7398,18.3525,0.6938,833.4193
2/28/2024,12,739.1254,987.8435,80.9697,7.1892,-14.7195,19.3542,2.1831,833.4029
2/28/2024,13,741.0075,961.7756,91.3329,9.3970,-13.1502,18.9378,3.1539,832.8388
2/28/2024,14,686.9682,925.6265,98.9095,11.0972,-12.6627,17.5610,1.3890,832.2497
2/28/2024,15,580.5435,922.1388,77.8170,12.0733,-13.2112,15.7612,1.3565,832.0784
2/28/2024,16,423.0928,858.3478,66.0621,12.3188,-13.5608,15.0680,1.8036,831.9645
2/28/2024,17,226.5070,708.4713,50.1807,11.6443,-13.0560,16.4002,1.9878,831.8255
2/28/2024,18,40.7190,243.7453,18.8688,9.5289,-11.4808,21.7413,0.9220,831.6932
2/28/2024,19,-1.4566,-3.1893,-0.2166,1.5019,-8.4054,48.4863,3.5684,831.7933
2/28/2024,20,-2.1364,-0.0795,-0.3248,1.6145,-5.0572,61.2077,3.4343,831.8088
2/28/2024,21,-1.9255,-0.2434,-0.3782,0.6128,-5.6720,62.7740,5.1321,831.6538
2/28/2024,22,-2.1497,0.0163,-0.3602,1.7834,-6.7054,53.3645,4.2014,831.6220
2/28/2024,23,-1.9777,-0.6422,-0.3307,0.0159,-6.7233,60.4988,1.3135,831.5131
2/29/2024,0,-2.4434,0.9539,-0.2145,2.6053,-7.8255,46.3085,5.1571,830.8736
2/29/2024,1,-2.2566,-0.1246,-0.3785,2.7059,-9.3137,40.7895,5.1298,830.5137
2/29/2024,2,-2.1209,-0.5119,-0.3784,2.3635,-10.8620,37.1687,5.2903,830.1255
2/29/2024,3,-1.8868,-0.9992,-0.3661,-0.3550,-10.8087,45.3445,3.5693,829.5214
2/29/2024,4,-2.0487,-0.3980,-0.3013,-0.5676,-11.6413,43.1108,1.7072,829.5328
2/29/2024,5,-1.6739,-0.8659,-0.3196,-3.1297,-10.7490,55.8055,1.1038,829.6429
2/29/2024,6,-1.7172,-0.2534,-0.1333,-4.4206,-10.5253,62.5020,2.0341,829.7976
2/29/2024,7,11.4409,115.4757,7.7112,-4.4261,-10.1345,64.4307,2.4567,829.8558
2/29/2024,8,158.9900,658.5013,38.5166,0.6941,-8.7754,49.6118,0.7532,829.9888
2/29/2024,9,365.0277,863.5545,54.6325,7.2388,-11.2508,25.9867,2.2485,829.9976
2/29/2024,10,540.9297,951.1172,64.6519,10.9678,-14.0365,16.1003,3.0623,829.6194
2/29/2024,11,669.5102,987.5664,66.3087,13.2488,-16.3328,11.2693,1.3052,829.2596
2/29/2024,12,744.0400,1005.0911,70.2678,15.0693,-17.2120,9.3178,1.6863,828.7835
2/29/2024,13,754.9855,1004.8387,71.0048,15.6655,-18.1222,8.2955,2.8544,828.1295
2/29/2024,14,703.1307,986.5209,71.4807,16.3405,-17.7545,8.1923,3.2023,827.2761
2/29/2024,15,587.7046,940.8707,70.3402,16.5497,-16.9897,8.6268,3.3585,826.6843
2/29/2024,16,431.4119,885.9304,59.3739,16.5923,-15.4890,9.7525,3.7455,826.3912
2/29/2024,17,234.1665,746.7044,45.4627,15.5800,-15.0643,10.7668,3.7307,826.5305
2/29/2024,18,44.3235,294.7340,17.5071,13.3568,-14.2322,13.3315,5.8308,826.8160
2/29/2024,19,-2.2949,-2.4472,-0.2411,9.4065,-13.8378,18.4145,2.9349,826.9224
2/29/2024,20,-2.2423,-1.4391,-0.3536,4.9626,-13.0615,26.1735,1.4004,827.0477
2/29/2024,21,-1.7469,-1.5957,-0.3783,0.8697,-11.3087,40.2158,3.5356,827.1789
