Time,NGA VAV:DesPer 1:Des Heat Mass Flow [kg/s],NGA VAV:DesPer 1:Des Heat Cap [W],NGA VAV:DesPer 1:Des Cool Mass Flow [kg/s],NGA VAV:DesPer 1:Des Sens Cool Cap [W],NGA VAV:DesPer 1:Des Tot Cool Cap [W],NGA VAV:DesPer 2:Des Heat Mass Flow [kg/s],NGA VAV:DesPer 2:Des Heat Cap [W],NGA VAV:DesPer 2:Des Cool Mass Flow [kg/s],NGA VAV:DesPer 2:Des Sens Cool Cap [W],NGA VAV:DesPer 2:Des Tot Cool Cap [W],GA1F VAV:DesPer 1:Des Heat Mass Flow [kg/s],GA1F VAV:DesPer 1:Des Heat Cap [W],GA1F VAV:DesPer 1:Des Cool Mass Flow [kg/s],GA1F VAV:DesPer 1:Des Sens Cool Cap [W],GA1F VAV:DesPer 1:Des Tot Cool Cap [W],GA1F VAV:DesPer 2:Des Heat Mass Flow [kg/s],GA1F VAV:DesPer 2:Des Heat Cap [W],GA1F VAV:DesPer 2:Des Cool Mass Flow [kg/s],GA1F VAV:DesPer 2:Des Sens Cool Cap [W],GA1F VAV:DesPer 2:Des Tot Cool Cap [W],GA2F VAV:DesPer 1:Des Heat Mass Flow [kg/s],GA2F VAV:DesPer 1:Des Heat Cap [W],GA2F VAV:DesPer 1:Des Cool Mass Flow [kg/s],GA2F VAV:DesPer 1:Des Sens Cool Cap [W],GA2F VAV:DesPer 1:Des Tot Cool Cap [W],GA2F VAV:DesPer 2:Des Heat Mass Flow [kg/s],GA2F VAV:DesPer 2:Des Heat Cap [W],GA2F VAV:DesPer 2:Des Cool Mass Flow [kg/s],GA2F VAV:DesPer 2:Des Sens Cool Cap [W],GA2F VAV:DesPer 2:Des Tot Cool Cap [W],GA3F VAV:DesPer 1:Des Heat Mass Flow [kg/s],GA3F VAV:DesPer 1:Des Heat Cap [W],GA3F VAV:DesPer 1:Des Cool Mass Flow [kg/s],GA3F VAV:DesPer 1:Des Sens Cool Cap [W],GA3F VAV:DesPer 1:Des Tot Cool Cap [W],GA3F VAV:DesPer 2:Des Heat Mass Flow [kg/s],GA3F VAV:DesPer 2:Des Heat Cap [W],GA3F VAV:DesPer 2:Des Cool Mass Flow [kg/s],GA3F VAV:DesPer 2:Des Sens Cool Cap [W],GA3F VAV:DesPer 2:Des Tot Cool Cap [W]
11:00:00,6.468479E-01,1.980917E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,5.625556E-01,6.219912E+03,1.253033E+04,1.200181E-02,4.510485E+02,3.338856E+01,2.410268E+05,2.522062E+05,1.200181E-02,0.000000E+00,4.073466E+01,2.946358E+05,3.108236E+05,1.199022E-02,4.506130E+02,4.454027E+01,3.217064E+05,3.332323E+05,1.199022E-02,0.000000E+00,5.400575E+01,3.906292E+05,4.078183E+05,1.199022E-02,4.506130E+02,4.733900E+01,3.420632E+05,3.455801E+05,1.199022E-02,0.000000E+00,6.096841E+01,4.409419E+05,4.632226E+05
12:00:00,6.467495E-01,1.980924E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,5.848719E-01,7.279287E+03,1.371246E+04,1.200181E-02,4.510485E+02,3.380877E+01,2.440624E+05,2.553086E+05,1.200181E-02,0.000000E+00,4.123193E+01,2.982537E+05,3.145292E+05,1.199022E-02,4.506130E+02,4.554707E+01,3.289847E+05,3.406504E+05,1.199022E-02,0.000000E+00,5.510649E+01,3.986112E+05,4.159726E+05,1.199022E-02,4.506130E+02,4.822734E+01,3.484913E+05,3.520978E+05,1.199022E-02,0.000000E+00,6.219722E+01,4.498476E+05,4.723198E+05
13:00:00,6.466625E-01,1.980929E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,6.640095E-01,8.815311E+03,1.568708E+04,1.200181E-02,4.510485E+02,3.417713E+01,2.467234E+05,2.580273E+05,1.200181E-02,0.000000E+00,4.167473E+01,3.014717E+05,3.178264E+05,1.199022E-02,4.506130E+02,4.644682E+01,3.354892E+05,3.472795E+05,1.199022E-02,0.000000E+00,5.609860E+01,4.058021E+05,4.233207E+05,1.199022E-02,4.506130E+02,4.901494E+01,3.541904E+05,3.578765E+05,1.199022E-02,0.000000E+00,6.331909E+01,4.579742E+05,4.806388E+05
14:00:00,6.465809E-01,1.980935E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,7.646721E-01,1.035188E+04,1.774634E+04,1.200181E-02,4.510485E+02,3.450155E+01,2.490665E+05,2.604209E+05,1.200181E-02,0.000000E+00,4.206730E+01,3.043208E+05,3.207454E+05,1.199022E-02,4.506130E+02,4.724839E+01,3.412839E+05,3.531850E+05,1.199022E-02,0.000000E+00,5.698581E+01,4.122289E+05,4.298889E+05,1.199022E-02,4.506130E+02,4.971214E+01,3.592355E+05,3.629919E+05,1.199022E-02,0.000000E+00,6.430340E+01,4.651010E+05,4.879451E+05
15:00:00,6.465416E-01,1.980940E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,8.427853E-01,1.123114E+04,1.900576E+04,1.200181E-02,4.510485E+02,3.478774E+01,2.511333E+05,2.625319E+05,1.200181E-02,0.000000E+00,4.241235E+01,3.068184E+05,3.233076E+05,1.199022E-02,4.506130E+02,4.796050E+01,3.464316E+05,3.584309E+05,1.199022E-02,0.000000E+00,5.777227E+01,4.179191E+05,4.357082E+05,1.199022E-02,4.506130E+02,5.032832E+01,3.636942E+05,3.675130E+05,1.199022E-02,0.000000E+00,6.513574E+01,4.711222E+05,4.941390E+05
16:00:00,6.465007E-01,1.980941E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,8.882262E-01,1.125932E+04,1.926298E+04,1.200181E-02,4.510485E+02,3.504052E+01,2.529592E+05,2.643967E+05,1.200181E-02,0.000000E+00,4.271153E+01,3.089731E+05,3.255285E+05,1.199022E-02,4.506130E+02,4.859181E+01,3.509956E+05,3.630818E+05,1.199022E-02,0.000000E+00,5.846236E+01,4.229014E+05,4.408167E+05,1.199022E-02,4.506130E+02,5.087218E+01,3.676297E+05,3.715034E+05,1.199022E-02,0.000000E+00,6.581076E+01,4.759951E+05,4.991879E+05
17:00:00,6.464625E-01,1.980941E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,9.035268E-01,1.078743E+04,1.891235E+04,1.200181E-02,4.510485E+02,3.096577E+01,2.234896E+05,2.335360E+05,1.200181E-02,0.000000E+00,3.867103E+01,2.797378E+05,3.036556E+05,1.199022E-02,4.506130E+02,4.485293E+01,3.239525E+05,3.350325E+05,1.199022E-02,0.000000E+00,5.476627E+01,3.961559E+05,4.178790E+05,1.199022E-02,4.506130E+02,4.705612E+01,3.400192E+05,3.435950E+05,1.199022E-02,0.000000E+00,6.203794E+01,4.486976E+05,4.764273E+05
18:00:00,6.465812E-01,1.980928E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,8.864470E-01,9.790393E+03,1.795816E+04,1.200181E-02,4.510485E+02,2.609931E+01,1.883037E+05,2.196894E+05,1.200181E-02,0.000000E+00,3.378904E+01,2.444172E+05,2.765783E+05,1.199022E-02,4.506130E+02,4.010601E+01,2.896262E+05,3.077441E+05,1.199022E-02,0.000000E+00,5.001391E+01,3.617716E+05,3.868056E+05,1.199022E-02,4.506130E+02,4.107707E+01,2.967571E+05,2.975952E+05,1.199022E-02,0.000000E+00,5.597564E+01,4.048469E+05,4.406742E+05
19:00:00,6.467522E-01,1.980913E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,0.000000E+00,8.345179E-01,7.998827E+03,1.603886E+04,1.200181E-02,4.510485E+02,2.087297E+01,1.505124E+05,1.869965E+05,1.200181E-02,0.000000E+00,2.847049E+01,2.059295E+05,2.385425E+05,1.199022E-02,4.506130E+02,3.470322E+01,2.505557E+05,2.687792E+05,1.199022E-02,0.000000E+00,4.454701E+01,3.222108E+05,3.470879E+05,1.199022E-02,4.506130E+02,3.433692E+01,2.479885E+05,2.475223E+05,1.199022E-02,0.000000E+00,4.900817E+01,3.544412E+05,3.916613E+05
20:00:00,6.469596E-01,1.980899E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,1.588836E+02,7.527821E-01,6.193887E+03,1.386283E+04,1.200181E-02,4.510485E+02,1.540933E+01,1.110018E+05,1.460685E+05,1.200181E-02,3.618036E+00,2.288450E+01,1.655116E+05,1.950232E+05,1.199022E-02,4.506130E+02,2.880018E+01,2.078646E+05,2.250022E+05,1.199022E-02,3.614543E+00,3.854132E+01,2.787575E+05,3.021920E+05,1.199022E-02,4.506130E+02,2.715421E+01,1.960183E+05,1.948553E+05,1.199022E-02,3.614543E+00,4.152254E+01,3.002907E+05,3.350502E+05
21:00:00,6.471860E-01,1.980889E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,8.833930E+02,6.568343E-01,4.389981E+03,1.144463E+04,1.200181E-02,4.510485E+02,9.764840E+00,7.017940E+04,9.778109E+04,1.200181E-02,2.011628E+01,1.708681E+01,1.235639E+05,1.479255E+05,1.199022E-02,4.506130E+02,2.245774E+01,1.619925E+05,1.769029E+05,1.199022E-02,2.009686E+01,3.206316E+01,2.318880E+05,2.530749E+05,1.199022E-02,4.506130E+02,1.957941E+01,1.412118E+05,1.397615E+05,1.199022E-02,2.009686E+01,3.360128E+01,2.429896E+05,2.737114E+05
22:00:00,6.474657E-01,1.980880E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,1.607902E+03,5.778846E-01,2.777224E+03,9.200304E+03,1.200181E-02,4.510485E+02,3.977365E+00,2.831909E+04,4.368225E+04,1.200181E-02,3.661452E+01,1.111679E+01,8.036843E+04,9.770585E+04,1.199022E-02,4.506130E+02,1.573299E+01,1.133524E+05,1.252568E+05,1.199022E-02,3.657918E+01,2.517506E+01,1.820519E+05,2.000880E+05,1.199022E-02,4.506130E+02,1.166866E+01,8.397501E+04,8.250955E+04,1.199022E-02,3.657918E+01,2.532223E+01,1.830987E+05,2.082823E+05
23:00:00,6.477656E-01,1.980874E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,2.171410E+03,5.296532E-01,1.671024E+03,7.630212E+03,1.200181E-02,4.510485E+02,2.378250E+00,1.675284E+04,2.826750E+04,1.200181E-02,4.944649E+01,9.297773E+00,6.719917E+04,8.300529E+04,1.199022E-02,4.506130E+02,1.297100E+01,9.337520E+04,1.043597E+05,1.199022E-02,4.939876E+01,2.222487E+01,1.607011E+05,1.779466E+05,1.199022E-02,4.506130E+02,7.761459E+00,5.570526E+04,5.430003E+04,1.199022E-02,4.939876E+01,2.103935E+01,1.521115E+05,1.748456E+05
24:00:00,6.479466E-01,1.980882E+04,5.270514E-01,0.000000E+00,0.000000E+00,5.270514E-01,2.734917E+03,5.270514E-01,1.078290E+03,6.994996E+03,1.200181E-02,4.510485E+02,1.461400E+00,1.011833E+04,1.968816E+04,1.200181E-02,6.227845E+01,8.160381E+00,5.895866E+04,7.400158E+04,1.199022E-02,4.506130E+02,1.085980E+01,7.810271E+04,8.878998E+04,1.199022E-02,6.221833E+01,1.993941E+01,1.441558E+05,1.609071E+05,1.199022E-02,4.506130E+02,5.705299E+00,4.082852E+04,3.925418E+04,1.199022E-02,6.221833E+01,1.865896E+01,1.348804E+05,1.567605E+05
Coinc Peak   ,6.484077E-01,9.035268E-01,1.980890E+04,1.078870E+04,1.200181E-02,4.271153E+01,4.510485E+02,3.089731E+05,1.199022E-02,5.846236E+01,4.506130E+02,4.229014E+05,1.199022E-02,6.581076E+01,4.506130E+02,4.759951E+05
NonCoinc Peak,6.484157E-01,9.122681E-01,1.980890E+04,1.078870E+04,1.200181E-02,4.271153E+01,4.510485E+02,3.089731E+05,1.199022E-02,5.846236E+01,4.506130E+02,4.229014E+05,1.199022E-02,6.581076E+01,4.506130E+02,4.759951E+05
