Date/Time,Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep),IndoorLivingWall:InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](TimeStep) 
 01/04  15:00:00,619711810.9759561,0.0,423932739.4690911,3011372382.42,2838551040.0,4322906398.367033 
 01/04  16:00:00,465574.8342441825,0.0,425840451.81547475,3011372382.42,2838551040.0,3572819980.9210353 
 01/04  17:00:00,440354.2617255604,0.0,366344389.01189107,172821342.42,0.0,678955133.3906667 
 01/04  18:00:00,305961.1980525,0.0,366206446.17020035,134416599.66000003,0.0,625344987.0461364 
 01/04  19:00:00,56955.406928982135,0.0,365950863.2890142,96011856.90000002,0.0,556549739.9192703 
 01/04  20:00:00,26269.390727778107,0.0,365919366.75073117,96011856.90000002,0.0,556518243.3809873 
 01/04  21:00:00,0.0,0.0,365892403.4960257,57607114.13999998,0.0,503019076.6234417 
 01/04  22:00:00,0.0,0.0,365892403.4960257,57607114.13999998,0.0,503019076.6234417 
 01/04  23:00:00,0.0,0.0,365892403.4960257,19202371.38,0.0,449546873.12060165 
 01/04  24:00:00,0.0,0.0,365892403.4960257,9601185.69,0.0,439945687.4306016 
 01/05  01:00:00,0.0,37862243.477289185,406837334.74040735,2848152225.69,2838551040.0,3357264477.3243427 
 01/05  02:00:00,77407718.1035593,0.0,374376715.29558545,2848152225.69,2838551040.0,3380947870.598264 
 01/05  03:00:00,619261744.8284744,15762338.114890534,381331834.1381868,2848152225.69,2838551040.0,4061506712.324392 
 01/05  04:00:00,0.0,21942146.883629493,384321171.28518134,2848152225.69,2838551040.0,3318867642.1033864 
 01/05  05:00:00,0.0,20073721.722166754,387982461.5586357,2848152225.69,2838551040.0,3320660507.2153783 
 01/05  06:00:00,0.0,19140964.931319825,391571522.26010776,2857753411.38,2838551040.0,3332917996.816003 
 01/05  07:00:00,0.0,40225495.96662158,393804815.46466994,2857753411.38,2838551040.0,3356235821.0558667 
 01/05  08:00:00,0.0,0.0,398922797.5101714,2896158154.14,2838551040.0,3359533049.8947477 
 01/05  09:00:00,201020.46037668933,0.0,409312599.9567422,3011372382.42,2838551040.0,3560474384.335518 
 01/05  10:00:00,619685099.3743379,0.0,413780577.21560067,3011372382.42,2838551040.0,4312912386.820829 
 01/05  11:00:00,619770787.9612849,0.0,416919333.5480095,3011372382.42,2838551040.0,4315950966.216221 
 01/05  12:00:00,619849804.6325436,0.0,419977038.846104,3011372382.42,2838551040.0,4319277195.338146 
 01/05  13:00:00,619818699.0897288,0.0,421541226.9979193,3011372382.42,2838551040.0,4305673703.510488 
 01/05  14:00:00,619856863.4465654,0.0,424313609.82024956,3011372382.42,2838551040.0,4323360476.128946 
 01/05  15:00:00,310197584.42110807,0.0,425742778.92520994,3011372382.42,2838551040.0,3948702840.946407 
 01/05  16:00:00,545235.5606027767,0.0,427853693.30411077,3011372382.42,2838551040.0,3574833222.409671 
 01/05  17:00:00,491615.00723852153,0.0,366407331.0581317,172821342.42,0.0,679018075.4369075 
 01/05  18:00:00,332699.9661431689,0.0,366233891.20012176,134416599.66000003,0.0,625372432.0760577 
 01/05  19:00:00,50508.11854304897,12700068.963710839,365944245.70580834,96011856.90000002,0.0,569243191.2997751 
 01/05  20:00:00,0.0,15670665.768823031,365892403.4960257,96011856.90000002,0.0,572161945.8951046 
 01/05  21:00:00,0.0,32989506.50240544,365892403.4960257,57607114.13999998,0.0,536008583.12584716 
 01/05  22:00:00,0.0,39676863.914729536,365892403.4960257,57607114.13999998,0.0,542695940.5381713 
 01/05  23:00:00,0.0,38408547.26655126,365939454.84897685,19202371.38,0.0,487956255.35430634 
 01/05  24:00:00,0.0,45603851.85366048,366100783.43075335,9601185.69,0.0,485553255.5856869 
 01/06  01:00:00,0.0,47553525.712067686,437702389.93128747,2848152225.69,2838551040.0,3382343738.668799 
 01/06  02:00:00,0.0,41356998.25491246,379977545.08547515,2848152225.69,2838551040.0,3318435553.5481935 
 01/06  03:00:00,0.0,46437329.46545021,379984531.72018313,2848152225.69,2838551040.0,3323472918.808264 
 01/06  04:00:00,0.0,47840836.172925144,382347905.2430497,2848152225.69,2838551040.0,3327194651.250115 
 01/06  05:00:00,0.0,49293545.05213491,385609143.67181003,2848152225.69,2838551040.0,3331860521.2133865 
 01/06  06:00:00,0.0,44269191.56646826,388850681.5678786,2848152225.69,2838551040.0,3330109909.217082 
 01/06  07:00:00,0.0,45076842.035986364,392396333.37085116,2857753411.38,2838551040.0,3359268445.901444 
 01/06  08:00:00,0.0,42832719.89344065,395255459.0462406,2857753411.38,2838551040.0,3359894985.4579887 
 01/06  09:00:00,0.0,28290566.711349297,400220678.64164406,2934562896.9,2838551040.0,3442593701.24041 
 01/06  10:00:00,0.0,22691890.566151015,403174495.89032817,2934562896.9,2838551040.0,3439948842.343896 
 01/06  11:00:00,0.0,22930837.023358215,405627220.8553002,2934562896.9,2838551040.0,3442640513.766075 
 01/06  12:00:00,0.0,11941605.367852248,408512001.7656147,2934562896.9,2838551040.0,3434536063.020883 
 01/06  13:00:00,0.0,0.0,410449830.2197499,2934562896.9,2838551040.0,3424532286.1071663 
 01/06  14:00:00,0.0,20147387.20447205,412287477.550784,2934562896.9,2838551040.0,3446517320.6426725 
 01/06  15:00:00,0.0,27581244.62464719,411007460.3121156,2867354597.0699997,2838551040.0,3362798208.270305 
 01/06  16:00:00,0.0,36988625.77588283,411962034.19445413,2867354597.0699997,2838551040.0,3373014744.9579654 
 01/06  17:00:00,0.0,42154269.93190519,366183271.62424326,28803557.06999999,0.0,493773852.0487971 
 01/06  18:00:00,0.0,51397386.19024145,366477470.5864669,9601185.69,0.0,476286383.20795614 
 01/06  19:00:00,0.0,59002421.18056829,366656866.7243359,9601185.69,0.0,483895190.87454504 
 01/06  20:00:00,0.0,61621358.65360238,366797860.0651868,9601185.69,0.0,486518011.55474365 
 01/06  21:00:00,0.0,68453274.07465519,367003867.6399029,9601185.69,0.0,493355344.50527453 
 01/06  22:00:00,0.0,70683909.69014278,367214479.70085466,9601185.69,0.0,495595101.8092171 
 01/06  23:00:00,0.0,69749242.2111835,367227844.36498326,9601185.69,0.0,494661806.96103406 
 01/06  24:00:00,0.0,73444255.77686048,367493229.39944255,9601185.69,0.0,498462347.01873815 
 01/07  01:00:00,0.0,73851617.4592477,409527105.6718536,2848152225.69,2838551040.0,3379425983.993388 
 01/07  02:00:00,0.0,70934219.1228756,374375119.9215113,2848152225.69,2838551040.0,3341383321.9830284 
 01/07  03:00:00,0.0,77261905.44169046,378715973.27194405,2848152225.69,2838551040.0,3351871346.08743 
 01/07  04:00:00,0.0,82807153.08226508,380711576.02093214,2848152225.69,2838551040.0,3359274713.166463 
 01/07  05:00:00,0.0,89434092.9789679,383807084.5276991,2848152225.69,2838551040.0,3368839765.593867 
 01/07  06:00:00,0.0,85651814.44902831,386871318.1844261,2848152225.69,2838551040.0,3368191733.2306476 
 01/07  07:00:00,0.0,85578285.404902,389658083.09290534,2848152225.69,2838551040.0,3370890873.057942 
 01/07  08:00:00,0.0,40814420.71790123,392772751.03274715,2848152225.69,2838551040.0,3330213164.409648 
 01/07  09:00:00,0.0,42060351.601349294,395522011.2665589,2848152225.69,2838551040.0,3334382585.1618733 
 01/07  10:00:00,0.0,39051698.36923403,398071068.97224414,2848152225.69,2838551040.0,3334045350.5598683 
 01/07  11:00:00,0.0,34445022.690764986,400383718.2304998,2848152225.69,2838551040.0,3331870577.6473 
 01/07  12:00:00,0.0,24055346.87847718,402876599.4928588,2848152225.69,2838551040.0,3324106239.517713 
 01/07  13:00:00,0.0,30196732.258748014,404802161.5535987,2848152225.69,2838551040.0,3332268090.071504 
 01/07  14:00:00,0.0,34949975.04137337,406395500.3796825,2848152225.69,2838551040.0,3338561526.744859 
 01/07  15:00:00,0.0,33134428.75504007,407862262.002143,2848152225.69,2838551040.0,3338229006.598943 
 01/07  16:00:00,0.0,36211627.60000717,409196379.5027711,2848152225.69,2838551040.0,3342626903.70174 
 01/07  17:00:00,0.0,31376984.247855347,366177227.90946406,9601185.69,0.0,456260069.3291987 
 01/07  18:00:00,0.0,31284896.567677025,366110126.9083492,9601185.69,0.0,456167046.8389431 
 01/07  19:00:00,0.0,37098099.57620928,366173575.0817454,9601185.69,0.0,461981122.34942895 
 01/07  20:00:00,0.0,39088034.660945125,366205367.3647884,9601185.69,0.0,463971630.45950264 
 01/07  21:00:00,0.0,49228865.20810526,366320350.23924136,9601185.69,0.0,474114582.72077847 
 01/07  22:00:00,0.0,57918065.86936957,366489781.84147745,9601185.69,0.0,482807233.2091473 
 01/07  23:00:00,0.0,47042018.37233772,366466574.0773665,9601185.69,0.0,471930484.96612614 
 01/07  24:00:00,0.0,39992957.143057235,366375685.29283875,9601185.69,0.0,464879680.24900025 
 01/08  01:00:00,0.0,43159060.86230163,451799699.0194334,2848152225.69,2838551040.0,3407200586.5134635 
 01/08  02:00:00,0.0,45019752.9137183,379149795.1555289,2848152225.69,2838551040.0,3336386365.8012247 
 01/08  03:00:00,0.0,51204247.98139727,379320447.3546545,2848152225.69,2838551040.0,3342653505.8068624 
 01/08  04:00:00,0.0,51644088.19354475,381402057.5777497,2848152225.69,2838551040.0,3345112226.0841293 
 01/08  05:00:00,0.0,56871172.375039004,384644102.78309697,2848152225.69,2838551040.0,3353474898.953894 
 01/08  06:00:00,0.0,51366712.26683963,388000102.6756996,2857753411.38,2838551040.0,3360977971.4887414 
 01/08  07:00:00,0.0,55690607.546789356,390496031.5536408,2857753411.38,2838551040.0,3367727435.7795205 
 01/08  08:00:00,0.0,39143463.27070712,394619462.094033,2896158154.14,2838551040.0,3394035185.678401 
 01/08  09:00:00,56226.558197308055,0.0,404783412.2510844,3011372382.42,2838551040.0,3555945196.629861 
 01/08  10:00:00,141821.35130028025,0.0,408786157.36537856,3011372382.42,2838551040.0,3559947941.7441545 
 01/08  11:00:00,302873.420876473,0.0,412550688.4445963,3011372382.42,2838551040.0,3563712472.823372 
 01/08  12:00:00,365361.2889693505,0.0,415656406.10786235,3011372382.42,2838551040.0,3566818190.4866376 
 01/08  13:00:00,389210.6276506062,0.0,417805583.8424674,3011372382.42,2838551040.0,3549717652.205188 
 01/08  14:00:00,465280.0021427043,0.0,421565103.42907244,3011372382.42,2838551040.0,3568544632.5346327 
 01/08  15:00:00,446639.2590148202,0.0,422917380.81633484,3011372382.42,2838551040.0,3574079165.195111 
 01/08  16:00:00,444027.8409983207,0.0,424671895.6033244,3011372382.42,2838551040.0,3575833679.9821 
 01/08  17:00:00,407778.90246529056,0.0,366310953.22657114,172821342.42,0.0,678921697.6053469 
 01/08  18:00:00,184353.4421406149,0.0,366081626.3397446,134416599.66000003,0.0,625220167.2156807 
 01/08  19:00:00,0.0,15737698.1824438,365892403.49602556,96011856.90000002,0.0,572228978.3087255 
 01/08  20:00:00,0.0,29945389.125121392,365892403.49602556,96011856.90000002,0.0,586436669.251403 
 01/08  21:00:00,0.0,34109943.67082777,365892403.4960257,57607114.13999998,0.0,537129020.2942694 
 01/08  22:00:00,0.0,43751301.76354534,365892403.4960257,57607114.13999998,0.0,546770378.3869871 
 01/08  23:00:00,0.0,44547960.776325636,366113594.6529652,19202371.38,0.0,494098885.68927693 
 01/08  24:00:00,0.0,54118839.17937701,366372851.3146536,9601185.69,0.0,494073418.198557 
 01/09  01:00:00,0.0,55224280.62477414,442493736.90390325,2848152225.69,2838551040.0,3409721032.6286526 
 01/09  02:00:00,0.0,53182121.84738292,380566774.7799711,2848152225.69,2838551040.0,3345719180.958445 
 01/09  03:00:00,0.0,52354177.038835384,380244757.1769843,2848152225.69,2838551040.0,3344554028.666992 
 01/09  04:00:00,0.0,51955135.746459715,382725898.49498874,2848152225.69,2838551040.0,3346629407.414841 
 01/09  05:00:00,0.0,55016288.86480701,386030500.8173003,2848152225.69,2838551040.0,3352942419.0392647 
 01/09  06:00:00,0.0,49241009.886397384,389381676.09681267,2857753411.38,2838551040.0,3360228318.966306 
 01/09  07:00:00,0.0,58442322.88275726,391823525.1484704,2857753411.38,2838551040.0,3371730992.9484797 
 01/09  08:00:00,0.0,11656352.466053387,396142141.86131746,2896158154.14,2838551040.0,3368179065.631066 
 01/09  09:00:00,41142.358570807206,0.0,405934533.3529189,3011372382.42,2838551040.0,3557096317.7316947 
 01/09  10:00:00,100494.72895449238,0.0,409764353.56742233,3011372382.42,2838551040.0,3560926137.946198 
 01/09  11:00:00,241288.97065947112,0.0,412991314.92823833,3011372382.42,2838551040.0,3564153099.3070145 
 01/09  12:00:00,273948.8821855191,0.0,415721353.25210977,3011372382.42,2838551040.0,3566883137.630885 
 01/09  13:00:00,240665.2586556059,0.0,417386583.9438406,3011372382.42,2838551040.0,3553480907.5797763 
 01/09  14:00:00,314583.5945498753,0.0,420761004.6276157,3011372382.42,2838551040.0,3571922789.006391 
 01/09  15:00:00,343937.0509912149,0.0,423009075.4185758,3011372382.42,2838551040.0,3574170859.797352 
 01/09  16:00:00,353156.52304138395,0.0,424474133.6451392,3011372382.42,2838551040.0,3575635918.023915 
 01/09  17:00:00,340986.3618028995,0.0,366242396.4676813,172821342.42,0.0,678853140.846457 
 01/09  18:00:00,165593.32338693747,0.0,366062370.7024326,134416599.66000003,0.0,625200911.5783685 
 01/09  19:00:00,0.0,22815516.975797143,365892403.4960257,96011856.90000002,0.0,579306797.1020789 
 01/09  20:00:00,0.0,20103746.843347795,365892403.4960257,96011856.90000002,0.0,576595026.9696294 
 01/09  21:00:00,0.0,43860511.09768552,365892403.4960257,57607114.13999998,0.0,546879587.7211273 
 01/09  22:00:00,0.0,39365743.68717988,365892403.4960257,57607114.13999998,0.0,542384820.3106216 
 01/09  23:00:00,0.0,51701519.117058694,366190786.2251928,19202371.38,0.0,501254008.6332145 
 01/09  24:00:00,0.0,59340499.16288964,366502942.63104016,9601185.69,0.0,499297835.2463527 
 01/10  01:00:00,0.0,56399900.12050062,441733844.57512826,2848152225.69,2838551040.0,3410037790.948013 
 01/10  02:00:00,0.0,59135863.84593407,384325030.91299856,2848152225.69,2838551040.0,3355290642.404497 
 01/10  03:00:00,0.0,56683109.86731862,381482370.430409,2848152225.69,2838551040.0,3349974686.737247 
 01/10  04:00:00,0.0,59582330.69283744,383198741.7580005,2848152225.69,2838551040.0,3354537471.594753 
 01/10  05:00:00,0.0,60490524.92192341,386166226.3422474,2848152225.69,2838551040.0,3358355623.291831 
 01/10  06:00:00,0.0,61487955.99501736,389297809.9138521,2857753411.38,2838551040.0,3372092509.4442325 
 01/10  07:00:00,0.0,52328182.59660537,392212428.1911661,2857753411.38,2838551040.0,3365957839.254684 
 01/10  08:00:00,0.0,47010525.97537385,395691260.1284032,2896158154.14,2838551040.0,3402806582.659022 
 01/10  09:00:00,0.0,0.0,405310099.9147371,3011372382.42,2838551040.0,3556471884.293513 
 01/10  10:00:00,56944.50389912425,0.0,409257768.6936755,3011372382.42,2838551040.0,3560419553.0724516 
 01/10  11:00:00,228556.8623287629,0.0,412854412.59838533,3011372382.42,2838551040.0,3564016196.977161 
 01/10  12:00:00,310944.275956683,0.0,415925017.9843344,3011372382.42,2838551040.0,3567086802.36311 
 01/10  13:00:00,304656.0201940604,0.0,417569023.2854734,3011372382.42,2838551040.0,3553663346.9214096 
 01/10  14:00:00,372226.59180695843,0.0,420700519.44215065,3011372382.42,2838551040.0,3571862303.8209267 
 01/10  15:00:00,387083.9305292321,0.0,422747714.5683182,3011372382.42,2838551040.0,3573909498.9470935 
 01/10  16:00:00,397577.7336884429,0.0,424445637.8272132,3011372382.42,2838551040.0,3575607422.205989 
 01/10  17:00:00,354815.15206977376,0.0,366256590.5233447,172821342.42,0.0,678867334.9021205 
 01/10  18:00:00,156608.33606294153,0.0,366053148.39102644,134416599.66000003,0.0,625191689.2669625 
 01/10  19:00:00,0.0,18210219.274332017,365892403.49602556,96011856.90000002,0.0,574701499.4006137 
 01/10  20:00:00,0.0,31892496.636657678,365892403.49602556,96011856.90000002,0.0,588383776.7629393 
 01/10  21:00:00,0.0,33242049.959718853,365892403.4960257,57607114.13999998,0.0,536261126.5831605 
 01/10  22:00:00,0.0,49965937.546353936,365892403.4960257,57607114.13999998,0.0,552985014.1697956 
 01/10  23:00:00,0.0,56368729.84034003,366336015.24486226,19202371.38,0.0,505923882.51409173 
 01/10  24:00:00,0.0,58667174.10065104,366583530.4661912,9601185.69,0.0,498626190.6809164 
 01/11  01:00:00,0.0,61876123.59482047,409286771.0288073,2848152225.69,2838551040.0,3382961968.132801 
 01/11  02:00:00,0.0,62211393.68829119,375361317.9474385,2848152225.69,2838551040.0,3349286599.049362 
 01/11  03:00:00,0.0,59998834.58201474,379827257.53532475,2848152225.69,2838551040.0,3351527065.8275433 
 01/11  04:00:00,0.0,56959940.83193519,382328107.16415566,2848152225.69,2838551040.0,3351023694.181853 
 01/11  05:00:00,0.0,55132671.60169316,385706661.11686933,2848152225.69,2838551040.0,3352623956.899401 
 01/11  06:00:00,0.0,49927459.44329063,389057417.8464037,2857753411.38,2838551040.0,3360512647.140738 
 01/11  07:00:00,0.0,51444062.00214002,391988745.52333015,2857753411.38,2838551040.0,3364972469.457771 
 01/11  08:00:00,0.0,43320668.838634655,395601318.37320167,2896158154.14,2838551040.0,3399130154.809905 
 01/11  09:00:00,0.0,5382631.717513891,405121716.31802654,3011372382.42,2838551040.0,3561666132.414316 
 01/11  10:00:00,37864.53434048957,0.0,408999536.7173554,3011372382.42,2838551040.0,3560161321.0961313 
 01/11  11:00:00,274992.4914669697,0.0,413253084.9581672,3011372382.42,2838551040.0,3564414869.3369427 
 01/11  12:00:00,342957.8577787983,0.0,416208373.9342628,3011372382.42,2838551040.0,3567370158.313039 
 01/11  13:00:00,371286.5464206021,0.0,418126555.1135277,3011372382.42,2838551040.0,3550038623.476248 
 01/11  14:00:00,619727439.4665211,0.0,421664924.60291,3011372382.42,2838551040.0,4320141377.886426 
 01/11  15:00:00,619771989.798027,0.0,423685980.28013533,3011372382.42,2838551040.0,4322250810.48838 
 01/11  16:00:00,498573.8506567376,0.0,425271612.26749325,3011372382.42,2838551040.0,3572251141.3730536 
 01/11  17:00:00,480782.054063949,0.0,366385884.6397607,172821342.42,0.0,677323726.9092499 
 01/11  18:00:00,326023.2045931428,0.0,366227038.0825848,134416599.66000003,0.0,625365578.9585209 
